esclofollar_verb	éplucher_verb
constança_propernoun	constance_propernoun
traducció_noun	traduction_noun
giummarra_propernoun	giummarra_propernoun
eco_noun	écho_noun
grosclaude_propernoun	grosclaude_propernoun
gineri_noun	gynérium_noun
el·lípticament_adverb	elliptiquement_adverb
bacteriologia_noun	bactériologie_noun
tripiedi_propernoun	tripiedi_propernoun
com-més-aviat_adverb	dans-les-plus-brefs-délais_adverb
fisiografia_noun	physiographie_noun
venancia_propernoun	venancia_propernoun
postveritat_noun	post-vérité_noun
berlina_noun	berline_noun
glaçar_verb	geler_verb
fill-gran_noun	ainé_noun
intradermoreacció_noun	intradermo-réaction_noun
urbaneja_propernoun	urbaneja_propernoun
fulgurant_adjective	fulgurant_adjective
barris_propernoun	barris_propernoun
inconformista_adjective	non-conformiste_adjective
secretar_verb	sécréter_verb
en-lloc-de_preposition	au-lieu-de_preposition
protector_adjective	protecteur_adjective
almoina_noun	aumône_noun
trio_noun	trio_noun
odontòleg_noun	odontologiste_noun
greenpeace_propernoun	greenpeace_propernoun
insignificant_adjective	insignifiant_adjective
basora_propernoun	basora_propernoun
plagiar_verb	plagier_verb
el-que_relativepronoun	celui-qui_relativepronoun
gazaille_propernoun	gazaille_propernoun
jacomé_propernoun	jacomé_propernoun
sojornar_verb	séjourner_verb
reannexar_verb	réannexer_verb
iv_numeral	iv_numeral
genesse_propernoun	genesse_propernoun
charleroi_propernoun	charleroi_propernoun
clark_propernoun	clark_propernoun
família_noun	famille_noun
reputat_adjective	réputé_adjective
esperanza_propernoun	esperanza_propernoun
discoide_adjective	discoïde_adjective
afallah_propernoun	afallah_propernoun
decocció_noun	décoction_noun
godall_propernoun	godall_propernoun
bonotren_propernoun	bonotren_propernoun
x_numeral	x_numeral
cota_noun	cotte_noun
transitori_adjective	transitoire_adjective
tiflitis_noun	typhlite_noun
trisme_noun	trisme_noun
bordás_propernoun	bordás_propernoun
sagrista_propernoun	sagrista_propernoun
lowry_propernoun	lowry_propernoun
superestructura_noun	superstructure_noun
esquifidesa_noun	chétiveté_noun
ritual_noun	rituel_noun
elhaddad_propernoun	elhaddad_propernoun
dol_noun	dol_noun
jorro_propernoun	jorro_propernoun
perceptible_adjective	perceptible_adjective
sant-boi-de-lluçanès_propernoun	sant-boi-de-lluçanès_propernoun
brun_propernoun	brun_propernoun
théodore_propernoun	théodore_propernoun
pivotar_verb	pivoter_verb
el·lipsoide_noun	ellipsoïde_noun
emparar_verb	protéger_verb
ràtzia_noun	razzia_noun
adriano_propernoun	adriano_propernoun
trevisol_propernoun	trevisol_propernoun
latronico_propernoun	latronico_propernoun
baqué_propernoun	baqué_propernoun
bhutan_propernoun	bhoutan_propernoun
microordinador_noun	micro-ordinateur_noun
zuleica_propernoun	zuleica_propernoun
descrèdit_noun	discrédit_noun
axelle_propernoun	axelle_propernoun
contrapoder_noun	contre-pouvoir_noun
saquejador_noun	pillard_noun
western_noun	western_noun
problemàtica_noun	problématique_noun
reexamen_noun	réexamen_noun
santalco_propernoun	santalco_propernoun
caminada_noun	promenade_noun
posar-com-a-explicació_verb	mettre-en-exergue_verb
antiamericanisme_noun	antiaméricanisme_noun
submergir_verb	plonger_verb
taxidèrmia_noun	taxidermie_noun
branquial_adjective	branchial_adjective
variablement_adverb	variablement_adverb
llavorsí_propernoun	llavorsí_propernoun
kasandra_propernoun	kasandra_propernoun
humanes_propernoun	humanes_propernoun
tookalook_propernoun	tookalook_propernoun
al·lometria_noun	allométrie_noun
monograma_noun	monogramme_noun
cornu_propernoun	cornu_propernoun
bulbi_propernoun	bulbi_propernoun
concordant_adjective	concordant_adjective
amfídrom_adjective	amphidrome_adjective
azerbaidjanès_noun	azerbaïdjanais_noun
llora_propernoun	llora_propernoun
sars_propernoun	sars_propernoun
salacitat_noun	salacité_noun
magnin_propernoun	magnin_propernoun
arcbotant_noun	arcboutant_noun
polaritat_noun	polarité_noun
ineficiència_noun	inefficacité_noun
àrduament_adverb	ardûment_adverb
genòmic_adjective	génomique_adjective
acríticament_adverb	sans-critique_adverb
perpetu_adjective	perpétuel_adjective
pará_propernoun	pará_propernoun
injectar_verb	injecter_verb
sanitat_noun	propreté_noun
idem_adverb	idem_adverb
renúncia_noun	renoncement_noun
marcescent_adjective	marcescent_adjective
grinyolar_verb	grincer_verb
emmotlar_verb	adopter_verb
prosperar_verb	prospérer_verb
biofilm_noun	biofilm_noun
fira_noun	foire_noun
wolff_propernoun	wolff_propernoun
vacunar_verb	vacciner_verb
tolerant_adjective	tolérant_adjective
cocciu_propernoun	cocciu_propernoun
superstició_noun	superstition_noun
acunzo_propernoun	acunzo_propernoun
ye_propernoun	ye_propernoun
mcbain_propernoun	mcbain_propernoun
cacofònic_adjective	cacophonique_adjective
michetti_propernoun	michetti_propernoun
ajustat_adjective	ajusté_adjective
ardizzone_propernoun	ardizzone_propernoun
los-montesinos_propernoun	los-montesinos_propernoun
postfeixista_adjective	post-fasciste_adjective
almudaina_propernoun	almudaina_propernoun
pavana_noun	pavane_noun
problema_noun	pépin_noun
falç_noun	faucille_noun
baldassari_propernoun	baldassari_propernoun
balançar_verb	balancer_verb
kan_noun	khan_noun
entwistle_propernoun	entwistle_propernoun
ganoide_adjective	ganoïde_adjective
verdaderament_adverb	vraiment_adverb
greutert_propernoun	greutert_propernoun
country_adjective	country_adjective
adamita_noun	adamite_noun
crioteràpia_noun	cryothérapie_noun
sublevació_noun	soulèvement_noun
obsolescent_adjective	obsolescent_adjective
regiment_noun	régiment_noun
douste-blazy_propernoun	douste-blazy_propernoun
nevado_propernoun	nevado_propernoun
pebrina_noun	pébrine_noun
milena_propernoun	milena_propernoun
rastrejar_verb	pister_verb
bernardo_propernoun	bernardo_propernoun
nosològic_adjective	nosologique_adjective
fielding_propernoun	fielding_propernoun
fònicament_adverb	phoniquement_adverb
exultació_noun	exultation_noun
vulvitis_noun	vulvite_noun
rob_propernoun	rob_propernoun
guiteras_propernoun	guiteras_propernoun
inorgànic_adjective	inorganique_adjective
la-bisbal-del-penedès_propernoun	la-bisbal-del-penedès_propernoun
macip_propernoun	macip_propernoun
ilitx_propernoun	ilitch_propernoun
pielonefritis_noun	pyélonéphrite_noun
cantàbria_propernoun	cantabrie_propernoun
rufina_propernoun	rufina_propernoun
anvers_noun	avers_noun
quito_propernoun	quito_propernoun
grunyit_noun	grognement_noun
tylor_propernoun	tylor_propernoun
geminar_verb	dupliquer_verb
arrodonir_verb	arrondir_verb
asíncron_adjective	asynchrone_adjective
venedor_adjective	marchand_adjective
droide_noun	droïde_noun
temeràriament_adverb	témérairement_adverb
saiz_propernoun	saiz_propernoun
nominalisme_noun	nominalisme_noun
substituir_verb	substituer_verb
bobbish_propernoun	bobbish_propernoun
papiròleg_noun	papyrologue_noun
rojch_propernoun	rojch_propernoun
vivificació_noun	vivification_noun
niamh_propernoun	niamh_propernoun
aubanèl_propernoun	aubanèl_propernoun
barrante_propernoun	barrante_propernoun
genois_propernoun	genois_propernoun
abrogació_noun	abrogation_noun
honoris-causa_adjective	honoris-causa_adjective
tessa_propernoun	tessa_propernoun
pessigollejar_verb	chatouiller_verb
foneria_noun	fonderie_noun
portant_adjective	portant_adjective
moniato_noun	patate_noun
ramat_noun	troupeau_noun
superfície_noun	superficie_noun
plastisol_noun	plastisol_noun
convencionalisme_noun	conventionnalisme_noun
tort_adjective	tordu_adjective
franceschi_propernoun	franceschi_propernoun
vaca_propernoun	vaca_propernoun
minimització_noun	minimisation_noun
ufològic_adjective	ufologique_adjective
massafera_propernoun	massafera_propernoun
empresarial_adjective	patronal_adjective
quaranta-novè_adjective	quarante-neuvième_adjective
suport_noun	support_noun
stephanes_propernoun	stephanes_propernoun
bartlett_propernoun	bartlett_propernoun
pi-blanc_noun	pin-blanc-de-provence_noun
aspersió_noun	aspersion_noun
radioreceptor_noun	radiorécepteur_noun
llorac_propernoun	llorac_propernoun
pañella_propernoun	pañella_propernoun
anne_propernoun	anne_propernoun
cossu_propernoun	cossu_propernoun
vuitanta-novè_adjective	quatre-vingt-neuvième_adjective
demostratiu_adjective	démonstratif_adjective
lesbiana_noun	lesbienne_noun
verge_propernoun	verge_propernoun
pardillo_propernoun	pardillo_propernoun
folloni_propernoun	folloni_propernoun
donació_noun	donation_noun
canosa_propernoun	canosa_propernoun
dígit_noun	chiffre_noun
räikkönen_propernoun	räikkönen_propernoun
incurós_adjective	négligent_adjective
inquilí_noun	locataire_noun
matricular_verb	inscrire_verb
estratègicament_adverb	stratégiquement_adverb
waterpolo_noun	water-polo_noun
maitane_propernoun	maitane_propernoun
analitzable_adjective	analysable_adjective
palomino_propernoun	palomino_propernoun
proteccionisme_noun	protectionnisme_noun
predicatiu_adjective	prédicatif_adjective
inesperadament_adverb	de-façon-inattendue_adverb
petiguay_propernoun	petiguay_propernoun
malva_noun	mauve_noun
onatge_noun	houle_noun
gabonès_adjective	gabonais_adjective
cenobític_adjective	cénobitique_adjective
walkiria_propernoun	walkiria_propernoun
sanefa_noun	plinthe_noun
restrenyiment_noun	constipation_noun
taüt_noun	cercueil_noun
isabelle_propernoun	isabelle_propernoun
clandestí_adjective	clandestin_adjective
espartà_adjective	spartiate_adjective
croft_propernoun	croft_propernoun
tnc_propernoun	tnc_propernoun
coupal_propernoun	coupal_propernoun
dragoi_propernoun	dragoi_propernoun
roset_propernoun	roset_propernoun
lu_propernoun	lu_propernoun
subversivament_adverb	subversivement_adverb
abbadita_adjective	abbadite_adjective
anormal_noun	anormal_noun
missal_noun	missel_noun
anatomitzar_verb	anatomiser_verb
esculpir_verb	sculpter_verb
caldea_propernoun	chaldée_propernoun
tintoré_propernoun	tintoré_propernoun
opistògraf_noun	opisthographe_noun
movible_adjective	amovible_adjective
intravenós_adjective	intraveineux_adjective
hipèrides_propernoun	hypéride_propernoun
endocrinòleg_noun	endocrinologiste_noun
honsell_propernoun	honsell_propernoun
histocompatibilitat_noun	histocompatibilité_noun
gionet_propernoun	gionet_propernoun
baden-württemberg_propernoun	bade-wurtemberg_propernoun
vistós_adjective	frappant_adjective
worthington_propernoun	worthington_propernoun
moix_adjective	morne_adjective
automedicació_noun	auto-médication_noun
violoncel_noun	violoncelle_noun
sencer_adjective	entier_adjective
tort_noun	tort_noun
guinovart_propernoun	guinovart_propernoun
buttitta_propernoun	buttitta_propernoun
bono-martinez_propernoun	bono-martinez_propernoun
plastificació_noun	plastification_noun
yvelines_propernoun	yvelines_propernoun
mcguiness_propernoun	mcguiness_propernoun
carro_noun	char_noun
manubri_noun	manubrium_noun
tegumentari_adjective	tégumentaire_adjective
perrotte_propernoun	perrotte_propernoun
imputar_verb	mettre-en-examen_verb
sílex_noun	silex_noun
disruptiu_adjective	disruptif_adjective
magreb_propernoun	magreb_propernoun
perdigó_noun	perdreau_noun
roigé_propernoun	roigé_propernoun
nova-jersey_propernoun	new-jersey_propernoun
gavet-de-la-conca_propernoun	gavet-de-la-conca_propernoun
obomsawin_propernoun	obomsawin_propernoun
nòrdic_adjective	norois_adjective
casualment_adverb	par-hasard_adverb
azzolina_propernoun	azzolina_propernoun
mariama_propernoun	mariama_propernoun
gosset_noun	chiot_noun
bănica_propernoun	bănica_propernoun
centralista_adjective	centraliste_adjective
régine_propernoun	régine_propernoun
consolat_noun	consulat_noun
ardila_propernoun	ardila_propernoun
espatllar_verb	avarier_verb
ciberespai_noun	cyberespace_noun
godia_propernoun	godia_propernoun
estudiant_noun	lycéen_noun
fallar_verb	faillir_verb
procurador_noun	avoué_noun
correcció_noun	correction_noun
dempsey_propernoun	dempsey_propernoun
gàl·lia_propernoun	gaule_propernoun
achammer_propernoun	achammer_propernoun
decemviral_adjective	décemviral_adjective
ajuntar_verb	accoler_verb
antístenes_propernoun	antisthène_propernoun
angiolini_propernoun	angiolini_propernoun
brossard_propernoun	brossard_propernoun
anaïs_propernoun	anaïs_propernoun
desprestigiar_verb	discréditer_verb
pel-que-fa-a_preposition	quant-à_preposition
rúa_propernoun	rúa_propernoun
ucraïnès_adjective	ukrainien_adjective
assessorament_noun	assistance_noun
baixada_noun	baisser_noun
montferri_propernoun	montferri_propernoun
neutralització_noun	neutralisation_noun
pèptid_noun	peptide_noun
eugènia_propernoun	eugènia_propernoun
arbic_propernoun	arbic_propernoun
deuteri_noun	deutérium_noun
excomunicar_verb	excommunier_verb
demiúrgic_adjective	démiurgique_adjective
rebentar_verb	éreinter_verb
complementar_verb	compléter_verb
choque_propernoun	choque_propernoun
vasseur_propernoun	vasseur_propernoun
amendola_propernoun	amendola_propernoun
adoberia_noun	tannerie_noun
amb-metro_adverb	en-métro_adverb
àfrica-equatorial_propernoun	afrique-équatoriale_propernoun
cloure_verb	fermer_verb
dimofte_propernoun	dimofte_propernoun
melodiosament_adverb	mélodieusement_adverb
chessa_propernoun	chessa_propernoun
fallada_noun	échec_noun
desbordant_adjective	débordant_adjective
poenaru_propernoun	poenaru_propernoun
luzon_propernoun	luçon_propernoun
angnatuk_propernoun	angnatuk_propernoun
adolf_propernoun	adolf_propernoun
empaquetament_noun	empaquetage_noun
acumulador_adjective	accumulateur_adjective
narbonès_noun	narbonnais_noun
quiteria_propernoun	quiteria_propernoun
fusell_noun	fusil_noun
mahometisme_noun	mahométisme_noun
dimensionat_adjective	dimensionné_adjective
von-papen_propernoun	von-papen_propernoun
decepcionant_adjective	décevant_adjective
fer-pessigolles_verb	titiller_verb
agustí_propernoun	agustí_propernoun
aceña_propernoun	aceña_propernoun
usuari_noun	utilisateur_noun
llopart_propernoun	llopart_propernoun
pondicherry_propernoun	pondichéry_propernoun
fer-amics_verb	faire-des-amis_verb
ondina_propernoun	ondina_propernoun
info_propernoun	info_propernoun
inviolat_adjective	inviolé_adjective
privatitzar_verb	privatiser_verb
mutu_propernoun	mutu_propernoun
sòria_propernoun	soria_propernoun
carol_propernoun	carol_propernoun
burisma_propernoun	burisma_propernoun
micu_propernoun	micu_propernoun
plante_propernoun	plante_propernoun
aprensiu_adjective	appréhensif_adjective
anticipatiu_adjective	anticipatif_adjective
leomil_propernoun	leomil_propernoun
estivill_propernoun	estivill_propernoun
secant_noun	sécante_noun
eclesial_adjective	ecclésial_adjective
estúpid_adjective	stupide_adjective
rees_propernoun	rees_propernoun
antropomorf_noun	anthropomorphe_noun
annabelle_propernoun	annabelle_propernoun
euclides_propernoun	euclide_propernoun
fenomenalisme_noun	phénoménalisme_noun
todor_propernoun	todor_propernoun
flaqué_propernoun	flaqué_propernoun
cupó_noun	coupon_noun
puyal_propernoun	puyal_propernoun
maltractar_verb	brutaliser_verb
senegal_propernoun	sénégal_propernoun
manera_noun	façon_noun
gual_propernoun	gual_propernoun
tixotropia_noun	thixotropie_noun
doriot_propernoun	doriot_propernoun
anticolonialisme_noun	anticolonialisme_noun
bielli_propernoun	bielli_propernoun
engelbart_propernoun	engelbart_propernoun
estilització_noun	stylisation_noun
interdepartamental_adjective	interdépartemental_adjective
redaccional_adjective	rédactionnel_adjective
frustrat_adjective	frustré_adjective
géraldine_propernoun	géraldine_propernoun
frazer_propernoun	frazer_propernoun
gouverneur_propernoun	gouverneur_propernoun
ring_propernoun	ring_propernoun
moderie_propernoun	moderie_propernoun
lacroix_propernoun	lacroix_propernoun
beniflá_propernoun	beniflá_propernoun
guaita_noun	sentinelle_noun
guimerà_propernoun	guimerà_propernoun
atractor_noun	attracteur_noun
embotellar_verb	embouteiller_verb
microbi_noun	microbe_noun
retuitar_verb	retwitter_verb
corruptibilitat_noun	corruptibilité_noun
turísticament_adverb	touristiquement_adverb
liberalisme_noun	libéralisme_noun
rondinaire_noun	grognon_noun
marge_noun	berge_noun
aterrar_verb	atterrir_verb
heretgia_noun	hérésie_noun
hermafrodita_noun	hermaphrodite_noun
iceta_propernoun	iceta_propernoun
doran_propernoun	doran_propernoun
ascòrbic_adjective	ascorbique_adjective
esportiu_adjective	sportif_adjective
nariu_noun	narine_noun
electrobiologia_noun	électrobiologie_noun
bellot_propernoun	bellot_propernoun
oh_interjection	ô_interjection
michavila_propernoun	michavila_propernoun
esvelt_adjective	svelte_adjective
bunyan_propernoun	bunyan_propernoun
estar-assabentades_verb	être-au-courant_verb
antany_adverb	autrefois_adverb
bonfrisco_propernoun	bonfrisco_propernoun
triac_noun	triac_noun
arrelament_noun	enracinement_noun
piegari_propernoun	piegari_propernoun
redibuixar_verb	redessiner_verb
comunitat_noun	communauté_noun
frontissa_noun	charnière_noun
mazerolle_propernoun	mazerolle_propernoun
yuen_propernoun	yuen_propernoun
boulogne-sur-mer_propernoun	boulogne-sur-mer_propernoun
dicotomia_noun	dichotomie_noun
ney_propernoun	ney_propernoun
sota-pretext-que_subordinatingconjunction	sous-prétexte-que_subordinatingconjunction
atemporal_adjective	intemporel_adjective
orozco_propernoun	orozco_propernoun
omayma_propernoun	omayma_propernoun
nepalès_adjective	népalais_adjective
fabbio_propernoun	fabbio_propernoun
mineralogia_noun	minéralogie_noun
enciam_noun	laitue_noun
irradiància_noun	irradiance_noun
termofòbia_noun	thermophobie_noun
parrondo_propernoun	parrondo_propernoun
zuriaga_propernoun	zuriaga_propernoun
brugada_propernoun	brugada_propernoun
orkut_propernoun	orkut_propernoun
garcías_propernoun	garcías_propernoun
bundesrat_propernoun	bundesrat_propernoun
taxonomista_noun	taxonomiste_noun
suggestibilitat_noun	suggestibilité_noun
spaldin_propernoun	spaldin_propernoun
cartilla-militar_noun	livret-matricule_noun
cambridge_propernoun	cambridge_propernoun
siete-aguas_propernoun	siete-aguas_propernoun
lottie_propernoun	lottie_propernoun
reescalfament_noun	réchauffement_noun
espanyol_noun	espagnol_noun
transil·luminació_noun	transillumination_noun
anomèric_adjective	anomérique_adjective
santaniello_propernoun	santaniello_propernoun
corc_noun	charançon_noun
cristiandat_noun	chrétienneté_noun
contestador_noun	répondeur_noun
discutible_adjective	discutable_adjective
reflexològic_adjective	réflexologique_adjective
améliano_propernoun	améliano_propernoun
leysa_propernoun	leysa_propernoun
pequín_propernoun	pékin_propernoun
calcinaro_propernoun	calcinaro_propernoun
amonitrat_noun	ammonitrate_noun
lamouche_propernoun	lamouche_propernoun
ajupir_verb	baisser_verb
catòlic_adjective	catho_adjective
rampi_propernoun	rampi_propernoun
imprecació_noun	imprécation_noun
arvisais_propernoun	arvisais_propernoun
tractable_adjective	tractable_adjective
lepre_propernoun	lepre_propernoun
cieślewicz_propernoun	cieślewicz_propernoun
cherokee_noun	chéroki_noun
visitor_propernoun	visitor_propernoun
von-dohnányi_propernoun	von-dohnányi_propernoun
xeresa_propernoun	xeresa_propernoun
petó_noun	bisou_noun
bakero_propernoun	bakero_propernoun
mediopalatal_adjective	médiopalatal_adjective
conrad_propernoun	conrad_propernoun
courtney_propernoun	courtney_propernoun
reggio_propernoun	reggio_propernoun
santíssim-sagrament_propernoun	saint-sacrement_propernoun
estrela_noun	étoile_noun
fiorito_propernoun	fiorito_propernoun
missatge_noun	message_noun
valmaña_propernoun	valmaña_propernoun
eurofòbia_noun	europhobie_noun
esquer_noun	devon_noun
creta_propernoun	crète_propernoun
petició_noun	pétition_noun
golfa_noun	grenier_noun
agustín_propernoun	agustín_propernoun
monòleg_noun	monologue_noun
filantrop_noun	philanthrope_noun
pradas_propernoun	pradas_propernoun
suqué_propernoun	suqué_propernoun
falastín_propernoun	falastín_propernoun
vehementment_adverb	véhémentement_adverb
malt_noun	malt_noun
llacer_propernoun	llacer_propernoun
arraez_propernoun	arraez_propernoun
clerici_propernoun	clerici_propernoun
bourgoin_propernoun	bourgoin_propernoun
sifilític_noun	syphilitique_noun
racanelli_propernoun	racanelli_propernoun
higròfil_adjective	hygrophile_adjective
embut_noun	entonnoir_noun
kalache_propernoun	kalache_propernoun
desè_adjective	dixième_adjective
cardedeu_propernoun	cardedeu_propernoun
polir_verb	polir_verb
jalabert_propernoun	jalabert_propernoun
melendo_propernoun	melendo_propernoun
saini_propernoun	saini_propernoun
narbonne_propernoun	narbonne_propernoun
tafaner_noun	fouinard_noun
itallia_propernoun	itallia_propernoun
granulació_noun	granulation_noun
xv_adjective	xvème_adjective
capafons_propernoun	capafons_propernoun
salutació_noun	salutation_noun
impàvid_adjective	impavide_adjective
legislatiu_adjective	législatif_adjective
il·lusionar_verb	illusionner_verb
satànic_adjective	satanique_adjective
malena_propernoun	malena_propernoun
bohbot_propernoun	bohbot_propernoun
reprendre_verb	reprendre_verb
molestar_verb	déranger_verb
howell_propernoun	howell_propernoun
humanoide_noun	humanoïde_noun
joan-pau_propernoun	jean-paul_propernoun
fortune_propernoun	fortune_propernoun
fioralba_propernoun	fioralba_propernoun
fer-una-jugada-a_verb	jouer-une-pièce-à_verb
impetració_noun	impétration_noun
țițeica_propernoun	țițeica_propernoun
impalpable_adjective	impalpable_adjective
amic_noun	ami_noun
alcatel_propernoun	alcatel_propernoun
edge_propernoun	edge_propernoun
quevedo_propernoun	quevedo_propernoun
contemplatiu_adjective	contemplatif_adjective
locci_propernoun	locci_propernoun
sabé_propernoun	sabé_propernoun
giratori_adjective	tournant_adjective
ming_propernoun	ming_propernoun
gentilhome_noun	gentilhomme_noun
atributiu_adjective	attributif_adjective
expressionista_adjective	expressionniste_adjective
futbolista_noun	footballeur_noun
anwar_propernoun	anwar_propernoun
doxiciclina_noun	doxycycline_noun
lluent_adjective	brillant_adjective
contínuament_adverb	continûment_adverb
comentari_noun	commentaire_noun
balanitis_noun	balanite_noun
ademola_propernoun	ademola_propernoun
estirar_verb	raidir_verb
declinació_noun	déclinaison_noun
sebollir_verb	enterrer_verb
trapella_noun	chicaneur_noun
biòtop_noun	biotope_noun
chiaravalloti_propernoun	chiaravalloti_propernoun
apòfisi_noun	apophyse_noun
almería_propernoun	almería_propernoun
arriscar_verb	hasarder_verb
storti_propernoun	storti_propernoun
mayhew_propernoun	mayhew_propernoun
castillo-de-villamalefa_propernoun	castillo-de-villamalefa_propernoun
àgio_noun	agio_noun
amanir_verb	assaisonner_verb
signorello_propernoun	signorello_propernoun
coneixedor_noun	connaisseur_noun
presbícia_noun	presbytie_noun
erosionar_verb	éroder_verb
descendir_verb	reléguer_verb
ramadà_noun	ramadan_noun
pablo_propernoun	pablo_propernoun
emiliano_propernoun	emiliano_propernoun
foz_propernoun	foz_propernoun
perpetuació_noun	perpétuation_noun
moll_propernoun	moll_propernoun
desintegrar_verb	désintégrer_verb
batata_noun	patate-douce_noun
semietapa_noun	demi-étape_noun
espavilar_verb	débrouiller_verb
huelva_propernoun	huelva_propernoun
amoral_adjective	amoral_adjective
escorpioide_adjective	scorpioïde_adjective
scarpa_propernoun	scarpa_propernoun
ramón-y-cajal_propernoun	ramón-y-cajal_propernoun
verônica_propernoun	verônica_propernoun
immediatament_adverb	sur-le-champ_adverb
vickers_propernoun	vickers_propernoun
campeau_propernoun	campeau_propernoun
possessivitat_noun	possessivité_noun
endins_adverb	dedans_adverb
maximització_noun	maximisation_noun
angulo_propernoun	angulo_propernoun
homoparental_adjective	homoparental_adjective
artois_propernoun	artois_propernoun
detallar_verb	détailler_verb
molony_propernoun	molony_propernoun
jactància_noun	jactance_noun
kinney_propernoun	kinney_propernoun
vilallonga_propernoun	villalonga_propernoun
plantació_noun	plantation_noun
agregar_verb	agréger_verb
benvinguda_noun	bienvenue_noun
shedrick_propernoun	shedrick_propernoun
contributiu_adjective	contributif_adjective
téllez_propernoun	téllez_propernoun
mubàrak_propernoun	mubàrak_propernoun
barbut_adjective	barbu_adjective
alcala_propernoun	alcala_propernoun
ofici_noun	métier_noun
excusable_adjective	excusable_adjective
semblant_noun	semblant_noun
morra_propernoun	morra_propernoun
burkinès_adjective	burkinais_adjective
gira-sol_noun	tournesol_noun
orant_adjective	orant_adjective
númida_adjective	numide_adjective
humorístic_adjective	humoristique_adjective
ponzi_propernoun	ponzi_propernoun
alia_propernoun	alia_propernoun
mesòpic_adjective	mésopique_adjective
viver-i-serrateix_propernoun	viver-i-serrateix_propernoun
bor_noun	bore_noun
monetitzar_verb	monétiser_verb
arthur_propernoun	arthur_propernoun
taing_propernoun	taing_propernoun
sublimable_adjective	sublimable_adjective
friccional_adjective	frictionnel_adjective
optar_verb	opter_verb
petrangeli_propernoun	petrangeli_propernoun
banco-guipuzcoano_propernoun	banco-guipuzcoano_propernoun
colonialment_adverb	colonialement_adverb
musicografia_noun	musicographie_noun
caledonia_propernoun	caledonia_propernoun
gola_noun	gueule_noun
esgarriament_noun	égarement_noun
dormilec_noun	dormeur_noun
directiu_adjective	directif_adjective
campoy_propernoun	campoy_propernoun
persona_noun	personne_noun
baquero_propernoun	baquero_propernoun
embeinar_verb	engainer_verb
perigord_propernoun	périgord_propernoun
grande-marlaska_propernoun	grande-marlaska_propernoun
greaves_propernoun	greaves_propernoun
alligar_verb	liguer_verb
mètric_adjective	métrique_adjective
ciccioli_propernoun	ciccioli_propernoun
cohort_noun	cohorte_noun
marthins_propernoun	marthins_propernoun
monzonís_propernoun	monzonís_propernoun
viscositat_noun	viscosité_noun
colbertisme_noun	colbertisme_noun
potvin_propernoun	potvin_propernoun
argentita_noun	argentite_noun
accident-aeri_noun	crash_noun
conjurat_noun	conjuré_noun
fabiana_propernoun	fabiana_propernoun
empresonament_noun	mise-en-prison_noun
tirania_noun	tyrannie_noun
afgà_noun	afghan_noun
frisó_noun	frison_noun
ségolène-royal_propernoun	ségolène-royal_propernoun
llemotges_propernoun	limoges_propernoun
colomar_noun	pigeonnier_noun
martíns_propernoun	martíns_propernoun
ascendir_verb	promouvoir_verb
halita_noun	halite_noun
el-mes-vinent_adverb	le-mois-prochain_adverb
assertiu_adjective	assertif_adjective
simonetti_propernoun	simonetti_propernoun
tytgat_propernoun	tytgat_propernoun
barahona_propernoun	barahona_propernoun
devot_noun	dévot_noun
campo-grande_propernoun	campo-grande_propernoun
ernst_propernoun	ernst_propernoun
chavigny_propernoun	chavigny_propernoun
puny_noun	manchette_noun
opercle_noun	opercule_noun
luisa_propernoun	luisa_propernoun
fatale_propernoun	fatale_propernoun
mit_noun	mit_noun
capgirament_noun	chamboulement_noun
col·lecta_noun	collecte_noun
yung_propernoun	yung_propernoun
narcòtic_adjective	narcotique_adjective
lòria_propernoun	lòria_propernoun
labor_noun	labeur_noun
dicible_adjective	dicible_adjective
organolèptic_adjective	organoleptique_adjective
somali_adjective	somali_adjective
faràdic_adjective	faradique_adjective
transportador_adjective	convoyeur_adjective
beneitura_noun	sottise_noun
monosil·làbic_adjective	monosyllabique_adjective
anècdota_noun	anecdote_noun
croat_noun	croate_noun
derouin_propernoun	derouin_propernoun
sant-petersburg_propernoun	saint-pétersbourg_propernoun
lisèrgic_adjective	lysergique_adjective
ladí_noun	ladin_noun
tràiler_noun	bande-annonce_noun
noelle_propernoun	noelle_propernoun
collette_propernoun	collette_propernoun
historicista_adjective	historiciste_adjective
fufuca_propernoun	fufuca_propernoun
caridad_propernoun	caridad_propernoun
conseqüent_adjective	conséquent_adjective
i-de-sobte_interjection	et-voilà-que_interjection
babau_noun	nigaud_noun
realitzable_adjective	réalisable_adjective
flamsteed_propernoun	flamsteed_propernoun
coixí_noun	oreiller_noun
oscil·lomètric_adjective	oscillométrique_adjective
sometent_noun	milice_noun
vuitè_noun	huitième_noun
strano_propernoun	strano_propernoun
aposició_noun	apposition_noun
moniato_noun	patate-douce_noun
aguantar_verb	tenir_verb
preguntar_verb	interroger_verb
dallara_propernoun	dallara_propernoun
constel·lació_noun	constellation_noun
fronckowiak_propernoun	fronckowiak_propernoun
raimondo_propernoun	raimondo_propernoun
frugívor_adjective	frugivore_adjective
muònic_adjective	muonique_adjective
sucar_verb	mouiller_verb
albedo_noun	albédo_noun
tradicionalisme_noun	tradicionalisme_noun
sachs_propernoun	sachs_propernoun
kailee_propernoun	kailee_propernoun
mastrantuono_propernoun	mastrantuono_propernoun
solanellas_propernoun	solanellas_propernoun
entaular_verb	intenter_verb
