by-a-whisker_adverb	pels-pèls_adverb
migration_noun	migració_noun
the-next-year_adverb	el-proper-any_adverb
linuesa_propernoun	linuesa_propernoun
release_noun	alliberament_noun
brianna_propernoun	brianna_propernoun
polydimensional_adjective	polidimensional_adjective
otín_propernoun	otín_propernoun
groove_verb	estriar_verb
axelle_propernoun	axelle_propernoun
ghosn_propernoun	ghosn_propernoun
renard_propernoun	renard_propernoun
jennings_propernoun	jennings_propernoun
bankruptcy_noun	fallida_noun
capitalization_noun	capitalització_noun
fortuyn_propernoun	fortuyn_propernoun
rabasa_propernoun	rabasa_propernoun
embryology_noun	embriologia_noun
masonic_adjective	maçònic_adjective
ninety-ninth_adjective	noranta-novè_adjective
horse_noun	cavall_noun
gino_propernoun	gino_propernoun
estanislao_propernoun	estanislao_propernoun
romeo_propernoun	romeo_propernoun
english_propernoun	english_propernoun
editor_noun	director_noun
lynch_verb	linxar_verb
regarding_preposition	pel-que-fa-a_preposition
sintering_noun	sinterització_noun
claudius_propernoun	claudi_propernoun
gabernet_propernoun	gabernet_propernoun
combustion_noun	combustió_noun
foreign-currency_noun	moneda-estrangera_noun
so-much_adjective	tant_adjective
maugier_propernoun	maugier_propernoun
adenomatosis_noun	adenomatosi_noun
semaan_propernoun	semaan_propernoun
fear_noun	por_noun
ohmic_adjective	òhmic_adjective
as-soon-as_subordinatingconjunction	tan-aviat-com_subordinatingconjunction
head-of-state_noun	cap-d'estat_noun
infant_noun	infant_noun
verifiable_adjective	verificable_adjective
messiah_propernoun	messies_propernoun
sphinx_noun	esfinx_noun
zanuck_propernoun	zanuck_propernoun
célia_propernoun	célia_propernoun
nivation_noun	nivació_noun
eat_verb	menjar_verb
hatch_verb	covar_verb
tracy_propernoun	tracy_propernoun
buckle_noun	sivella_noun
meiosis_noun	meiosi_noun
purposeless_adjective	irresolut_adjective
from-the-distance_adverb	al-lluny_adverb
noon_noun	migdia_noun
infection_noun	infecció_noun
duodecimal_adjective	duodecimal_adjective
adoptive_adjective	adoptiu_adjective
foguet_propernoun	foguet_propernoun
paternity_noun	paternitat_noun
bay_noun	badia_noun
watch-over_verb	guaitar_verb
supplying_adjective	subministrador_adjective
minos_propernoun	minos_propernoun
salichs_propernoun	salichs_propernoun
how_relativepronoun	com_relativepronoun
how_interrogativepronoun	com_interrogativepronoun
bipyramid_noun	dipiràmide_noun
marinelli_propernoun	marinelli_propernoun
hypothetically_adverb	hipotèticament_adverb
robustness_noun	robustesa_noun
afford_verb	permetre_verb
jovany_propernoun	jovany_propernoun
reactant_noun	reactant_noun
lusignan_propernoun	lusignan_propernoun
sibeney_propernoun	sibeney_propernoun
laugh_noun	riure_noun
piercing_noun	pírcing_noun
piece-of-furniture_noun	moble_noun
mas-y-abad_propernoun	mas-y-abad_propernoun
whore_noun	puta_noun
aikido_noun	aikido_noun
acaricide_noun	acaricida_noun
desmarteau_propernoun	desmarteau_propernoun
stomatologist_noun	estomatòleg_noun
dreadnought_noun	cuirassat_noun
flyer_noun	aviador_noun
serafín_propernoun	serafín_propernoun
irreverence_noun	irreverència_noun
template_noun	plantilla_noun
myringoplasty_noun	miringoplàstia_noun
compendium_noun	compendi_noun
mathematician_noun	matemàtic_noun
ramiro_propernoun	ramiro_propernoun
duong_propernoun	duong_propernoun
necessitate_verb	necessitar_verb
archipelago_noun	arxipèleg_noun
liberto_propernoun	liberto_propernoun
parietal_adjective	parietal_adjective
grasp_verb	copsar_verb
manny_propernoun	manny_propernoun
chronosequence_noun	cronoseqüència_noun
starkevičiūtė_propernoun	starkevičiūtė_propernoun
shaman_noun	xaman_noun
planetology_noun	planetologia_noun
menhir_noun	menhir_noun
this-minute_adverb	ara-mateix_adverb
stoichiometry_noun	estequiometria_noun
facility_noun	facilitat_noun
vivid_adjective	vívid_adjective
walnut_noun	noguera_noun
caux_propernoun	caux_propernoun
company_noun	empresa_noun
daoud_propernoun	daoud_propernoun
merisier_propernoun	merisier_propernoun
care_verb	preocupar_verb
barker_propernoun	barker_propernoun
lithiasis_noun	litiasi_noun
instead-of_preposition	en-comptes-de_preposition
santano_propernoun	santano_propernoun
otorhinolaryngology_noun	otorrinolaringologia_noun
cervantes_propernoun	cervantes_propernoun
senen_propernoun	senen_propernoun
dockyard_noun	drassana_noun
extruder_noun	extrusora_noun
daniela_propernoun	daniela_propernoun
at-best_adverb	en-el-millor-dels-casos_adverb
maryse_propernoun	maryse_propernoun
islamist_adjective	islamista_adjective
adaptation_noun	adaptació_noun
inside_preposition	dins_preposition
anarchistic_adjective	anarquista_adjective
pound_noun	lliura_noun
spiritualisation_noun	espiritualització_noun
operand_noun	operand_noun
imputableness_noun	imputabilitat_noun
mangrove_noun	manglar_noun
interrelate_verb	interrelacionar_verb
mapping_noun	mapatge_noun
cuttlefish_noun	sípia_noun
corpuscle_noun	corpuscle_noun
guitar_noun	guitarra_noun
token-ring-network_noun	xarxa-en-anell-de-testimoni_noun
violette_propernoun	violette_propernoun
roul_propernoun	roul_propernoun
excuse_noun	excusa_noun
distention_noun	distensió_noun
dyson_propernoun	dyson_propernoun
forty-second_adjective	quaranta-dosè_adjective
fabrice_propernoun	fabrice_propernoun
burmese_adjective	birmà_adjective
vanegas_propernoun	vanegas_propernoun
homologation_noun	homologació_noun
polar_adjective	polar_adjective
mosher_propernoun	mosher_propernoun
refractory_adjective	refractari_adjective
hyperonym_noun	hiperònim_noun
pavía_propernoun	pavía_propernoun
dominik_propernoun	dominik_propernoun
isidora_propernoun	isidora_propernoun
anger_verb	enfurismar_verb
johnathon_propernoun	johnathon_propernoun
soon_adverb	prompte_adverb
adroitly_adverb	hàbilment_adverb
incidentally_adverb	addicionalment_adverb
intangible_adjective	intangible_adjective
duke_noun	duc_noun
outlet_noun	outlet_noun
shogunate_noun	shogunat_noun
comparator_noun	comparador_noun
cat_noun	gat_noun
quadrinomial_noun	quadrinomi_noun
confusion_noun	confusió_noun
bois-de-boulogne_propernoun	bois-de-boulogne_propernoun
in-general-terms_adverb	en-termes-generals_adverb
bitterness_noun	amargor_noun
prodrome_noun	pròdrom_noun
mold_verb	emmotllar_verb
melinda_propernoun	melinda_propernoun
liberio_propernoun	liberio_propernoun
resonant_adjective	ressonant_adjective
deceptive_adjective	enganyós_adjective
nebulizer_noun	nebulitzador_noun
untiringly_adverb	incansablement_adverb
be-born_verb	néixer_verb
divisive_adjective	divisiu_adjective
sweeping-brush_noun	escombra_noun
scratch_noun	rascada_noun
flood_verb	inundar_verb
moran_propernoun	moran_propernoun
alexiana_propernoun	alexiana_propernoun
granularity_noun	granularitat_noun
notoriously_adverb	notòriament_adverb
flavanthrene_noun	flavantrona_noun
somewhere_adverb	en-algun-lloc_adverb
cohabitation_noun	cohabitació_noun
ayllón_propernoun	ayllón_propernoun
nicaragua_propernoun	nicaragua_propernoun
commonwealth_propernoun	commonwealth_propernoun
milk_verb	munyir_verb
cardiel_propernoun	cardiel_propernoun
samuel_propernoun	samuel_propernoun
tuberculosis_noun	tuberculosi_noun
themistocles_propernoun	temístocles_propernoun
de-facto_adjective	de-facto_adjective
chorea_noun	corea_noun
kaylie_propernoun	kaylie_propernoun
wedding_noun	casament_noun
falsity_noun	falsedat_noun
suckle_verb	alletar_verb
nive_propernoun	nive_propernoun
defy_verb	desafiar_verb
too-much_adjective	massa_adjective
too-much_adjective	massa_adjective
andreu-nin_propernoun	andreu-nin_propernoun
agree_verb	estar-d'acord_verb
mother_noun	mare_noun
abadías_propernoun	abadías_propernoun
squirrel_noun	esquirol_noun
condenser_noun	condensador_noun
gonzalo_propernoun	gonzalo_propernoun
intermittent_adjective	intermitent_adjective
next-sunday_adverb	el-proper-diumenge_adverb
emmalee_propernoun	emmalee_propernoun
doping_noun	dopatge_noun
citrine_noun	citrina_noun
crete_propernoun	creta_propernoun
elijah_propernoun	elijah_propernoun
diamond_noun	diamant_noun
lincourt_propernoun	lincourt_propernoun
longevity_noun	longevitat_noun
disconcerting_adjective	desconcertant_adjective
for_preposition	durant_preposition
s&p-tsx_propernoun	s&p-tsx_propernoun
commensal_noun	comensal_noun
sailor_noun	mariner_noun
rescue_noun	rescat_noun
breakfast_noun	desdejuni_noun
jorge-mas-canosa_propernoun	jorge-mas-canosa_propernoun
flavia_propernoun	flavia_propernoun
owen_propernoun	owen_propernoun
neuronal_adjective	neuronal_adjective
steel_verb	acerar_verb
lacombe_propernoun	lacombe_propernoun
trace_noun	traça_noun
incontestable_adjective	incontestable_adjective
cayman-islands_propernoun	illes-caiman_propernoun
graphite_noun	grafit_noun
permit_verb	permetre_verb
small_adjective	menut_adjective
3gpp_noun	3gpp_noun
miquel-mas-ferrà_propernoun	miquel-mas-ferrà_propernoun
nitrate_noun	nitrat_noun
betrayer_noun	traïdor_noun
pen_noun	bolígraf_noun
gédéon_propernoun	gédéon_propernoun
aforementioned_adjective	ja-esmentat_adjective
umbel_noun	umbel·la_noun
spinet_noun	espineta_noun
myopathy_noun	miopatia_noun
jean-michel_propernoun	jean-michel_propernoun
awan_propernoun	awan_propernoun
afonso_propernoun	afonso_propernoun
scepticism_noun	escepticisme_noun
else_adverb	més_adverb
enchantment_noun	encantament_noun
in-the-slightest_adverb	en-absolut_adverb
cajuste_propernoun	cajuste_propernoun
indecisive_adjective	indecisiu_adjective
stain_verb	tacar_verb
morera_propernoun	morera_propernoun
travelling-saleswoman_noun	viatjant_noun
fail_verb	fallir_verb
potter_propernoun	potter_propernoun
adp_noun	adp_noun
dayana_propernoun	dayana_propernoun
frattini_propernoun	frattini_propernoun
withdrawal_noun	retirada_noun
fifi_propernoun	fifi_propernoun
melomaniac_noun	melòman_noun
dederika_propernoun	dederika_propernoun
delasablonnière_propernoun	delasablonnière_propernoun
neurofibril_noun	neurofibril·la_noun
hornblende_noun	hornblenda_noun
marcasite_noun	marcassita_noun
overly_adverb	massa_adverb
ken_verb	conèixer_verb
diffuse_adjective	difús_adjective
undervoltage_noun	subtensió_noun
malibu_propernoun	malibu_propernoun
jimy_propernoun	jimy_propernoun
beautifully_adverb	bellament_adverb
mole_noun	mol_noun
hoyos_propernoun	hoyos_propernoun
spectacularly_adverb	espectacularment_adverb
precaution_noun	precaució_noun
donovan_propernoun	donovan_propernoun
mckenzie_propernoun	mckenzie_propernoun
firmament_noun	firmament_noun
indigestible_adjective	indigerible_adjective
rhode_propernoun	rhode_propernoun
primitiva_propernoun	primitiva_propernoun
lavoie_propernoun	lavoie_propernoun
brigitte_propernoun	brigitte_propernoun
ship_noun	nau_noun
misconception_noun	confusió_noun
rationality_noun	racionalitat_noun
retina_noun	retina_noun
agrometeorology_noun	agrometeorologia_noun
jefferson_propernoun	jefferson_propernoun
hossain_propernoun	hossain_propernoun
ods_noun	ods_noun
palaentologist_noun	paleontòleg_noun
nonviolence_noun	no-violència_noun
payday_noun	dia-de-pagament_noun
investiture_noun	investidura_noun
overdose_noun	sobredosi_noun
irruption_noun	irrupció_noun
on-site_adverb	in-situ_adverb
plane_noun	pla_noun
vincens_propernoun	vincens_propernoun
collate_verb	acarar_verb
phoenix_propernoun	phoenix_propernoun
sergei_propernoun	sergei_propernoun
jean-claude_propernoun	jean-claude_propernoun
compound_noun	compost_noun
be_verb	ser_verb
at-the-crack-of-dawn_adverb	a-trenc-d'alba_adverb
aureliano_propernoun	aureliano_propernoun
ardila_propernoun	ardila_propernoun
uniformed_adjective	desinformat_adjective
blood_verb	fer-olorar-la-sang_verb
ellyn_propernoun	ellyn_propernoun
pelosol_noun	pelosòl_noun
hiroshima_propernoun	hiroshima_propernoun
hypnotherapy_noun	hipnoteràpia_noun
amelie_propernoun	amelie_propernoun
scrapping_noun	desballestament_noun
geronimo_propernoun	geronimo_propernoun
camarilla_noun	camarilla_noun
carolyne-mas_propernoun	carolyne-mas_propernoun
hostess_noun	hoste_noun
gahariet_propernoun	gahariet_propernoun
predictable_adjective	predicible_adjective
joya_propernoun	joya_propernoun
song_noun	cant_noun
mérida_propernoun	mèrida_propernoun
verner_propernoun	verner_propernoun
capacity_noun	aforament_noun
cónsul_propernoun	cónsul_propernoun
agave_noun	agave_noun
flo_propernoun	flo_propernoun
preamble_noun	preàmbul_noun
hillside_noun	vessant_noun
oddly-enough_adverb	de-manera-força-estranya_adverb
bradycardia_noun	bradicàrdia_noun
shareware_noun	programari-de-prova_noun
nicely_adverb	amablement_adverb
give-off_verb	emetre_verb
fiola_propernoun	fiola_propernoun
rothbard_propernoun	rothbard_propernoun
flamethrower_noun	llançaflames_noun
interpose_verb	interposar_verb
lebrón_propernoun	lebrón_propernoun
fortin_propernoun	fortin_propernoun
continentality_noun	continentalitat_noun
dialectalism_noun	dialectalisme_noun
pedreña_propernoun	pedreña_propernoun
frumencio_propernoun	frumencio_propernoun
profoundly_adverb	profundament_adverb
residential_adjective	residencial_adjective
taliban_adjective	talibà_adjective
everett_propernoun	everett_propernoun
bell_noun	campana_noun
up-to-date_adjective	actual_adjective
arantxa_propernoun	arantxa_propernoun
albesa_propernoun	albesa_propernoun
rotafriction_noun	rotofricció_noun
rhizolysis_noun	rizòlisi_noun
ally_propernoun	ally_propernoun
adapt_verb	adequar_verb
jaquelin_propernoun	jaquelin_propernoun
fishplate_noun	eclissa_noun
llopart_propernoun	llopart_propernoun
dance_noun	ball_noun
by-the-week_adverb	a-la-setmana_adverb
stagnate_verb	estancar_verb
skilled_adjective	especialitzat_adjective
bernadó_propernoun	bernadó_propernoun
jeanette_propernoun	jeanette_propernoun
ferraz_propernoun	ferraz_propernoun
dartmoor_propernoun	dartmoor_propernoun
ribalta_propernoun	ribalta_propernoun
scarborough_propernoun	scarborough_propernoun
plausible_adjective	plausible_adjective
cosmologist_noun	cosmòleg_noun
villalobos_propernoun	villalobos_propernoun
supported_adjective	suportat_adjective
inaugurate_verb	inaugurar_verb
lagimonière_propernoun	lagimonière_propernoun
basophile_adjective	basòfil_adjective
beaudoin_propernoun	beaudoin_propernoun
sequestrate_verb	embargar_verb
hail_verb	pedregar_verb
muloin_propernoun	muloin_propernoun
gala_propernoun	gala_propernoun
unitary_adjective	unitari_adjective
penelope_propernoun	penelope_propernoun
module_noun	mòdul_noun
isadora_propernoun	isadora_propernoun
first-of-all_adverb	abans-de-res_adverb
imprison_verb	empresonar_verb
prolong_verb	prolongar_verb
pipeline_noun	conducció_noun
jagger_propernoun	jagger_propernoun
henri_propernoun	henri_propernoun
barbeau_propernoun	barbeau_propernoun
adroit_adjective	hàbil_adjective
one_pronoun	hom_pronoun
one_reflexivepersonalpronoun	hom_reflexivepersonalpronoun
taxi-driver_noun	taxista_noun
bessette_propernoun	bessette_propernoun
share_noun	acció_noun
look-after_verb	guaitar_verb
teaspoon_noun	cullereta_noun
pacific_propernoun	pacífic_propernoun
cuvier_propernoun	cuvier_propernoun
usain_propernoun	usain_propernoun
discoloration_noun	decoloració_noun
synaptic_adjective	sinàptic_adjective
flanders_propernoun	flanders_propernoun
fetishism_noun	fetitxisme_noun
until-then_adverb	fins-aleshores_adverb
fioralba_propernoun	fioralba_propernoun
singer_propernoun	singer_propernoun
lauryn_propernoun	lauryn_propernoun
gasa_propernoun	gasa_propernoun
co-owner_noun	copropietari_noun
spend_verb	dedicar_verb
cabriolet_noun	cabriolé_noun
diesel_noun	dièsel_noun
rodent_noun	rosegador_noun
basque_adjective	basc_adjective
proctor_propernoun	proctor_propernoun
darel_propernoun	darel_propernoun
reynaldo_propernoun	reynaldo_propernoun
chastity_noun	castedat_noun
annihilate_verb	aniquilar_verb
denote_verb	denotar_verb
optoelectronical_adjective	optoelectrònic_adjective
fuchs_propernoun	fuchs_propernoun
thus_subordinatingconjunction	per-això_subordinatingconjunction
workday_noun	dia-de-treball_noun
josephus_propernoun	josep_propernoun
lawsuit_noun	plet_noun
milkmaid_noun	lleter_noun
feature_verb	presentar_verb
periodicity_noun	periodicitat_noun
fruit_noun	fruit_noun
marijuana_noun	marihuana_noun
ardour_noun	cremor_noun
firmin_propernoun	firmin_propernoun
kenia_propernoun	kenia_propernoun
acanthocyte_noun	acantòcit_noun
paresis_noun	parèsia_noun
meira_propernoun	meira_propernoun
pantry_noun	rebost_noun
ruest_propernoun	ruest_propernoun
bois-de-vincennes_propernoun	bois-de-vincennes_propernoun
ten_noun	desena_noun
into-position_adverb	a-lloc_adverb
stutter_noun	quequeig_noun
smectite_noun	esmectita_noun
the-first-time_adverb	el-primer-cop_adverb
mortimer_propernoun	mortimer_propernoun
earn_verb	guanyar_verb
sand_propernoun	sand_propernoun
mandator_noun	mandatari_noun
olivencia_propernoun	olivencia_propernoun
damasa_propernoun	damasa_propernoun
bascon_propernoun	bascon_propernoun
repress_verb	reprimir_verb
sidonio_propernoun	sidonio_propernoun
booklet_noun	fulletó_noun
colophon_noun	colofó_noun
award_verb	guardonar_verb
mujal_propernoun	mujal_propernoun
vàzquez_propernoun	vàzquez_propernoun
familiar_adjective	familiar_adjective
from-overseas_adverb	des-de-l'estranger_adverb
breaststroke_noun	braça_noun
angler_noun	rap_noun
psychodiagnosis_noun	psicodiagnòstic_noun
kameron_propernoun	kameron_propernoun
in-vogue_adverb	en-voga_adverb
protectionism_noun	proteccionisme_noun
shatter_verb	destrossar_verb
the-next-july_adverb	el-proper-juliol_adverb
broaching_noun	brotxatge_noun
equivalent_adjective	equivalent_adjective
award_noun	premi_noun
sanabra_propernoun	sanabra_propernoun
lane_noun	camí_noun
waters_propernoun	waters_propernoun
cabinet_noun	gabinet_noun
moscato_propernoun	moscato_propernoun
careful_adjective	prudent_adjective
city-council_noun	alcaldia_noun
push_noun	espenta_noun
attendant_noun	encarregat_noun
many_pronoun	molts_pronoun
rice_noun	arròs_noun
fabriciano_propernoun	fabriciano_propernoun
percolation_noun	percolació_noun
architrave_noun	arquitrau_noun
hydrometallurgy_noun	hidrometal·lúrgia_noun
distrust_noun	desconfiança_noun
dealing_noun	tràfic_noun
taillon_propernoun	taillon_propernoun
vézina_propernoun	vézina_propernoun
buonfiglio_propernoun	buonfiglio_propernoun
etymologically_adverb	etimològicament_adverb
apology_noun	disculpa_noun
parathyroidectomy_noun	paratiroïdectomia_noun
sennett_propernoun	sennett_propernoun
child_noun	xiquet_noun
pipe_noun	tub_noun
palomares_propernoun	palomares_propernoun
paris_propernoun	parís_propernoun
leo-vii_propernoun	lleó-vii_propernoun
in-custody_adverb	sota-custòdia_adverb
facility_noun	instal·lació_noun
panic_noun	pànic_noun
stack_noun	pila_noun
pan_noun	casserola_noun
obradors_propernoun	obradors_propernoun
oneill_propernoun	oneill_propernoun
yearn_verb	anhelar_verb
nobody_pronoun	ningú_pronoun
moorcock_propernoun	moorcock_propernoun
guise_propernoun	guise_propernoun
grow_verb	cultivar_verb
darryl_propernoun	darryl_propernoun
intrusion_noun	intrusió_noun
justifiable_adjective	justificable_adjective
cebele_propernoun	cebele_propernoun
coulombe_propernoun	coulombe_propernoun
barthélémy_propernoun	barthélémy_propernoun
possible_adjective	possible_adjective
sanscartier_propernoun	sanscartier_propernoun
genover-mas_propernoun	genover-mas_propernoun
bribery_noun	suborn_noun
osama_propernoun	osama_propernoun
deceitfully_adverb	amb-falsedat_adverb
suck_verb	xuclar_verb
pirate_noun	pirata_noun
chuck_propernoun	chuck_propernoun
thermoresistance_noun	termoresistència_noun
plumage_noun	plomatge_noun
firmly_adverb	fermament_adverb
the_pronoun	el_pronoun
the_determiner	el_determiner
the_pronoun	el_pronoun
the_determiner	el_determiner
the_pronoun	el_pronoun
the_determiner	el_determiner
suit_verb	adaptar_verb
battlefront_noun	front-de-batalla_noun
glumly_adverb	amb-tristesa_adverb
hunt_verb	caçar_verb
cent_noun	centau_noun
eusko-label_propernoun	eusko-label_propernoun
rinse_noun	esbandida_noun
nathanial_propernoun	nathanial_propernoun
autistic_adjective	autístic_adjective
ainsley_propernoun	ainsley_propernoun
cripple_verb	paralitzar_verb
exit_noun	eixida_noun
sporadically_adverb	esporàdicament_adverb
iridescence_noun	iridescència_noun
lintel_noun	llinda_noun
hutchence_propernoun	hutchence_propernoun
mine_adjective	meu_adjective
mine_possessivepronoun	meu_possessivepronoun
mine_adjective	meu_adjective
mine_possessivepronoun	meu_possessivepronoun
mine_adjective	meu_adjective
mine_possessivepronoun	meu_possessivepronoun
mine_adjective	meu_adjective
mine_possessivepronoun	meu_possessivepronoun
symmetry_noun	simetria_noun
royalty_noun	dret_noun
fiberglass_noun	fibra-de-vidre_noun
correlate_verb	correlacionar_verb
auburn_propernoun	auburn_propernoun
rhône_propernoun	roine_propernoun
inextricably_adverb	inextricablement_adverb
he_propernoun	he_propernoun
obsessive_adjective	obsessiu_adjective
perla_propernoun	perla_propernoun
paper_noun	paper_noun
derisively_adverb	burlonament_adverb
rastrojo_propernoun	rastrojo_propernoun
malta_propernoun	malta_propernoun
berzosa_propernoun	berzosa_propernoun
naum_propernoun	naum_propernoun
sovereign_adjective	sobirà_adjective
see-the-joke_verb	veure-la-gràcia_verb
listen_verb	escoltar_verb
sanjosé_propernoun	sanjosé_propernoun
stiffen_verb	enrigidir_verb
aneurism_noun	aneurisma_noun
megaloblast_noun	megaloblast_noun
soares_propernoun	soares_propernoun
stove_noun	estufa_noun
hers_adjective	seu_adjective
hers_possessivepronoun	seu_possessivepronoun
hers_adjective	seu_adjective
hers_possessivepronoun	seu_possessivepronoun
hers_adjective	seu_adjective
precedent_noun	precedent_noun
secretly_adverb	en-secret_adverb
mesothorium_noun	mesotori_noun
cuadras_propernoun	cuadras_propernoun
abu-dhabi_propernoun	abu-dhabi_propernoun
culinary_adjective	culinari_adjective
subsume_verb	subsumir_verb
concord_noun	concòrdia_noun
hispanicism_noun	hispanisme_noun
welburn_propernoun	welburn_propernoun
along-these-lines_adverb	en-aquesta-línia_adverb
replenish_verb	reomplir_verb
quantise_verb	quantificar_verb
synchronisation_noun	sincronització_noun
than_subordinatingconjunction	que_subordinatingconjunction
plurality_noun	pluralitat_noun
ayub_propernoun	ayub_propernoun
inconceivable_adjective	inconcebible_adjective
late-in-the-night_adverb	tard-a-la-nit_adverb
sms_noun	sms_noun
halum_propernoun	halum_propernoun
manifold_noun	col·lector_noun
nepomuceno_propernoun	nepomuceno_propernoun
rhodes_propernoun	rhodes_propernoun
daragon_propernoun	daragon_propernoun
extraction_noun	extracció_noun
stimulant_noun	estimulant_noun
françois_propernoun	françois_propernoun
hypopituitarism_noun	hipopituïtarisme_noun
essex_propernoun	essex_propernoun
sisebuta_propernoun	sisebuta_propernoun
hydrarthrosis_noun	hidrartrosi_noun
shank_noun	cama_noun
marcelina_propernoun	marcelina_propernoun
trismus_noun	trisme_noun
triangle_noun	triangle_noun
trivial_adjective	de-pa-sucat-amb-oli_adjective
recognizably_adverb	reconeixiblement_adverb
grönfeldt-bergman_propernoun	grönfeldt-bergman_propernoun
reiterative_adjective	reiteratiu_adjective
send-to-sleep_verb	adormir_verb
downtown_adjective	cèntric_adjective
conoid_noun	conoide_noun
signature_noun	firma_noun
poirier_propernoun	poirier_propernoun
judgement_noun	sentència_noun
schwartz_propernoun	schwartz_propernoun
brewster_propernoun	brewster_propernoun
facetiously_adverb	irònicament_adverb
fifty-ninth_adjective	cinquanta-novè_adjective
thirteen-thousand_numeral	tretze-mil_numeral
shot_noun	tir_noun
resorting_noun	reordenació_noun
with_preposition	amb_preposition
rosella_propernoun	rosella_propernoun
raffaele_propernoun	raffaele_propernoun
anissa_propernoun	anissa_propernoun
sorites_noun	sorites_noun
agora_noun	àgora_noun
polytheist_noun	politeista_noun
marine_noun	marina_noun
venne_propernoun	venne_propernoun
bazan_propernoun	bazan_propernoun
lebuis_propernoun	lebuis_propernoun
mixture_noun	mescla_noun
ethnocide_noun	etnocidi_noun
string_noun	sèrie_noun
businesswoman_noun	dona-de-negocis_noun
fillat_propernoun	fillat_propernoun
sorcery_noun	fetilleria_noun
fat_noun	greix_noun
wisely_adverb	sàviament_adverb
ergonomical_adjective	ergonòmic_adjective
drug-addiction_noun	drogoaddicció_noun
into-disgrace_adverb	en-desgràcia_adverb
opus-dei_propernoun	opus-dei_propernoun
lavallière_propernoun	lavallière_propernoun
velocipede_noun	velocípede_noun
tenth_adjective	desè_adjective
jerry_propernoun	jerry_propernoun
tarcisio_propernoun	tarcisio_propernoun
barycenter_noun	baricentre_noun
commerce_noun	comerç_noun
gorley_propernoun	gorley_propernoun
miravete_propernoun	miravete_propernoun
hominid_noun	homínid_noun
galvanometer_noun	galvanòmetre_noun
regosol_noun	regosòl_noun
follow_verb	seguir_verb
asencio_propernoun	asencio_propernoun
incorporation_noun	incorporació_noun
dalessandro_propernoun	dalessandro_propernoun
calvillo_propernoun	calvillo_propernoun
cantata_noun	cantata_noun
zapf_propernoun	zapf_propernoun
nudist_adjective	nudista_adjective
blasi_propernoun	blasi_propernoun
fivefold_adjective	quíntuple_adjective
collard_propernoun	collard_propernoun
robin_noun	pit-roig_noun
hen_noun	gallina_noun
conduction_noun	conducció_noun
south-dakota_propernoun	dakota-del-sud_propernoun
spirit_noun	esperit_noun
pickle_noun	decapant_noun
gnomonics_noun	gnomònica_noun
irénée_propernoun	irénée_propernoun
nature_noun	caràcter_noun
healing_noun	guariment_noun
calico_noun	calicó_noun
debian-lenny_propernoun	debian-lenny_propernoun
help_verb	ajudar_verb
caruana_propernoun	caruana_propernoun
w3c_noun	w3c_noun
basilisk_noun	basilisc_noun
bidirectional_adjective	bidireccional_adjective
marcus_propernoun	marcus_propernoun
busquets_propernoun	busquets_propernoun
need_verb	necessitar_verb
pneumatomediastinum_noun	pneumatomediastí_noun
abel_propernoun	abel_propernoun
falangist_noun	falangista_noun
less_adjective	menys_adjective
recruitment_noun	reclutament_noun
ascent_noun	ascens_noun
tatum_propernoun	tatum_propernoun
product_noun	producte_noun
downwards_adverb	cap-avall_adverb
nereo_propernoun	nereo_propernoun
monzón_propernoun	monzón_propernoun
macrocephaly_noun	macrocefàlia_noun
brook_noun	rierol_noun
systematisation_noun	sistematització_noun
phenomenal_adjective	fenomenal_adjective
this-year_adverb	enguany_adverb
cutter_noun	tallador_noun
rupture_noun	ruptura_noun
degrading_adjective	degradant_adjective
nyquist_propernoun	nyquist_propernoun
internationally_adverb	internacionalment_adverb
taxonomist_noun	taxonomista_noun
nuisance_noun	enfarfec_noun
nichol_propernoun	nichol_propernoun
damours_propernoun	damours_propernoun
pejoratively_adverb	pejorativament_adverb
bernd_propernoun	bernd_propernoun
anesthesia_noun	anestèsia_noun
individualist_adjective	individualista_adjective
tiberio_propernoun	tiberio_propernoun
limit_verb	limitar_verb
facile_adjective	simple_adjective
antheridium_noun	anteridi_noun
oreilly_propernoun	oreilly_propernoun
exasperate_verb	desesperar_verb
loom_verb	amenaçar_verb
fail_verb	fallar_verb
palate_noun	paladar_noun
sculptural_adjective	escultòric_adjective
jaquelina_propernoun	jaquelina_propernoun
inhaler_noun	inhalador_noun
with-good-intent_adverb	amb-bones-intencions_adverb
museum_noun	museu_noun
gregorio_propernoun	gregorio_propernoun
judgment_noun	judici_noun
hampton_propernoun	hampton_propernoun
publishing_adjective	editorial_adjective
aviator_noun	aviador_noun
sarita_propernoun	sarita_propernoun
silvestre_propernoun	silvestre_propernoun
mail_noun	missatgeria_noun
insurance_adjective	assegurador_adjective
influx_noun	afluència_noun
on-ahead_adverb	per-endavant_adverb
late-on-in-the-afternoon_adverb	a-mitja-vesprada_adverb
logically_adverb	lògicament_adverb
wayca_propernoun	wayca_propernoun
browning_propernoun	browning_propernoun
adobe-photoshop_propernoun	adobe-photoshop_propernoun
exploit_noun	proesa_noun
piña_propernoun	piña_propernoun
in-detail_adverb	en-detall_adverb
isaïe_propernoun	isaïe_propernoun
tigris_propernoun	tigris_propernoun
leeward_noun	sotavent_noun
docker_noun	estibador_noun
chrome_verb	cromar_verb
galea_propernoun	galea_propernoun
phytosociology_noun	fitosociologia_noun
