ilegitimamente_adverb	il·legítimament_adverb
iluminar_verb	il·luminar_verb
pincince_propernoun	pincince_propernoun
seuma_propernoun	seuma_propernoun
patriarca_noun	patriarca_noun
soley_propernoun	soley_propernoun
bifacial_adjective	bifacial_adjective
sético_adjective	sèptic_adjective
sindicalmente_adverb	sindicalment_adverb
cooptação_noun	cooptació_noun
belarmino_propernoun	belarmino_propernoun
hinton_propernoun	hinton_propernoun
frescobaldi_propernoun	frescobaldi_propernoun
ferial_adjective	ferial_adjective
piroxénico_adjective	piroxènic_adjective
recha_propernoun	recha_propernoun
chipre_propernoun	xipre_propernoun
traumatologia_noun	traumatologia_noun
picotin_propernoun	picotin_propernoun
figurista_adjective	figurista_adjective
cripta_noun	cripta_noun
trotski_propernoun	trotski_propernoun
huesca_propernoun	osca_propernoun
arquitectonicamente_adverb	arquitectònicament_adverb
gardner_propernoun	gardner_propernoun
singer_propernoun	singer_propernoun
municipal_adjective	municipal_adjective
zuniga_propernoun	zuniga_propernoun
chevarie_propernoun	chevarie_propernoun
integrador_adjective	integrador_adjective
boerescu_propernoun	boerescu_propernoun
catalanofalante_adjective	catalanoparlant_adjective
obliquamente_adverb	obliquament_adverb
gallien_propernoun	gallien_propernoun
milella_propernoun	milella_propernoun
rodrigue_propernoun	rodrigue_propernoun
lorente_propernoun	lorente_propernoun
matriculável_adjective	matriculable_adjective
imputação_noun	imputació_noun
mayorga_propernoun	mayorga_propernoun
corrutamente_adverb	corruptament_adverb
copyright_noun	copyright_noun
arcarons_propernoun	arcarons_propernoun
urbanizar_verb	urbanitzar_verb
delcourt_propernoun	delcourt_propernoun
brousse_propernoun	brousse_propernoun
progressividade_noun	progressivitat_noun
enciclopedista_adjective	enciclopedista_adjective
farnós_propernoun	farnós_propernoun
von-denta_propernoun	von-denta_propernoun
puñet_propernoun	puñet_propernoun
chuvache_adjective	txuvaix_adjective
amodeo_propernoun	amodeo_propernoun
bell_propernoun	bell_propernoun
chamada_noun	trucada_noun
mallo_propernoun	mallo_propernoun
descontração_noun	relaxament_noun
camponês_noun	camperol_noun
mcfarlane_propernoun	mcfarlane_propernoun
randazzo_propernoun	randazzo_propernoun
rouquette_propernoun	rouquette_propernoun
para-valer_adverb	de-debò_adverb
tabético_adjective	tabètic_adjective
carruagem_noun	carruatge_noun
bandeirante_noun	explorador_noun
câmpus_noun	campus_noun
evocação_noun	evocació_noun
arquitetural_adjective	arquitectural_adjective
sala-de-jantar_noun	menjador_noun
calendário_noun	calendari_noun
renovável_adjective	renovable_adjective
bonenfant_propernoun	bonenfant_propernoun
anecoico_adjective	anecoic_adjective
insurrecional_adjective	insurreccional_adjective
ferrero_propernoun	ferrero_propernoun
espumoso_adjective	espumós_adjective
viens_propernoun	viens_propernoun
beniparrell_propernoun	beniparrell_propernoun
volcy_propernoun	volcy_propernoun
socioeconómico_adjective	socioeconòmic_adjective
paranoia_noun	paranoia_noun
dassin_propernoun	dassin_propernoun
pillon_propernoun	pillon_propernoun
tudo-de-bom_pronoun	tot-allò-bo_pronoun
burity_propernoun	burity_propernoun
ilie_propernoun	ilie_propernoun
gaspard_propernoun	gaspard_propernoun
jordi_propernoun	jordi_propernoun
afroamericano_adjective	afroamericà_adjective
eufemístico_adjective	eufemístic_adjective
sensualmente_adverb	sensualment_adverb
reforço_noun	reforç_noun
funcionário_noun	empleat_noun
moinho_noun	molí_noun
turnbull_propernoun	turnbull_propernoun
salada_noun	amanida_noun
crépin_propernoun	crépin_propernoun
enseñat_propernoun	enseñat_propernoun
paranaiba_propernoun	paranaiba_propernoun
rubiño_propernoun	rubiño_propernoun
berzelius_propernoun	berzelius_propernoun
inoxidável_adjective	inoxidable_adjective
perduca_propernoun	perduca_propernoun
missivo_adjective	missiu_adjective
férias_noun	vacacions_noun
autarca_noun	alcalde_noun
cerrato_propernoun	cerrato_propernoun
profanidade_noun	profanitat_noun
desabrigado_adjective	desemparat_adjective
borrallo_propernoun	borrallo_propernoun
telefonia_noun	telefonia_noun
retorcer_verb	retòrcer_verb
kournikova_propernoun	kúrnikova_propernoun
ciciaronu_propernoun	ciciaronu_propernoun
parêntese_noun	parèntesi_noun
anticonstitucionalmente_adverb	anticonstitucionalment_adverb
madge_propernoun	madge_propernoun
estêvão_propernoun	gastão_propernoun
jebari_propernoun	jebari_propernoun
sanmartí_propernoun	sanmartí_propernoun
rastrojo_propernoun	rastrojo_propernoun
responsavelmente_adverb	responsablement_adverb
castiello_propernoun	castiello_propernoun
ultradireita_noun	ultradreta_noun
filosofalmente_adverb	filosofalment_adverb
lambert_propernoun	lambert_propernoun
castellserà_propernoun	castellserà_propernoun
arrate_propernoun	arrate_propernoun
exegético_adjective	exegètic_adjective
dickner_propernoun	dickner_propernoun
prefixal_adjective	prefixal_adjective
tibaldi_propernoun	tibaldi_propernoun
namibiano_adjective	namibià_adjective
nodosidade_noun	nodositat_noun
suspensivo_adjective	suspensiu_adjective
acento_noun	accent_noun
clementina_propernoun	clementina_propernoun
tendencial_adjective	tendencial_adjective
perturbação_noun	pertorbació_noun
ménard_propernoun	ménard_propernoun
coalizão_noun	coalició_noun
firefox_propernoun	firefox_propernoun
futurístico_adjective	futurístic_adjective
setenta-e-nove_numeral	setanta-nou_numeral
suavemente_adverb	suaument_adverb
granitização_noun	granitització_noun
waller_propernoun	waller_propernoun
multitudinário_adjective	multitudinari_adjective
insofrivelmente_adverb	insofriblement_adverb
assayag_propernoun	assayag_propernoun
fotojornalismo_noun	fotoperiodisme_noun
acionista_noun	accionista_noun
cristea_propernoun	cristea_propernoun
yátova_propernoun	yátova_propernoun
halloween_propernoun	halloween_propernoun
litigável_adjective	litigable_adjective
buffo_propernoun	buffo_propernoun
traseiro_adjective	posterior_adjective
acusável_adjective	acusable_adjective
felizmente_adverb	feliçment_adverb
mugabe_propernoun	mugabe_propernoun
boissonneault_propernoun	boissonneault_propernoun
cazaque_noun	kazakh_noun
urkia_propernoun	urkia_propernoun
tinção_noun	tinció_noun
buontempo_propernoun	buontempo_propernoun
austeramente_adverb	austerament_adverb
militello_propernoun	militello_propernoun
transfusão_noun	transfusió_noun
controle_noun	control_noun
seccionamento_noun	seccionament_noun
descoloração_noun	descoloració_noun
irremissivelmente_adverb	irremissiblement_adverb
fabricador_adjective	fabricador_adjective
yuan_propernoun	yuan_propernoun
demonologia_noun	demonologia_noun
ademais-de_preposition	a-més-de_preposition
glyndŵr_propernoun	glyndŵr_propernoun
defice_noun	dèficit_noun
subsolo_noun	subsòl_noun
salhi_propernoun	salhi_propernoun
colombiano_noun	colombià_noun
anticientífico_adjective	anticientífic_adjective
parisi_propernoun	parisi_propernoun
conjuntura_noun	conjuntura_noun
valdes_propernoun	valdes_propernoun
françoise_propernoun	françoise_propernoun
echeverri_propernoun	echeverri_propernoun
ulam_propernoun	ulam_propernoun
berbequim_noun	trepant_noun
groslouis_propernoun	groslouis_propernoun
lynne_propernoun	lynne_propernoun
grey_propernoun	grey_propernoun
estatutariamente_adverb	estatutàriament_adverb
diligent_propernoun	diligent_propernoun
brûlé_propernoun	brûlé_propernoun
biografia_noun	biografia_noun
culto_adjective	culte_adjective
pomológico_adjective	pomològic_adjective
mitjavila_propernoun	mitjavila_propernoun
sills_propernoun	sills_propernoun
carácter_noun	caràcter_noun
altemir_propernoun	altemir_propernoun
abrandado_adjective	abrandat_adjective
noriega_propernoun	noriega_propernoun
ravaglioli_propernoun	ravaglioli_propernoun
neonazista_adjective	neonazi_adjective
banalmente_adverb	banalment_adverb
designação_noun	designació_noun
bubônico_adjective	bubònic_adjective
semidesértico_adjective	semidesèrtic_adjective
desequilibrado_adjective	desequilibrat_adjective
vanderlei_propernoun	vanderlei_propernoun
sancionável_adjective	sancionable_adjective
granulocítico_adjective	granulocític_adjective
turânico_adjective	turànic_adjective
tobella_propernoun	tobella_propernoun
impercetivelmente_adverb	imperceptiblement_adverb
mongol_adjective	mongol_adjective
norma_propernoun	norma_propernoun
sicotte_propernoun	sicotte_propernoun
andrade_propernoun	andrade_propernoun
henderson_propernoun	henderson_propernoun
goiás_propernoun	goiás_propernoun
desorganizador_adjective	desorganitzador_adjective
buttiglione_propernoun	buttiglione_propernoun
intoxicação_noun	intoxicació_noun
paler_propernoun	paler_propernoun
fumaroli_propernoun	fumaroli_propernoun
rozas_propernoun	rozas_propernoun
extremoso_adjective	extremós_adjective
giovanni_propernoun	giovanni_propernoun
choque_noun	xoc_noun
milia_propernoun	milia_propernoun
pontbriand_propernoun	pontbriand_propernoun
chile_propernoun	xile_propernoun
aliomar_propernoun	aliomar_propernoun
prateleira_noun	prestatge_noun
groenlandês_noun	groenlandès_noun
moschini_propernoun	moschini_propernoun
harrisson_propernoun	harrisson_propernoun
brecht_propernoun	brecht_propernoun
neptúnio_noun	neptuni_noun
hawthorne_propernoun	hawthorne_propernoun
avaramente_adverb	àvidament_adverb
batismal_adjective	baptismal_adjective
liquidamente_adverb	líquidament_adverb
bañuls_propernoun	bañuls_propernoun
abdo_propernoun	abdo_propernoun
zedillo_propernoun	zedillo_propernoun
geográfico_adjective	geogràfic_adjective
gouverneur_propernoun	gouverneur_propernoun
incentivável_adjective	incentivable_adjective
baptizar_verb	batejar_verb
inversamente_adverb	inversament_adverb
pc_noun	pc_noun
encefálico_adjective	encefàlic_adjective
ovado_adjective	ovat_adjective
favero_propernoun	favero_propernoun
balestri_propernoun	balestri_propernoun
mcluhan_propernoun	mcluhan_propernoun
manel_propernoun	manel_propernoun
ansede_propernoun	ansede_propernoun
comumente_adverb	comunament_adverb
galdo_propernoun	galdo_propernoun
peregrinamente_adverb	peregrinament_adverb
minogue_propernoun	minogue_propernoun
calidamente_adverb	càlidament_adverb
cadoré_propernoun	cadoré_propernoun
degradador_noun	degradador_noun
dickson_propernoun	dickson_propernoun
sabata_propernoun	sabata_propernoun
foto_noun	foto_noun
foral_adjective	foral_adjective
montaño_propernoun	montaño_propernoun
ortín_propernoun	ortín_propernoun
torregrosa_propernoun	torregrosa_propernoun
de-godoi_propernoun	de-godoi_propernoun
laforest_propernoun	laforest_propernoun
hita_propernoun	hita_propernoun
babilónico_adjective	babilònic_adjective
re_propernoun	re_propernoun
la-torre-de-l'espanyol_propernoun	la-torre-de-l'espanyol_propernoun
courcy_propernoun	courcy_propernoun
subjeção_noun	subjecció_noun
intoleravelmente_adverb	intolerablement_adverb
pellicini_propernoun	pellicini_propernoun
kicis_propernoun	kicis_propernoun
rinani_propernoun	rinani_propernoun
agarrar_verb	agarrar_verb
inabordável_adjective	inabordable_adjective
dozeno_adjective	dotzè_adjective
agrónomo_noun	agrònom_noun
concretizar_verb	concretar_verb
fonnesu_propernoun	fonnesu_propernoun
alpinismo_noun	alpinisme_noun
abrir-um-espaço_verb	fer-un-buit_verb
injusto_adjective	injust_adjective
mihalcea_propernoun	mihalcea_propernoun
petrificável_adjective	petrificable_adjective
antiterrorista_noun	antiterrorista_noun
vecino_propernoun	vecino_propernoun
oportunistamente_adverb	oportunistament_adverb
magràs_propernoun	magràs_propernoun
oriol_propernoun	oriol_propernoun
eslováquia_propernoun	eslovàquia_propernoun
murat_propernoun	murat_propernoun
von-frisch_propernoun	von-frisch_propernoun
duhaime_propernoun	duhaime_propernoun
eruptivo_adjective	eruptiu_adjective
blouin_propernoun	blouin_propernoun
intercetar_verb	interceptar_verb
rogerio_propernoun	rogerio_propernoun
caloviano_adjective	cal·lovià_adjective
cambial_adjective	cambial_adjective
tecnécio_noun	tecneci_noun
ono_propernoun	ono_propernoun
orsini_propernoun	orsini_propernoun
temporário_adjective	temporari_adjective
refinar_verb	refinar_verb
aurisicchio_propernoun	aurisicchio_propernoun
uzbeque_noun	uzbek_noun
orxeta_propernoun	orxeta_propernoun
galo_noun	gall_noun
fracionário_adjective	fraccionari_adjective
tripartição_noun	tripartició_noun
alexander_propernoun	alexander_propernoun
guérette_propernoun	guérette_propernoun
wundt_propernoun	wundt_propernoun
pirovano_propernoun	pirovano_propernoun
metrológico_adjective	metrològic_adjective
morfologicamente_adverb	morfològicament_adverb
indisponível_adjective	indisponible_adjective
genocídio_noun	genocidi_noun
morando_propernoun	morando_propernoun
harb_propernoun	harb_propernoun
marengo_propernoun	marengo_propernoun
chiurazzi_propernoun	chiurazzi_propernoun
arlandes_propernoun	arlandes_propernoun
persechino_propernoun	persechino_propernoun
sessenta-e-dois_numeral	seixanta-dos_numeral
mori_propernoun	mori_propernoun
messeguer_propernoun	messeguer_propernoun
timectomia_noun	timectomia_noun
roncero_propernoun	roncero_propernoun
rollot_propernoun	rollot_propernoun
almoster_propernoun	almoster_propernoun
wysote_propernoun	wysote_propernoun
gavassi_propernoun	gavassi_propernoun
arès_propernoun	arès_propernoun
gisclareny_propernoun	gisclareny_propernoun
sonoro_adjective	sonor_adjective
retenção_noun	retenció_noun
foguete_noun	coet_noun
güida_propernoun	güida_propernoun
camara_propernoun	camara_propernoun
subconsciência_noun	subconsciència_noun
estrondo_noun	baluern_noun
pastinelli_propernoun	pastinelli_propernoun
gassol_propernoun	gassol_propernoun
carcelén_propernoun	carcelén_propernoun
bacteriostático_adjective	bacteriostàtic_adjective
gualeguaychú_propernoun	gualeguaychú_propernoun
alguaire_propernoun	alguaire_propernoun
chiapetto_propernoun	chiapetto_propernoun
irredentista_adjective	irredemptista_adjective
fomentador_adjective	fomentador_adjective
litificação_noun	litificació_noun
dissolvente_adjective	dissolvent_adjective
arteaga_propernoun	arteaga_propernoun
obstrução_noun	obstrucció_noun
susini_propernoun	susini_propernoun
indissoluvelmente_adverb	indissolublement_adverb
bourgelas_propernoun	bourgelas_propernoun
jenkins_propernoun	jenkins_propernoun
hermosa_propernoun	hermosa_propernoun
subdialecto_noun	subdialecte_noun
cima_propernoun	cima_propernoun
osso_noun	os_noun
desfigurador_adjective	desfigurador_adjective
mahler_propernoun	mahler_propernoun
toll_propernoun	toll_propernoun
executório_adjective	executori_adjective
docente_noun	docent_noun
l'argentera_propernoun	l'argentera_propernoun
cabezas_propernoun	cabezas_propernoun
gonzalo_propernoun	gonzalo_propernoun
ano_noun	any_noun
c_numeral	c_numeral
associativo_adjective	associatiu_adjective
cristalizar_verb	cristal·litzar_verb
trifásico_adjective	trifàsic_adjective
social_adjective	social_adjective
senhor_noun	senyor_noun
maremàgnum_propernoun	maremàgnum_propernoun
epiceno_adjective	epicè_adjective
racionalista_adjective	racionalista_adjective
amorosamente_adverb	amorosament_adverb
gustativo_adjective	gustatiu_adjective
milão_propernoun	milà_propernoun
dandurand_propernoun	dandurand_propernoun
iniciador_adjective	iniciador_adjective
badajoz_propernoun	badajoz_propernoun
gilart_propernoun	gilart_propernoun
individualizado_adjective	individualitzat_adjective
agrupável_adjective	agrupable_adjective
caruana_propernoun	caruana_propernoun
newberry_propernoun	newberry_propernoun
verbo_noun	verb_noun
orea_propernoun	orea_propernoun
cáspio_propernoun	caspi_propernoun
ametista_noun	ametista_noun
delavrancea_propernoun	delavrancea_propernoun
tarrado_propernoun	tarrado_propernoun
nigeriano_adjective	nigerià_adjective
expiador_adjective	expiador_adjective
inconvencível_adjective	inconvencible_adjective
higuera_propernoun	higuera_propernoun
proximamente_adverb	pròximament_adverb
arsuaga_propernoun	arsuaga_propernoun
câmbrico_adjective	càmbric_adjective
mccormack_propernoun	mccormack_propernoun
aglif_propernoun	aglif_propernoun
descarga_noun	descàrrega_noun
delatte_propernoun	delatte_propernoun
escribano_propernoun	escribano_propernoun
sezefreda_propernoun	sezefreda_propernoun
delaunais_propernoun	delaunais_propernoun
crowley_propernoun	crowley_propernoun
estopim_noun	metxa_noun
fornell_propernoun	fornell_propernoun
bonito_adjective	bonic_adjective
canadense_noun	canadenc_noun
esofágico_adjective	esofàgic_adjective
capellas_propernoun	capellas_propernoun
cassol_propernoun	cassol_propernoun
espada_propernoun	espada_propernoun
brossard_propernoun	brossard_propernoun
utilizável_adjective	utilitzable_adjective
matinal_adjective	matinal_adjective
arquitectura_noun	arquitectura_noun
credencial_adjective	credencial_adjective
menir_noun	menhir_noun
vallès-occidental_propernoun	vallès-occidental_propernoun
bocchino_propernoun	bocchino_propernoun
falir_verb	fer-fallida_verb
amplificador_noun	amplificador_noun
exprimir_verb	expressar_verb
aptamente_adverb	aptament_adverb
noble_propernoun	noble_propernoun
catral_propernoun	catral_propernoun
aird_propernoun	aird_propernoun
barbeau_propernoun	barbeau_propernoun
gutenberg_propernoun	gutenberg_propernoun
americanização_noun	americanització_noun
há_verb	hi-ha_verb
huneault_propernoun	huneault_propernoun
zoomórfico_adjective	zoomòrfic_adjective
impositivo_adjective	impositiu_adjective
willmott_propernoun	willmott_propernoun
mucha_propernoun	mucha_propernoun
antítese_noun	antítesi_noun
eludir_verb	eludir_verb
fibonacci_propernoun	fibonacci_propernoun
assombrar_verb	sorprendre_verb
chapdelaine_propernoun	chapdelaine_propernoun
honra_noun	honra_noun
fresson_propernoun	fresson_propernoun
ascender_verb	ascendir_verb
especulador_noun	especulador_noun
blain_propernoun	blain_propernoun
dubček_propernoun	dubček_propernoun
convalescente_noun	convalescent_noun
goleada_noun	golejada_noun
inefável_adjective	inefable_adjective
gaulês_adjective	gal_adjective
mendizorrotza_propernoun	mendizorrotza_propernoun
davila_propernoun	davila_propernoun
sistema-operacional_noun	sistema-operatiu_noun
volpe_propernoun	volpe_propernoun
baguena_propernoun	baguena_propernoun
acrescente_adjective	acrescent_adjective
sorbona_propernoun	sorbona_propernoun
reverente_adjective	reverent_adjective
assassino_adjective	assassí_adjective
algueña_propernoun	algueña_propernoun
henriques_propernoun	henriques_propernoun
desruisseaux_propernoun	desruisseaux_propernoun
mazzari_propernoun	mazzari_propernoun
barquero_propernoun	barquero_propernoun
disparo_noun	tret_noun
wandscheer_propernoun	wandscheer_propernoun
werzberger_propernoun	werzberger_propernoun
condizer_verb	quadrar_verb
ortograficamente_adverb	ortogràficament_adverb
publicamente_adverb	públicament_adverb
esperar_verb	esperar_verb
desenvolvimento_noun	desenrotllament_noun
imperador_noun	emperador_noun
kiss_propernoun	kiss_propernoun
transitável_adjective	transitable_adjective
interinsular_adjective	interinsular_adjective
coincidência_noun	coincidència_noun
elies_propernoun	elies_propernoun
chalifoux_propernoun	chalifoux_propernoun
vilafranca-del-penedès_propernoun	vilafranca-del-penedès_propernoun
sentenciador_adjective	sentenciador_adjective
ecologismo_noun	ecologisme_noun
retuitar_verb	retuitar_verb
vegetável_adjective	vegetable_adjective
courcelles_propernoun	courcelles_propernoun
curotte_propernoun	curotte_propernoun
canuel_propernoun	canuel_propernoun
dinamizador_adjective	dinamitzador_adjective
xargay_propernoun	xargay_propernoun
extrativo_adjective	extractiu_adjective
perseguição_noun	persecució_noun
caprioglio_propernoun	caprioglio_propernoun
caballer_propernoun	caballer_propernoun
particular_adjective	particular_adjective
nielsen_propernoun	nielsen_propernoun
ertl_propernoun	ertl_propernoun
radiofónico_adjective	radiofònic_adjective
terricabras_propernoun	terricabras_propernoun
filme_noun	film_noun
maleta_noun	maleta_noun
renegado_noun	renegat_noun
wimsey_propernoun	wimsey_propernoun
hipofosfórico_adjective	hipofosfòric_adjective
glótico_adjective	glòtic_adjective
recomendar_verb	recomenar_verb
hester_propernoun	hester_propernoun
darwin_propernoun	darwin_propernoun
les-valls-de-valira_propernoun	les-valls-de-valira_propernoun
provençal_adjective	provençal_adjective
trancassini_propernoun	trancassini_propernoun
irritativo_adjective	irritatiu_adjective
dam_propernoun	dam_propernoun
distócico_adjective	distòcic_adjective
gillet_propernoun	gillet_propernoun
hoxha_propernoun	hoxha_propernoun
nicolas_propernoun	nicolas_propernoun
anárquico_adjective	anàrquic_adjective
sans_propernoun	sans_propernoun
tavarés_propernoun	tavarés_propernoun
em-princípio_adverb	en-principi_adverb
revanche_noun	revenja_noun
armijo_propernoun	armijo_propernoun
modificação_noun	modificació_noun
șuluțiu_propernoun	șuluțiu_propernoun
irã_propernoun	iran_propernoun
de-modo-que_subordinatingconjunction	de-manera-que_subordinatingconjunction
inspirador_noun	inspirador_noun
welsing_propernoun	welsing_propernoun
sant-agustí-de-lluçanès_propernoun	sant-agustí-de-lluçanès_propernoun
horto_noun	hort_noun
chegada_noun	arribada_noun
douglass_propernoun	douglass_propernoun
lalande_propernoun	lalande_propernoun
cuffaro_propernoun	cuffaro_propernoun
lockhead_propernoun	lockhead_propernoun
afogar_verb	ofegar_verb
corbera-d'ebre_propernoun	corbera-d'ebre_propernoun
dos-aguas_propernoun	dos-aguas_propernoun
cerimônia_noun	cerimònia_noun
desastroso_adjective	desastrós_adjective
muleta_noun	crossa_noun
ração_noun	ració_noun
aludir_verb	al·ludir_verb
moraleda_propernoun	moraleda_propernoun
portero_propernoun	portero_propernoun
dewitt_propernoun	dewitt_propernoun
antxustegi_propernoun	antxustegi_propernoun
decisivo_adjective	decisiu_adjective
dança_noun	dansa_noun
karam_propernoun	karam_propernoun
dissecar_verb	disseccionar_verb
bergued_propernoun	bergued_propernoun
almarcha_propernoun	almarcha_propernoun
apadrinhar_verb	apadrinar_verb
opinião_noun	opinió_noun
desbragado_adjective	desbragat_adjective
radiotelevisado_adjective	radiotelevisat_adjective
pluma_noun	ploma_noun
simpatizante_adjective	simpatitzant_adjective
imprudência_noun	imprudència_noun
intercostal_adjective	intercostal_adjective
gadafi_propernoun	gadafi_propernoun
minguillon_propernoun	minguillon_propernoun
restante_noun	resta_noun
quantização_noun	quantització_noun
cortina_propernoun	cortina_propernoun
lazure_propernoun	lazure_propernoun
mau_adjective	roí_adjective
municipalmente_adverb	municipalment_adverb
de-vison_propernoun	de-vison_propernoun
roberti_propernoun	roberti_propernoun
navalon_propernoun	navalon_propernoun
baena_propernoun	baena_propernoun
ótico_noun	òptic_noun
thétis_propernoun	thétis_propernoun
sabonis_propernoun	sabonis_propernoun
pettigrew_propernoun	pettigrew_propernoun
khaloui_propernoun	khaloui_propernoun
lactanci_propernoun	lactanci_propernoun
lustral_adjective	lustral_adjective
espirro_noun	esternut_noun
varona_propernoun	varona_propernoun
itálico_adjective	itàlic_adjective
jaen_propernoun	jaen_propernoun
letreiro_noun	rètol_noun
viana_propernoun	viana_propernoun
desconfiança_noun	desconfiança_noun
religioso_noun	religiós_noun
pecador_adjective	pecador_adjective
muito-pelo-contrário_adverb	ben-al-contrari_adverb
barnadas_propernoun	barnadas_propernoun
dar_verb	donar_verb
booth_propernoun	booth_propernoun
chaouki_propernoun	chaouki_propernoun
entrevista_noun	entrevista_noun
soprar_verb	bufar_verb
bailén_propernoun	bailén_propernoun
equivalentemente_adverb	equivalentment_adverb
alberdi_propernoun	alberdi_propernoun
quarentena_noun	quarantena_noun
tun_propernoun	tun_propernoun
vulcanologia_noun	vulcanologia_noun
icosaedro_noun	icosaedre_noun
liber_propernoun	liber_propernoun
córdoba_propernoun	córdoba_propernoun
cusí_propernoun	cusí_propernoun
etanóico_adjective	etanoic_adjective
justificativa_noun	justificant_noun
arfar_verb	panteixar_verb
industrialista_adjective	industrialista_adjective
syvret_propernoun	syvret_propernoun
quan_propernoun	quan_propernoun
de-repente_adverb	de-sobte_adverb
agrologia_noun	agrologia_noun
balbuena_propernoun	balbuena_propernoun
rossi_propernoun	rossi_propernoun
oitenta-e-cinco_numeral	vuitanta-cinc_numeral
volcic_propernoun	volcic_propernoun
hanouna_propernoun	hanouna_propernoun
credulidade_noun	credulitat_noun
cedro_noun	cedre_noun
fenício_noun	fenici_noun
hipnagógico_adjective	hipnagògic_adjective
virtual_adjective	virtual_adjective
posposição_noun	posposició_noun
de-toulouse-lautrec_propernoun	de-toulouse-lautrec_propernoun
dogmaticamente_adverb	dogmàticament_adverb
druídico_adjective	druídic_adjective
métivier_propernoun	métivier_propernoun
administração_noun	administració_noun
nacional-catolicismo_noun	nacionalcatolicisme_noun
indispensável_adjective	indispensable_adjective
guinovart_propernoun	guinovart_propernoun
garín_propernoun	garín_propernoun
perarnau_propernoun	perarnau_propernoun
aviação_noun	aviació_noun
confiscar_verb	decomissar_verb
impuramente_adverb	impurament_adverb
schnabel_propernoun	schnabel_propernoun
field_propernoun	field_propernoun
popularização_noun	popularització_noun
badia-del-vallès_propernoun	badia-del-vallès_propernoun
gravativo_adjective	gravatiu_adjective
psicanalista_noun	psicoanalista_noun
herder_propernoun	herder_propernoun
maccanti_propernoun	maccanti_propernoun
fábrega_propernoun	fábrega_propernoun
imprudentemente_adverb	imprudentment_adverb
colombini_propernoun	colombini_propernoun
dar-baixa_verb	donar-de-baixa_verb
culpado_noun	culpable_noun
gascunha_propernoun	gasconya_propernoun
rendição_noun	rendició_noun
transigência_noun	transigència_noun
alair_propernoun	alair_propernoun
emocionado_adjective	emocionat_adjective
criselefantino_adjective	criselefantí_adjective
bissexto_adjective	de-traspàs_adjective
manningham_propernoun	manningham_propernoun
incubador_adjective	incubador_adjective
nucular_adjective	nucular_adjective
isópico_adjective	isòpic_adjective
encontrar_verb	trobar_verb
rolls-royce_propernoun	rolls-royce_propernoun
oliel_propernoun	oliel_propernoun
fisiocrático_adjective	fisiocràtic_adjective
callosa-de-segura_propernoun	callosa-de-segura_propernoun
dispositivo_noun	dispositiu_noun
estatuário_adjective	estatuari_adjective
beiderbecke_propernoun	beiderbecke_propernoun
cilindrada_noun	cilindrada_noun
langevin_propernoun	langevin_propernoun
mondésir_propernoun	mondésir_propernoun
magaña_propernoun	magaña_propernoun
sica_propernoun	sica_propernoun
baldoni_propernoun	baldoni_propernoun
osso_noun	pinyol_noun
vinculável_adjective	vinculable_adjective
la-fatarella_propernoun	la-fatarella_propernoun
durivage_propernoun	durivage_propernoun
arvelo_propernoun	arvelo_propernoun
inadmissibilidade_noun	inadmissibilitat_noun
envergonhar_verb	avergonyir_verb
astronómico_adjective	astronòmic_adjective
dall'osso_propernoun	dall'osso_propernoun
álcool_noun	alcohol_noun
vomitório_adjective	vomitori_adjective
zanotto_propernoun	zanotto_propernoun
pénis_noun	penis_noun
taciturnamente_adverb	taciturnament_adverb
marinelli_propernoun	marinelli_propernoun
égua_noun	euga_noun
pallaro_propernoun	pallaro_propernoun
bordera_propernoun	bordera_propernoun
localizável_adjective	localitzable_adjective
analfabeto_adjective	analfabet_adjective
régua_noun	regle_noun
homólogo_noun	homòleg_noun
constituinte_adjective	constituent_adjective
cessamento_noun	cessament_noun
francófono_adjective	francòfon_adjective
afavelmente_adverb	afablement_adverb
parnasso_propernoun	parnàs_propernoun
ver_verb	veure_verb
estellés_propernoun	estellés_propernoun
de-la-calle_propernoun	de-la-calle_propernoun
cros_propernoun	cros_propernoun
discente_adjective	discent_adjective
materialista_adjective	materialista_adjective
latifundiário_noun	terratinent_noun
tudo-de-mau_pronoun	tot-allò-de-dolent_pronoun
mais-um-pouquinho_adverb	una-miqueta-més_adverb
von-nürnberg_propernoun	von-nürnberg_propernoun
inclemente_adjective	inclement_adjective
forgia_propernoun	forgia_propernoun
ensinar_verb	ensenyar_verb
inopinado_adjective	inopinat_adjective
gonçalves_propernoun	gonçalves_propernoun
brocado_adjective	brocat_adjective
libertador_adjective	llibertador_adjective
maputo_propernoun	maputo_propernoun
basquir_adjective	baixkir_adjective
multidirecional_adjective	multidireccional_adjective
alienista_adjective	alienista_adjective
minovici_propernoun	minovici_propernoun
inexpugnável_adjective	inexpugnable_adjective
torrefarrera_propernoun	torrefarrera_propernoun
caraterística_noun	característica_noun
suficientemente_adverb	suficientment_adverb
giscard-d'estaing_propernoun	giscard-d'estaing_propernoun
pretônico_adjective	pretònic_adjective
marxista_noun	marxista_noun
kadoch_propernoun	kadoch_propernoun
afundar_verb	enfonsar_verb
breslávia_propernoun	breslau_propernoun
patrimonialmente_adverb	patrimonialment_adverb
em-todo-lugar_adverb	a-tot-arreu_adverb
coligativo_adjective	col·ligatiu_adjective
roumanille_propernoun	roumanille_propernoun
valdivieso_propernoun	valdivieso_propernoun
