propietario_noun	proprietário_noun
orquestar_verb	orquestrar_verb
isoárea_noun	isoárea_noun
inmigración_noun	imigração_noun
equivalentemente_adverb	eqüivalentemente_adverb
dimensional_adjective	dimensional_adjective
flamantemente_adverb	flamejantemente_adverb
rehabilitar_verb	reabilitar_verb
pan_noun	pão_noun
higo_noun	figo_noun
medicina_noun	medicina_noun
píxel_noun	pixel_noun
intosai_propernoun	intosai_propernoun
súbitamente_adverb	subitamente_adverb
garaje_noun	garagem_noun
airado_adjective	irado_adjective
redención_noun	redenção_noun
a-lo-sumo_adverb	no-máximo_adverb
chuvashia_propernoun	chuváchia_propernoun
rato_noun	momento_noun
colaboración_noun	colaboração_noun
polvo_noun	pó_noun
dfe_propernoun	dfe_propernoun
rectificación_noun	retificação_noun
ansiedad_noun	ansiedade_noun
presilla_noun	grampo_noun
arqueología_noun	arqueologia_noun
aflicción_noun	aflição_noun
gradualmente_adverb	gradativamente_adverb
abierto_adjective	aberto_adjective
delimitar_verb	delimitar_verb
godinho_propernoun	godinho_propernoun
tipificar_verb	qualificar_verb
rossio_propernoun	rossio_propernoun
exponer_verb	expor_verb
copiar_verb	copiar_verb
encuestadamente_adverb	interrogadamente_adverb
farmacéutico_adjective	farmacêutico_adjective
salar_verb	salgar_verb
l_noun	l_noun
gramatical_adverb	gramatical_adverb
revis_propernoun	revis_propernoun
tapa_noun	tampa_noun
ajar_verb	maltratar_verb
cuadrático_adjective	quadrático_adjective
efecto_noun	efeito_noun
extractor_noun	extrator_noun
evidencia_noun	evidencia_noun
floculado_adjective	floculado_adjective
poco_adverb	pouco_adverb
canalizar_verb	canalizar_verb
actividad_noun	atividade_noun
cirugía_noun	cirurgia_noun
auténticamente_adverb	autenticamente_adverb
pierna_noun	perna_noun
juez_noun	juiz_noun
accesibilidad_noun	acessibilidade_noun
crucero_noun	cruzeiro_noun
adelgazar_verb	emagrecer_verb
envase_noun	embalagem_noun
engañar_verb	enganar_verb
ramificación_noun	ramificação_noun
extracción_noun	extração_noun
autenticación_noun	autenticação_noun
correcto_adjective	certo_adjective
columna_noun	coluna_noun
byte_noun	byte_noun
baloncesto_noun	basquetebol_noun
alípio_propernoun	alípio_propernoun
gama_noun	faixa_noun
mentor_noun	mentor_noun
plazo_noun	prazo_noun
pasaje_noun	bilhete_noun
en-cuestión-de_adverb	em-matéria-de_adverb
comercializador_noun	comercializador_noun
predecible_adjective	previsível_adjective
adiós_interjection	adeus_interjection
preciado_adjective	precioso_adjective
optimistamente_adverb	otimistamente_adverb
suizo_adjective	suíço_adjective
estatus_noun	status_noun
estoril_propernoun	estoril_propernoun
conotación_noun	conotação_noun
ka_noun	cá_noun
inactividad_noun	inatividade_noun
mariposa_noun	borboleta_noun
clavija_noun	cavilha_noun
quincenal_adjective	quinzenal_adjective
afectividad_noun	afetividade_noun
acción_noun	acção_noun
cuantificación_noun	quantificação_noun
transcripción_noun	transcrição_noun
borges_propernoun	borges_propernoun
per_propernoun	per_propernoun
cualificación_noun	competência_noun
neurona_noun	neurónio_noun
caribe_propernoun	caraíbas_propernoun
obligatoriamente_adverb	obrigatoriamente_adverb
destierro_noun	desterro_noun
marcaje_noun	marcação_noun
incriminar_verb	incriminar_verb
salir_verb	sair_verb
león_noun	leão_noun
lupa_noun	lupa_noun
plegaria_noun	prece_noun
media-noche_adverb	meia-noite_adverb
granular_adjective	granular_adjective
bidireccional_adjective	bidireccional_adjective
cerrado_adjective	fechado_adjective
obtención_noun	obtenção_noun
teniente_noun	tenente_noun
ugt_noun	ugt_noun
delimitado_adjective	delimitado_adjective
nieve_noun	neve_noun
kuwait_propernoun	kuait_propernoun
atisbo_noun	vislumbre_noun
villas_propernoun	villas_propernoun
revestimiento_noun	revestimento_noun
centro-comercial_noun	shopping-center_noun
apiñar_verb	apinhar_verb
suiza_propernoun	suíça_propernoun
gordon_propernoun	gordon_propernoun
descuento_noun	desconto_noun
pegar_verb	colar_verb
ruralidad_noun	ruralidade_noun
muy-lejos_adverb	bem-longe_adverb
incontablemente_adverb	incontavelmente_adverb
sesión_noun	sessão_noun
h_noun	h_noun
rentablemente_adverb	rentavelmente_adverb
geológico_adjective	geológico_adjective
campamento_noun	acampamento_noun
distorción_noun	distorção_noun
declinación_noun	declinação_noun
ruiseñor_noun	rouxinol_noun
sabiduría_noun	sabedoria_noun
galán_noun	galã_noun
riba_noun	beira_noun
actuar_verb	agir_verb
adicto_noun	adicto_noun
atribución_noun	atribuição_noun
nocturno_adjective	nocturno_adjective
ctrl_propernoun	ctrl_propernoun
protección_noun	protecção_noun
desaparición_noun	sumiço_noun
imperio_noun	império_noun
calibre_noun	calibre_noun
jamie_propernoun	jamie_propernoun
grecia_propernoun	grécia_propernoun
apariencia_noun	aparência_noun
alergénico_adjective	alergênico_adjective
publicitario_adjective	publicitário_adjective
castellano_noun	castelhano_noun
octubre_noun	outubro_noun
continental_adjective	continental_adjective
personalidad_noun	personalidade_noun
derruir_verb	destruir_verb
goulão_propernoun	goulão_propernoun
corrector_noun	corrector_noun
prestigiar_verb	prestigiar_verb
cósmicamente_adverb	cosmicamente_adverb
grapado_adjective	grampeado_adjective
cara-o-cruz_adverb	cara-ou-coroa_adverb
blandamente_adverb	maciamente_adverb
zuckerberg_propernoun	zuckerberg_propernoun
sufijo_noun	sufixo_noun
raya_noun	listra_noun
necesario_adjective	necessário_adjective
simple_adjective	simples_adjective
reintegrar_verb	reintegrar_verb
episodio_noun	episódio_noun
cadena_noun	cadeia_noun
lynne_propernoun	lynne_propernoun
ultravioleta_adjective	ultravioleta_adjective
normalización_noun	normalização_noun
adopción_noun	adopção_noun
vendaje_noun	bandagem_noun
rubro_adjective	rubro_adjective
no-obstante_subordinatingconjunction	não-obstante_subordinatingconjunction
londinense_adjective	londrino_adjective
cumpleaños_noun	aniversário_noun
bienvenido_adjective	bem-vindo_adjective
aportación_noun	contribuição_noun
padre_noun	pai_noun
pero_coordinatingconjunction	contudo_coordinatingconjunction
secretaría_noun	secretaria_noun
parapente_noun	parapente_noun
inteligencia_noun	inteligência_noun
hexágono_noun	hexágono_noun
vinculación_noun	vinculação_noun
ocurrir_verb	ocorrer_verb
cmc_propernoun	cmc_propernoun
conectividad_noun	conectividade_noun
cautiverio_noun	cativeiro_noun
battelle_propernoun	battelle_propernoun
recubrir_verb	recobrir_verb
contundente_adjective	contundente_adjective
actualización_noun	actualização_noun
incontrolablemente_adverb	incontrolavelmente_adverb
besuconamente_adverb	beijoqueiramente_adverb
oxígeno_noun	oxigênio_noun
veintiséis_numeral	vinte-e-seis_numeral
homenajear_verb	homenagear_verb
vigilia_noun	vigília_noun
rtr_propernoun	rtr_propernoun
desvío_noun	desvio_noun
acordar_verb	lembrar_verb
configurable_adjective	configurável_adjective
pesimista_noun	pessimista_noun
alimentario_adjective	alimentar_adjective
aguantar_verb	agüentar_verb
entretenimiento_noun	entretenimento_noun
subdiálogo_noun	subdiálogo_noun
calentura_noun	calor_noun
exitoso_adjective	exitoso_adjective
curvatura_noun	curvatura_noun
ascenso_noun	ascensão_noun
pervivencia_noun	sobrevivência_noun
determinante_adjective	determinante_adjective
anoche_adverb	ontem-à-noite_adverb
charlestown_propernoun	charlestown_propernoun
sinusoidal_adjective	sinusoidal_adjective
telescopio_noun	telescópio_noun
presionar_verb	pressionar_verb
riesgo_noun	risco_noun
encender_verb	acender_verb
reembolso_noun	reembolso_noun
solson_propernoun	solson_propernoun
definición_noun	definição_noun
protectorado_noun	protetorado_noun
a-sabiendas_preposition	propositalmente_preposition
polímero_noun	polímero_noun
espontáneamente_adverb	espontaneamente_adverb
historia_noun	história_noun
agriamente_adverb	azedamente_adverb
terciario_adjective	terciário_adjective
panel_noun	painel_noun
fráncfort_propernoun	frankfurt_propernoun
atp_noun	atp_noun
de-este-lado_adverb	aquém_adverb
de-ahí_subordinatingconjunction	daí_subordinatingconjunction
mientras-más_subordinatingconjunction	quanto-mais_subordinatingconjunction
nieto_noun	neto_noun
generalmente_adverb	geralmente_adverb
algebraico_adjective	algébrico_adjective
drenaje_noun	drenagem_noun
mafra_propernoun	mafra_propernoun
aun_adverb	ainda_adverb
edición_noun	edição_noun
honestidad_noun	honestidade_noun
por-los-pelos_adverb	por-um-fio_adverb
mazmorra_noun	masmorra_noun
transaccional_adjective	transacional_adjective
unificación_noun	unificação_noun
contabilizar_verb	contabilizar_verb
oporto_propernoun	porto_propernoun
agotar_verb	esgotar_verb
fotográficamente_adverb	fotograficamente_adverb
renta_noun	renda_noun
aip_propernoun	aip_propernoun
sumergir_verb	submergir_verb
proteccionista_adjective	protecionista_adjective
corrección_noun	correção_noun
horrible_adjective	horrível_adjective
indesculpablemente_adverb	indesculpavelmente_adverb
actuación_noun	atuação_noun
transversal_adjective	transversal_adjective
cazón_noun	cação_noun
calvicie_noun	calvície_noun
ângelo_propernoun	ângelo_propernoun
desdichadamente_adverb	azaradamente_adverb
viga_noun	viga_noun
convencional_adjective	convencional_adjective
singapur_propernoun	singapura_propernoun
destituición_noun	destituição_noun
monárquicamente_adverb	monarquicamente_adverb
archivado_noun	arquivamento_noun
cuánto_adverb	quanto_adverb
cuánto_relativepronoun	quanto_relativepronoun
cuánto_interrogativepronoun	quanto_interrogativepronoun
votación_noun	votação_noun
inmortalidad_noun	imortalidade_noun
con-la-salvedad-de_preposition	com-exceção-de_preposition
lluvia_noun	chuva_noun
traslación_noun	translação_noun
solo_adjective	sozinho_adjective
proscribir_verb	banir_verb
doncella_noun	donzela_noun
locamente_adverb	loucamente_adverb
haití_propernoun	haiti_propernoun
izquierdamente_adverb	esquerdamente_adverb
borbuja_noun	bolha_noun
parodia_noun	paródia_noun
restablecimiento_noun	restauração_noun
detective_noun	detetive_noun
sostener_verb	sustentar_verb
sui-generis_adverb	sui-generis_adverb
óptico_adjective	óptico_adjective
moscú_propernoun	moscovo_propernoun
permiso-de-conducir_noun	carteira-de-motorista_noun
llorar_verb	chorar_verb
suplemento_noun	encarte_noun
tolerancia_noun	tolerância_noun
usted_pronoun	você_pronoun
corrección_noun	correcção_noun
comprimir_verb	compactar_verb
telaraña_noun	teia-de-aranha_noun
cierre_noun	encerramento_noun
contraponer_verb	contrapor_verb
acotar_verb	dimensionar_verb
faf_propernoun	faf_propernoun
disculpa_noun	desculpa_noun
cóctel_noun	cocktail_noun
exhibición_noun	exibição_noun
jubilación_noun	aposentação_noun
ejercitación_noun	exercício_noun
católicamente_adverb	catolicamente_adverb
contestador_noun	secretária-eletrônica_noun
desagradablemente_adverb	desagradavelmente_adverb
solaz_adverb	bem-estar_adverb
jinete_noun	ginete_noun
polémico_adjective	polêmico_adjective
modalidad_noun	modalidade_noun
sencillo_adjective	singelo_adjective
forestal_adjective	florestal_adjective
armoniosamente_adverb	harmoniosamente_adverb
precinto_noun	selo_noun
tripulación_noun	tripulação_noun
pioneramente_adverb	pioneiramente_adverb
globo_noun	globo_noun
cuerdo_adjective	sensato_adjective
menguar_verb	minguar_verb
polideportivo_noun	poliesportivo_noun
dinamizar_verb	dinamizar_verb
de-más_adverb	a-mais_adverb
envío_noun	envio_noun
necesariamente_adverb	necessariamente_adverb
ramadán_propernoun	ramadã_propernoun
arinsal_propernoun	arinsal_propernoun
coctel_noun	coquetel_noun
peñarroya_propernoun	peñarroya_propernoun
parapentista_noun	parapentista_noun
domicilio_noun	domicílio_noun
echar-en-falta_verb	sentir-falta_verb
estructura_noun	estrutura_noun
beca_noun	bolsa_noun
infructuosamente_adverb	infrutiferamente_adverb
muy_adverb	muito_adverb
ronco_adjective	rouco_adjective
alternante_adjective	alternante_adjective
cómicamente_adverb	comicamente_adverb
pareja_noun	casal_noun
negación_noun	negação_noun
revalorización_noun	revalorização_noun
sacrificio_noun	sacrifício_noun
exacto_adjective	exacto_adjective
ingestión_noun	ingestão_noun
combinación_noun	combinação_noun
a-largo-plazo_adverb	em-longo-prazo_adverb
adjudicación_noun	adjudicação_noun
revocar_verb	revogar_verb
agobiar_verb	pressionar_verb
desacreditar_verb	desacreditar_verb
socioeconómico_adjective	socioeconômico_adjective
ligeramente-a-la-baja_adverb	em-ligeira-queda_adverb
y_coordinatingconjunction	e_coordinatingconjunction
conectado_adjective	conectado_adjective
muy-importante_adjective	importantíssimo_adjective
selección_noun	seleção_noun
bajón_noun	baixo_noun
clonación_noun	clonagem_noun
finalmente_adverb	afinal_adverb
penalidad_noun	penalidade_noun
detallar_verb	detalhar_verb
consentimiento_noun	consentimento_noun
dichoso_adjective	ditoso_adjective
ptos_noun	ptos_noun
relacionamiento_noun	relacionamento_noun
comprobación_noun	verificação_noun
panamericano_adjective	panamericano_adjective
delante_adverb	diante_adverb
colector_adjective	colector_adjective
medal_propernoun	medal_propernoun
amnistía_noun	amnistia_noun
tommy-hilfiger_propernoun	tommy-hilfiger_propernoun
colegio_noun	colégio_noun
inexpugnablemente_adverb	inexpugnavelmente_adverb
democráticamente_adverb	democraticamente_adverb
cuadrado_adjective	quadrado_adjective
de-peso_adverb	de-importância_adverb
paciencia_noun	paciência_noun
insuficiencia_noun	insuficiência_noun
aceitar_verb	azeitar_verb
compatiblemente_adverb	compativelmente_adverb
lisboa_propernoun	lisboa_propernoun
recorrido_noun	percurso_noun
pulpa_noun	polpa_noun
específicamente_adverb	especificamente_adverb
fuerza_noun	força_noun
adversario_adjective	adversário_adjective
estorbar_verb	estorvar_verb
abiertamente_adverb	abertamente_adverb
ídem_adverb	idem_adverb
gasto_noun	despesa_noun
sensiblemente_adverb	sensivelmente_adverb
alumno_noun	aluno_noun
aconsejable_adjective	aconselhável_adjective
revolucionario_adjective	revolucionário_adjective
primario_adjective	primário_adjective
ateo_noun	ateu_noun
con-miras-a_adverb	tendo-em-vista_adverb
orkut_propernoun	orkut_propernoun
estallar_verb	estoirar_verb
emanuel_propernoun	emanuel_propernoun
ensanchar_verb	alargar_verb
aladi_propernoun	aladi_propernoun
lombardi_propernoun	lombardi_propernoun
cualidad_noun	qualidade_noun
atractivamente_adverb	atraentemente_adverb
paréntesis_noun	parêntese_noun
ceño_noun	cenho_noun
gestionar_verb	gerir_verb
pretensado_adjective	pré-tensionado_adjective
ecuatoriano_noun	equatoriano_noun
análogamente_adverb	analogamente_adverb
huérfano_noun	órfão_noun
cooper_propernoun	cooper_propernoun
corrupción_noun	corrupção_noun
alrededor_adverb	por-volta_adverb
taxi_noun	táxi_noun
vocero_noun	porta-voz_noun
notar_verb	reparar_verb
acercamiento_noun	aproximação_noun
bordello_propernoun	bordello_propernoun
de-fuera-a-adentro_adverb	de-fora-para-dentro_adverb
posibilidad_noun	possibilidade_noun
fotocopia_noun	xérox_noun
cardíacamente_adverb	cardiacamente_adverb
garcia_propernoun	garcia_propernoun
tornillo_noun	parafuso_noun
teléfono_noun	telefone_noun
bc_propernoun	bc_propernoun
nuevo_adjective	novo_adjective
fracción_noun	fracção_noun
por-las-malas_adverb	por-mal_adverb
normativa_noun	regulamento_noun
callejero_adjective	de-rua_adjective
envasado_adjective	embalado_adjective
significancia_noun	significância_noun
predecesor_noun	predecessor_noun
abundar_verb	abundar_verb
cieno_noun	lodo_noun
con-permiso_adverb	com-licença_adverb
reclutar_verb	recrutar_verb
loa_noun	elogio_noun
deportivo_adjective	desportivo_adjective
incremental_adjective	incremental_adjective
metálicamente_adverb	metalicamente_adverb
neumático_noun	pneu_noun
radián_noun	radiano_noun
temporal_adjective	temporário_adjective
edgar_propernoun	edgar_propernoun
gold_propernoun	gold_propernoun
enjambre_noun	enxame_noun
enfermo_adjective	doente_adjective
sierra_noun	serra_noun
canadiense_adjective	canadiano_adjective
jerusalén_propernoun	jerusalém_propernoun
convivir_verb	conviver_verb
descubrir_verb	descobrir_verb
media_noun	média_noun
bregar_verb	brigar_verb
pudor_noun	pejo_noun
meditar_verb	cogitar_verb
ingeniería_noun	engenharia_noun
ligar_verb	unir_verb
diferenciador_noun	diferenciador_noun
gobernabilidad_noun	governabilidade_noun
aec_propernoun	aec_propernoun
resignación_noun	resignação_noun
descendientemente_adverb	descendentemente_adverb
muestreo_noun	amostragem_noun
desenlazado_adjective	desvinculado_adjective
digitalizado_adjective	digitalizado_adjective
conformación_noun	conformação_noun
injuria_noun	injúria_noun
amanecer_verb	amanhecer_verb
hipótesis_noun	hipótese_noun
psicológicamente_adverb	psicologicamente_adverb
papandreu_propernoun	papandreu_propernoun
guante_noun	luva_noun
válvula_noun	válvula_noun
hiperregulación_noun	hiper-regulamentação_noun
belén_propernoun	belém_propernoun
prompsit_propernoun	prompsit_propernoun
tranquilidad_noun	tranquilidade_noun
remojar_verb	demolhar_verb
bajo_preposition	debaixo-de_preposition
licitación_noun	licitação_noun
por-lo-que-parece_subordinatingconjunction	pelo-jeito_subordinatingconjunction
muerto_noun	morto_noun
plegadora_noun	dobradeira_noun
celoso_adjective	zeloso_adjective
remodelación_noun	remodelagem_noun
desnudamente_adverb	nuamente_adverb
a-buen-seguro_subordinatingconjunction	sem-dúvida_subordinatingconjunction
kaufman_propernoun	kaufman_propernoun
champú_noun	xampu_noun
aceleración_noun	aceleração_noun
alfombra_noun	tapete_noun
quemadura_noun	queimadura_noun
viñeta_noun	quadrinho_noun
proactivo_adjective	proactivo_adjective
trasplantar_verb	transplantar_verb
revisor_noun	revisor_noun
balanceo_noun	balanço_noun
escurridizamente_adverb	escorregadiamente_adverb
vector_noun	vetor_noun
chihuahua_propernoun	chihuahua_propernoun
confiabilidad_noun	fiabilidade_noun
atajar_verb	atalhar_verb
miércoles_noun	quarta-feira_noun
peine_noun	pente_noun
traductor_noun	tradutor_noun
tuyo_possessivepronoun	teu_possessivepronoun
tuyo_determiner	teu_determiner
modulo_noun	módulo_noun
hormigón_noun	concreto_noun
extraíble_adjective	removível_adjective
jurisdiccional_adjective	jurisdicional_adjective
bolsa_noun	carteira_noun
sonrisa_noun	sorriso_noun
milímetro_noun	milímetro_noun
presunto_adjective	suposto_adjective
asolar_verb	assolar_verb
limpio_adjective	limpo_adjective
recolocar_verb	reposicionar_verb
presentimiento_noun	pressentimento_noun
emisor_noun	emissor_noun
basileia_propernoun	basileia_propernoun
desacelerar_verb	desacelerar_verb
ese_determiner	esse_determiner
ese_demonstrativepronoun	esse_demonstrativepronoun
maleta_noun	mala_noun
intercalar_verb	intercalar_verb
dichosamente_adverb	ditosamente_adverb
bastidor_noun	estrutura_noun
porcentaje_noun	percentagem_noun
sanidad_noun	sanidade_noun
asaltar_verb	assaltar_verb
metodologia_noun	metodología_noun
dd/mm/aaaa_noun	dd/mm/aaaa_noun
con-una-mano-atrás-y-otra-delante_adverb	com-uma-mão-na-frente-e-outra-atrás_adverb
desdichado_adjective	azarado_adjective
atraco_noun	assalto_noun
cuervo_noun	corvo_noun
miraflores_propernoun	miraflores_propernoun
subscribir_verb	subscrever_verb
intangible_adjective	intangível_adjective
desahogo_noun	alívio_noun
inmobiliario_noun	imobiliário_noun
reubicar_verb	realocar_verb
mercenario_noun	mercenário_noun
canallamente_adverb	canalhamente_adverb
proyectar_verb	projectar_verb
trasportar_verb	transportar_verb
suministrador_noun	fornecedor_noun
sucio_adjective	sujo_adjective
transfronterizo_adjective	trans-fronteiriço_adjective
acaso_adverb	talvez_adverb
alcalinizante_adjective	alcalinizante_adjective
mejoría_noun	melhoria_noun
claridad_noun	claridade_noun
conductor_noun	motorista_noun
enfermería_noun	enfermaria_noun
alejo_propernoun	alejo_propernoun
ilícitamente_adverb	ilicitamente_adverb
estructural_adjective	estrutural_adjective
habitante_noun	morador_noun
novio_noun	noivo_noun
irlandés_adjective	irlandês_adjective
condescendencia_noun	condescendência_noun
lello_propernoun	lello_propernoun
binomio_noun	binômio_noun
nacionalidad_noun	nacionalidade_noun
el-suyo_pronoun	o-seu_pronoun
el-suyo_possessivepronoun	o-seu_possessivepronoun
el-suyo_determiner	o-seu_determiner
facilidad_noun	facilidade_noun
caminal_propernoun	caminal_propernoun
rescisorio_adjective	rescisório_adjective
vicio_noun	vício_noun
formación_noun	formação_noun
osado_adjective	ousado_adjective
pala_noun	pá_noun
descender_verb	descer_verb
black_propernoun	black_propernoun
conferir_verb	conferir_verb
bernardo_propernoun	bernardo_propernoun
decimal_noun	decimal_noun
tranvía_noun	bonde_noun
vigilar_verb	vigiar_verb
inês_propernoun	inês_propernoun
salir-a-la-luz_verb	vir-à-tona_verb
helen_propernoun	helen_propernoun
mantener_verb	manter_verb
sí_pronoun	si_pronoun
inatacablemente_adverb	inatacavelmente_adverb
informativo_noun	noticiário_noun
mdm_propernoun	odm_propernoun
alarma_noun	alarme_noun
ondulación_noun	ondulação_noun
disociar_verb	desassociar_verb
ya-que_subordinatingconjunction	já-que_subordinatingconjunction
socioeconómicamente_adverb	socioeconomicamente_adverb
volkswagen_propernoun	volkswagen_propernoun
arañar_verb	arranhar_verb
pesqueramente_adverb	pesqueiramente_adverb
bombardeo_noun	bombardeio_noun
angular_adjective	angular_adjective
casillas_propernoun	casillas_propernoun
otro_adjective	outro_adjective
realización_noun	realização_noun
ciberocupación_noun	ciberocupação_noun
regreso_noun	regresso_noun
idénticamente_adverb	identicamente_adverb
oval_adjective	oval_adjective
especificación_noun	especificação_noun
banegas_propernoun	banegas_propernoun
sobre-todo_adverb	sobretudo_adverb
solidaridad_noun	solidariedade_noun
bodega_noun	adega_noun
stock_noun	estoque_noun
aljazeera_propernoun	aljazeera_propernoun
banquero_noun	banqueiro_noun
progresivo_adjective	progressivo_adjective
articulador_adjective	articulador_adjective
dimensión_noun	dimensão_noun
brígido_propernoun	brígido_propernoun
nulo_adjective	nulo_adjective
indisponible_adjective	indisponível_adjective
indexación_noun	indexação_noun
denotar_verb	denotar_verb
losa_noun	lousa_noun
registral_adjective	registral_adjective
cumplido_noun	elogio_noun
excavar_verb	escavar_verb
suelto_adjective	solto_adjective
salida_noun	saída_noun
equitativo_adjective	equitativo_adjective
sustentación_noun	sustentação_noun
aviar_adjective	das-aves_adjective
bañar_verb	banhar_verb
kournikova_propernoun	kournikova_propernoun
mayúsculo_adjective	maiúsculo_adjective
vettel_propernoun	vettel_propernoun
obsesivamente_adverb	obsessivamente_adverb
bahía_propernoun	bahia_propernoun
gao_propernoun	gao_propernoun
regulador_noun	regulador_noun
acodar_verb	entalhar_verb
dilma_propernoun	dilma_propernoun
cuento_noun	conto_noun
deportista_noun	desportista_noun
asociado_noun	sócio_noun
yield_propernoun	yield_propernoun
manipulador_noun	manipulador_noun
lòria_propernoun	lòria_propernoun
portapapeles_noun	área-de-transferência_noun
establemente_adverb	estavelmente_adverb
actividad_noun	actividade_noun
off-line_adjective	off-line_adjective
bajo_preposition	sob_preposition
alquiler_noun	aluguel_noun
dinamismo_noun	dinamismo_noun
innatamente_adverb	inatamente_adverb
ilusión_noun	ilusão_noun
centralita_noun	central_noun
murciélago_noun	morcego_noun
joana_propernoun	joana_propernoun
giardia_noun	giardia_noun
obtener_verb	obter_verb
cuantiosamente_adverb	quantiosamente_adverb
inviablemente_adverb	inviavelmente_adverb
inundación_noun	inundação_noun
abeto_noun	pinheiro_noun
retransmitir_verb	retransmitir_verb
ca_propernoun	ca_propernoun
desencadenar_verb	desencadear_verb
desasosiego_noun	inquietação_noun
morir_verb	morrer_verb
london_propernoun	london_propernoun
por-la-manera-en-que_subordinatingconjunction	pelo-jeito-que_subordinatingconjunction
asunto-de-faldas_noun	caso_noun
inmensidad_noun	imensidão_noun
primeramente_adverb	primeiramente_adverb
compañero-de-clase_noun	colega-de-turma_noun
azotar_verb	açoitar_verb
luego_adverb	depois_adverb
mirador_noun	olhador_noun
insomnio_noun	insónia_noun
sistema-operativo_noun	sistema-operacional_noun
entorno_noun	meio_noun
liberalización_noun	liberalização_noun
pyme_noun	pme_noun
ranciamente_adverb	rançosamente_adverb
desorden_noun	desordem_noun
desear_verb	desejar_verb
psp_propernoun	psp_propernoun
seleccionar_verb	selecionar_verb
autocomprobación_noun	autocomprovação_noun
medes_propernoun	medes_propernoun
subclave_noun	subchave_noun
timo_noun	fraude_noun
viento_noun	vento_noun
secuestrar_verb	sequestrar_verb
veterinario_noun	veterinário_noun
enfáticamente_adverb	enfaticamente_adverb
a-tontas_adverb	às-tontas_adverb
polémica_noun	polêmica_noun
dulce_adjective	doce_adjective
tenue_adjective	ténue_adjective
órgano_noun	órgão_noun
russell_propernoun	russell_propernoun
corrientemente_adverb	normalmente_adverb
canarias_propernoun	canárias_propernoun
comunicador_noun	comunicador_noun
bordeado_adjective	demarcado_adjective
cámara_noun	câmara_noun
igualdad_noun	igualdade_noun
precio_noun	preço_noun
intermediación_noun	intermediação_noun
evasión_noun	evasão_noun
predominar_verb	predominar_verb
sin-más-motivos_interjection	nada-mais-havendo_interjection
aparición_noun	aparecimento_noun
intersección_noun	interseção_noun
hasta-tal-punto_adverb	a-tal-ponto_adverb
gran-bretaña_propernoun	grã-bretanha_propernoun
limosna_noun	esmola_noun
beyoncé_propernoun	beyoncé_propernoun
accionamiento_noun	acionamento_noun
planchar_verb	passar_verb
tiempo_noun	tempo_noun
croacia_propernoun	croácia_propernoun
para_preposition	pra_preposition
fútilmente_adverb	futilmente_adverb
espectacularmente_adverb	espetacularmente_adverb
reynolds_propernoun	reynolds_propernoun
gestión_noun	gestão_noun
simultáneamente_adverb	simultaneamente_adverb
velocidad_noun	velocidade_noun
asociativo_adjective	associativo_adjective
montemor_propernoun	montemor_propernoun
impensablemente_adverb	impensavelmente_adverb
rtf_propernoun	rtf_propernoun
concertación_noun	acordo_noun
adonde_adverb	onde_adverb
adonde_relativepronoun	onde_relativepronoun
adonde_interrogativepronoun	onde_interrogativepronoun
adonde_adverb	onde_adverb
adonde_interrogativepronoun	onde_interrogativepronoun
adonde_interrogativepronoun	onde_interrogativepronoun
adonde_relativepronoun	onde_relativepronoun
disculpar_verb	desculpar_verb
zapato_noun	sapato_noun
contradictorio_adjective	contraditório_adjective
omnipresencia_noun	omnipresença_noun
quietud_noun	quietude_noun
rutinariamente_adverb	rotineiramente_adverb
exceptuar_verb	excetuar_verb
aunque_subordinatingconjunction	se-bem-que_subordinatingconjunction
conocimiento_noun	conhecimento_noun
violación_noun	estupro_noun
exceder_verb	exceder_verb
naufragio_noun	naufrágio_noun
campana_noun	sino_noun
justo-delante_adverb	bem-na-frente_adverb
gobierno-central_noun	governo-central_noun
aprisa_adverb	a-pressa_adverb
ampliación_noun	ampliação_noun
facilitación_noun	facilitação_noun
aplanar_verb	aplainar_verb
laskurain_propernoun	laskurain_propernoun
obstinación_noun	obstinação_noun
procesar_verb	processar_verb
impartir_verb	dar_verb
por-los-pelos_adverb	por-um-triz_adverb
ensalzar_verb	engrandecer_verb
indicio_noun	indício_noun
isd_propernoun	isd_propernoun
elíptico_adjective	elíptico_adjective
antecedente_adjective	antecedente_adjective
mrw_propernoun	mrw_propernoun
contador_noun	contador_noun
picadura_noun	picada_noun
sudafricano_noun	sul-africano_noun
despegar_verb	descolar_verb
irónicamente_adverb	ironicamente_adverb
infraestructura_noun	infraestrutura_noun
suyo_adjective	seu_adjective
manga_noun	manga_noun
westwood_propernoun	westwood_propernoun
experimental_adjective	experimental_adjective
sudamérica_propernoun	américa-do-sul_propernoun
irremisiblemente_adverb	irremissivelmente_adverb
antepasado_noun	antepassado_noun
empadronamiento_noun	registro_noun
adicción_noun	vício_noun
empeñar_verb	empenhar_verb
ático_noun	cobertura_noun
a-consecuencia-de_preposition	em-conseqüência-de_preposition
rellenar_verb	rechear_verb
increíble_adjective	incrível_adjective
argumentista_noun	argumentista_noun
costeramente_adverb	costeiramente_adverb
catorce_numeral	catorze_numeral
modificador_noun	modificador_noun
codicioso_noun	cobiçoso_noun
treinta_numeral	trinta_numeral
oblongo_adjective	oblongo_adjective
transgénicamente_adverb	transgenicamente_adverb
cara-dura_adverb	cara-de-pau_adverb
destructor_noun	destruidor_noun
