decano_noun_es	doyen_noun_fr
arco-iris_noun_es	arc--en-ciel_noun_fr
nazi_noun_es	nazi_noun_fr
insatisfecho_adjective_es	inassouvi_adjective_fr
diplomado_noun_es	diplômé_noun_fr
fichaje_noun_es	inscription_noun_fr
residuo_noun_es	déchet_noun_fr
exhortación_noun_es	exhortation_noun_fr
efacec_propernoun_es	efacec_propernoun_fr
climatización_noun_es	climatisation_noun_fr
indistinto_adjective_es	pareil_adjective_fr
pasión_noun_es	passion_noun_fr
toalla_noun_es	essuie-mains_noun_fr
safo_propernoun_es	sapho_propernoun_fr
bernardo_propernoun_es	bernardo_propernoun_fr
hill_propernoun_es	hill_propernoun_fr
tapón_noun_es	bouchon_noun_fr
cartón_noun_es	carton_noun_fr
reintegro_noun_es	remboursement_noun_fr
accionamiento_noun_es	actionnement_noun_fr
canberra_propernoun_es	canberra_propernoun_fr
leyenda_noun_es	légende_noun_fr
bipolarización_noun_es	bipolarisation_noun_fr
arantza_propernoun_es	arantza_propernoun_fr
cerrado_adjective_es	clos_adjective_fr
marginalidad_noun_es	marginalité_noun_fr
insurgente_noun_es	insurgé_noun_fr
queja_noun_es	plainte_noun_fr
detener_verb_es	détenir_verb_fr
garantizar_verb_es	garantir_verb_fr
edipo_propernoun_es	oedipe_propernoun_fr
zurutuza_propernoun_es	zurutuza_propernoun_fr
aygo_propernoun_es	aygo_propernoun_fr
taco_noun_es	taquet_noun_fr
ago_noun_es	ago_noun_fr
proyectivo_adjective_es	projectif_adjective_fr
implantar_verb_es	implanter_verb_fr
quitar_verb_es	débarrasser_verb_fr
comparable_adjective_es	comparable_adjective_fr
antideportivo_adjective_es	antisportif_adjective_fr
técnicamente_adverb_es	techniquement_adverb_fr
ave_propernoun_es	haute-vitesse-espagnole_propernoun_fr
cerebral_adjective_es	cérébral_adjective_fr
enraizar_verb_es	enraciner_verb_fr
invertir_verb_es	inverser_verb_fr
en-proporción-a_preposition_es	au-fur-et-à-mesure-de_preposition_fr
indirecto_adjective_es	indirect_adjective_fr
objetivamente_adverb_es	objectivement_adverb_fr
medianamente_adverb_es	moyennement_adverb_fr
labajo_propernoun_es	labajo_propernoun_fr
paño_noun_es	torchon_noun_fr
plazo-máximo_noun_es	délai-maximal_noun_fr
andreiev_propernoun_es	andreiev_propernoun_fr
inmersión_noun_es	immersion_noun_fr
dirigente_adjective_es	dirigeant_adjective_fr
anciano_noun_es	vieillard_noun_fr
chevènement_propernoun_es	chevènement_propernoun_fr
annette_propernoun_es	annette_propernoun_fr
ua_noun_es	ua_noun_fr
gascón_propernoun_es	gascón_propernoun_fr
querer_verb_es	vouloir_verb_fr
ipc_noun_es	ipc_noun_fr
artificial_adjective_es	artificiel_adjective_fr
dumons_propernoun_es	dumons_propernoun_fr
lorraine_propernoun_es	lorraine_propernoun_fr
alcohólico_noun_es	alcoolique_noun_fr
carecer_verb_es	manquer_verb_fr
bisonte_noun_es	bison_noun_fr
lucent_propernoun_es	lucent_propernoun_fr
media-noche_adverb_es	minuit_adverb_fr
cirujano_noun_es	chirurgien_noun_fr
nasdaq_propernoun_es	nasdaq_propernoun_fr
kim_propernoun_es	kim_propernoun_fr
coblenza_propernoun_es	coblence_propernoun_fr
relanzar_verb_es	relancer_verb_fr
altzelai_propernoun_es	altzelai_propernoun_fr
ascender_verb_es	monter_verb_fr
filipacchi_propernoun_es	filipacchi_propernoun_fr
unidos_propernoun_es	unidos_propernoun_fr
estrellar_verb_es	lancer_verb_fr
cortar_verb_es	sabrer_verb_fr
desenrollar_verb_es	dérouler_verb_fr
altar_noun_es	autel_noun_fr
izco_propernoun_es	izco_propernoun_fr
pensión-de-invalidez_noun_es	pension-d'invalidité_noun_fr
aislamiento_noun_es	isolement_noun_fr
avión_noun_es	avion_noun_fr
tapiz_noun_es	tapisserie_noun_fr
específico_adjective_es	spécifique_adjective_fr
deducibilidad_noun_es	déductibilité_noun_fr
coleccionista_adjective_es	collectionneur_adjective_fr
escribano_propernoun_es	escribano_propernoun_fr
solución_noun_es	solution_noun_fr
kafe-antzokia_propernoun_es	kafe-antzokia_propernoun_fr
dinero_noun_es	argent_noun_fr
courbet_propernoun_es	courbet_propernoun_fr
darío_propernoun_es	darío_propernoun_fr
masón_noun_es	maçon_noun_fr
endesa_propernoun_es	endesa_propernoun_fr
tipológicamente_adverb_es	typologiquement_adverb_fr
mediaco-maroc_propernoun_es	mediaco-maroc_propernoun_fr
a-mano_adverb_es	à-la-main_adverb_fr
aiete_propernoun_es	aiete_propernoun_fr
distensión_noun_es	distension_noun_fr
roda_noun_es	étrave_noun_fr
color_noun_es	couleur_noun_fr
improvisación_noun_es	improvisation_noun_fr
argumentación_noun_es	argumentaire_noun_fr
poussin_propernoun_es	poussin_propernoun_fr
jean-martin_propernoun_es	jean-martin_propernoun_fr
astucia_noun_es	ruse_noun_fr
cuenta-deudora_noun_es	compte-débiteur_noun_fr
votante_noun_es	votant_noun_fr
nasa_propernoun_es	nasa_propernoun_fr
tratado_noun_es	traité_noun_fr
sergueï_propernoun_es	sergueï_propernoun_fr
legible_adjective_es	lisible_adjective_fr
aun-así_adverb_es	quand-même_adverb_fr
domínguez_propernoun_es	domínguez_propernoun_fr
tensionamiento_noun_es	tension_noun_fr
discutible_adjective_es	discutable_adjective_fr
lehman-brothers_propernoun_es	lehman-brothers_propernoun_fr
grasa_noun_es	gras_noun_fr
privado_adjective_es	privé_adjective_fr
uagadugú_propernoun_es	ouagadougou_propernoun_fr
en-otras-palabras_adverb_es	autrement-dit_adverb_fr
halago_noun_es	flatterie_noun_fr
magistrado_noun_es	magistrat_noun_fr
petra_propernoun_es	petra_propernoun_fr
bailar_verb_es	baller_verb_fr
lech-kaczynski_propernoun_es	lech-kaczynski_propernoun_fr
mar-de-bering_propernoun_es	mer-de-béring_propernoun_fr
jurar_verb_es	sacrer_verb_fr
aizpitarte_propernoun_es	aizpitarte_propernoun_fr
rhain_propernoun_es	rhain_propernoun_fr
supresión_noun_es	suppression_noun_fr
mp3_noun_es	mp3_noun_fr
wimbledon_propernoun_es	wimbledon_propernoun_fr
interrogar_verb_es	interroger_verb_fr
andrógeno_noun_es	androgène_noun_fr
abreu_propernoun_es	abreu_propernoun_fr
intolerable_adjective_es	intolérable_adjective_fr
proximidad_noun_es	proximité_noun_fr
desertar_verb_es	déserter_verb_fr
apuñalar_verb_es	poignarder_verb_fr
curro_noun_es	boulot_noun_fr
pertinente_adjective_es	bien-fondé_adjective_fr
ramon_propernoun_es	ramon_propernoun_fr
precipitación_noun_es	précipitation_noun_fr
indistintamente_adverb_es	indistinctement_adverb_fr
inquisición_noun_es	inquisition_noun_fr
colisionar_verb_es	heurter_verb_fr
hacienda_noun_es	ferme_noun_fr
travesaño_noun_es	longeron_noun_fr
pensamiento_noun_es	pensée_noun_fr
repliegue_noun_es	repli_noun_fr
suplemento_noun_es	supplément_noun_fr
golfo-de-vizcaya_propernoun_es	golfe-de-gascogne_propernoun_fr
amistosamente_adverb_es	amicalement_adverb_fr
inesperadamente_adverb_es	de-façon-inattendu_adverb_fr
liderazgo_noun_es	leadership_noun_fr
disponible_adjective_es	joignable_adjective_fr
redactor_noun_es	rédacteur_noun_fr
eurovisión_propernoun_es	eurovision_propernoun_fr
investigación_noun_es	recherche_noun_fr
arabia-saudita_propernoun_es	arabie-saoudite_propernoun_fr
acción-francesa_propernoun_es	l'action-française_propernoun_fr
zengotitabengoa_propernoun_es	zengotitabengoa_propernoun_fr
joana_propernoun_es	joana_propernoun_fr
incitación_noun_es	incitation_noun_fr
perfectamente_adverb_es	parfaitement_adverb_fr
liquidativo_adjective_es	liquidatif_adjective_fr
carroza_noun_es	char_noun_fr
chirivella_propernoun_es	chirivella_propernoun_fr
intriga_noun_es	intrigue_noun_fr
bergman_propernoun_es	bergman_propernoun_fr
velar_verb_es	veiller_verb_fr
amortización_noun_es	amortissement_noun_fr
colegio_noun_es	collège_noun_fr
necrópolis_noun_es	nécropole_noun_fr
proseguir_verb_es	poursuivre_verb_fr
aruba_propernoun_es	aruba_propernoun_fr
gripe_noun_es	grippe_noun_fr
físico_adjective_es	physique_adjective_fr
diligencia_noun_es	diligence_noun_fr
expedidor_noun_es	expéditeur_noun_fr
propicio_adjective_es	propice_adjective_fr
ernst_propernoun_es	ernst_propernoun_fr
retaga_propernoun_es	retaga_propernoun_fr
hèctor_propernoun_es	hèctor_propernoun_fr
dualidad_noun_es	dualité_noun_fr
redinamización_noun_es	redynamisation_noun_fr
eurocopa_propernoun_es	euro_propernoun_fr
descuento_noun_es	rabais_noun_fr
hungria_propernoun_es	hungrie_propernoun_fr
favorecer_verb_es	avantager_verb_fr
objetivo_adjective_es	objectif_adjective_fr
columnas-de-hércules_propernoun_es	colonnes-d'hercule_propernoun_fr
superior_adjective_es	supérieur_adjective_fr
aproximadamente_adverb_es	approchant_adverb_fr
ebb_noun_es	ebb_noun_fr
islas-malvinas_propernoun_es	îles-malouines_propernoun_fr
tarde_adverb_es	tard_adverb_fr
impugnación_noun_es	contestation_noun_fr
puede-ser_adverb_es	peut-être_adverb_fr
howland_propernoun_es	howland_propernoun_fr
urgentemente_adverb_es	urgentement_adverb_fr
esloras_noun_es	hiloires_noun_fr
resumen_noun_es	compte-rendu_noun_fr
rosario_noun_es	rosaire_noun_fr
aportar_verb_es	apporter_verb_fr
cartelera_noun_es	affiche_noun_fr
búfala_noun_es	bufflonne_noun_fr
pez_noun_es	poisson_noun_fr
fotogalería_noun_es	photogalerie_noun_fr
john-howard_propernoun_es	john-howard_propernoun_fr
jalalabad_propernoun_es	djalalabad_propernoun_fr
fehaciente_adjective_es	irréfutable_adjective_fr
la-meca_propernoun_es	la-mecque_propernoun_fr
riego_noun_es	arrosage_noun_fr
tumba_noun_es	tombeau_noun_fr
extensión-telefónica_noun_es	extension-téléphonique_noun_fr
milán_propernoun_es	milan_propernoun_fr
codear_verb_es	côtoyer_verb_fr
dentro-de-poco-tiempo_adverb_es	dans-peu-de-temps_adverb_fr
monte-mitchell_propernoun_es	mont-mitchell_propernoun_fr
cheque-sin-fondos_noun_es	chèque-sans-provision_noun_fr
torcer_verb_es	corder_verb_fr
antitanque_adjective_es	antitchar_adjective_fr
conversación_noun_es	conversation_noun_fr
imbot_propernoun_es	imbot_propernoun_fr
britney-spears_propernoun_es	britney-spears_propernoun_fr
nicolás-maquiavelo_propernoun_es	nicolas-machiavel_propernoun_fr
cerradura_noun_es	serrure_noun_fr
gratuidad_noun_es	gratuité_noun_fr
dragón_noun_es	dragon_noun_fr
renault_propernoun_es	renault_propernoun_fr
arazuri_propernoun_es	arazuri_propernoun_fr
poner-manos-a-la-obra_verb_es	mettre-la-main-à-la-pâte_verb_fr
necesidad_noun_es	nécessité_noun_fr
rodez_propernoun_es	rodez_propernoun_fr
bernabéu_propernoun_es	bernabéu_propernoun_fr
anthony_propernoun_es	anthony_propernoun_fr
tarificación_noun_es	tarification_noun_fr
ania_noun_es	ania_noun_fr
para_preposition_es	pour_preposition_fr
giraud_propernoun_es	giraud_propernoun_fr
jaque-al-rey_interjection_es	échec-au-roi_interjection_fr
peatón_noun_es	piéton_noun_fr
provisto_adjective_es	pourvu_adjective_fr
mula_propernoun_es	mula_propernoun_fr
islas-baleares_propernoun_es	îles-baléares_propernoun_fr
batasuna_propernoun_es	batasuna_propernoun_fr
titularización_noun_es	titularisation_noun_fr
gimeno_propernoun_es	gimeno_propernoun_fr
frears_propernoun_es	frears_propernoun_fr
valira_propernoun_es	valira_propernoun_fr
mayoría-absoluta_noun_es	majorité-absolue_noun_fr
malversación_noun_es	malversation_noun_fr
agotar-el-plazo_verb_es	épuiser-le-délai_verb_fr
comparecencia_noun_es	comparution_noun_fr
talento_noun_es	talent_noun_fr
decepcionante_adjective_es	décevant_adjective_fr
autocelebración_noun_es	autocélébration_noun_fr
reembolsar_verb_es	rembourser_verb_fr
soprano_noun_es	soprano_noun_fr
abeac_noun_es	abeac_noun_fr
minuto_noun_es	minute_noun_fr
julio_noun_es	juillet_noun_fr
xavier_propernoun_es	xavier_propernoun_fr
abbondanzieri_propernoun_es	abbondanzieri_propernoun_fr
aseverar_verb_es	confirmer_verb_fr
deteriorar_verb_es	endommager_verb_fr
allí_adverb_es	là_adverb_fr
artetxe_propernoun_es	artetxe_propernoun_fr
algarve_propernoun_es	algarve_propernoun_fr
históricamente_adverb_es	historiquement_adverb_fr
albadalejo_propernoun_es	albadalejo_propernoun_fr
alisios_adjective_es	alizés_adjective_fr
psicólogo_noun_es	psychologue_noun_fr
juan-caboto_propernoun_es	jean-cabot_propernoun_fr
almeida_propernoun_es	almeida_propernoun_fr
hablador_adjective_es	causant_adjective_fr
naval_adjective_es	naval_adjective_fr
aquilino_propernoun_es	aquilino_propernoun_fr
osa-mayor_propernoun_es	grande-ourse_propernoun_fr
tiro_noun_es	tir_noun_fr
bota_noun_es	botte_noun_fr
compatriota_noun_es	compatriote_noun_fr
sri-lanka_propernoun_es	sri-lanka_propernoun_fr
géminis_propernoun_es	gemeaux_propernoun_fr
egaztea_propernoun_es	egaztea_propernoun_fr
hargeisa_propernoun_es	hargeisa_propernoun_fr
estar-en-ascuas_verb_es	être-sur-des-charbons-ardents_verb_fr
coloquial_adjective_es	familier_adjective_fr
álamo_noun_es	peuplier_noun_fr
explosivo_adjective_es	explosif_adjective_fr
quizá_adverb_es	peut-être_adverb_fr
abu-dabi_propernoun_es	abu-dhabi_propernoun_fr
lux_noun_es	lux_noun_fr
teclear_verb_es	taper_verb_fr
afiliación_noun_es	filiation_noun_fr
ciclo_noun_es	cycle_noun_fr
agresividad_noun_es	agressivité_noun_fr
bajo_adjective_es	bas_adjective_fr
aleic_propernoun_es	aleic_propernoun_fr
patín_noun_es	patin_noun_fr
episcopal_adjective_es	épiscopal_adjective_fr
fecha-de-vencimiento_noun_es	date-d'échéance_noun_fr
http_noun_es	http_noun_fr
charlie_propernoun_es	charlie_propernoun_fr
ricardo_propernoun_es	ricardo_propernoun_fr
incompatibilidad_noun_es	incompatibilité_noun_fr
telecomunicación_noun_es	télécommunication_noun_fr
pantalla_noun_es	écran_noun_fr
trinchera_noun_es	tranchée_noun_fr
colaboración_noun_es	collaboration_noun_fr
superar_verb_es	franchir_verb_fr
día_noun_es	jour_noun_fr
alotza_propernoun_es	alotza_propernoun_fr
hanói_propernoun_es	hanoï_propernoun_fr
amortizar_verb_es	amortir_verb_fr
desarrollador_adjective_es	de-développement_adjective_fr
côtes-d'armor_propernoun_es	côtes-d'armor_propernoun_fr
tenista_noun_es	joueur-de-tennis_noun_fr
violador_noun_es	violateur_noun_fr
hamilton_propernoun_es	hamilton_propernoun_fr
federación_noun_es	federation_noun_fr
delgado_adjective_es	maigre_adjective_fr
iii_numeral_es	iii_numeral_fr
laborioso_adjective_es	laborieux_adjective_fr
marzio_propernoun_es	marzio_propernoun_fr
áfrica-oriental-británica_propernoun_es	afrique-orientale-anglaise_propernoun_fr
escritura_noun_es	écriture_noun_fr
gucci_propernoun_es	gucci_propernoun_fr
empresario_noun_es	employeur_noun_fr
tutela_noun_es	tutelle_noun_fr
aquisgrán_propernoun_es	aix-la-chapelle_propernoun_fr
olvido_noun_es	oubli_noun_fr
segregar_verb_es	séparer_verb_fr
entender_verb_es	piger_verb_fr
amistoso_adjective_es	amical_adjective_fr
chabola_noun_es	hutte_noun_fr
armonización_noun_es	harmonisation_noun_fr
terrible_adjective_es	terrible_adjective_fr
diversión_noun_es	divertissement_noun_fr
cónyuge_noun_es	conjoint_noun_fr
hu-jintao_propernoun_es	hu-jintao_propernoun_fr
instaurar_verb_es	instaurer_verb_fr
aguilares_propernoun_es	aguilares_propernoun_fr
expendedor_adjective_es	dépensier_adjective_fr
prefectura_noun_es	préfecture_noun_fr
antifranquista_adjective_es	antifranquiste_adjective_fr
formato_noun_es	format_noun_fr
nuestro_possessivepronoun_es	à-nous_possessivepronoun_fr
nuestro_adjective_es	à-nous_adjective_fr
nuestro_pronoun_es	à-nous_pronoun_fr
nuestro_determiner_es	à-nous_determiner_fr
nuestro_adjective_es	à-nous_adjective_fr
nuestro_possessivepronoun_es	à-nous_possessivepronoun_fr
nuestro_adjective_es	à-nous_adjective_fr
nuestro_pronoun_es	à-nous_pronoun_fr
nuestro_possessivepronoun_es	à-nous_possessivepronoun_fr
nuestro_determiner_es	à-nous_determiner_fr
de-modo-que_subordinatingconjunction_es	de-sorte-que_subordinatingconjunction_fr
obligadamente_adverb_es	obligatoirement_adverb_fr
sostenimiento_noun_es	soutènement_noun_fr
agravar_verb_es	aggraver_verb_fr
seto_noun_es	haie_noun_fr
hebridas_propernoun_es	hébrides_propernoun_fr
en-caso-de-que_subordinatingconjunction_es	par-le-cas-où_subordinatingconjunction_fr
aciago_adjective_es	malheureux_adjective_fr
social_adjective_es	social_adjective_fr
desahogar_verb_es	décharger_verb_fr
anualmente_adverb_es	annuellement_adverb_fr
bermeo_propernoun_es	bermeo_propernoun_fr
fox_propernoun_es	fox_propernoun_fr
paloma_propernoun_es	paloma_propernoun_fr
astarloa_propernoun_es	astarloa_propernoun_fr
herrero_propernoun_es	herrero_propernoun_fr
abdallah_propernoun_es	abdallah_propernoun_fr
madrileño_noun_es	madrilène_noun_fr
teatralidad_noun_es	théâtralité_noun_fr
homicida_noun_es	meurtrier_noun_fr
medición_noun_es	mesure_noun_fr
afueras_noun_es	banlieue_noun_fr
mensual_adjective_es	mensuel_adjective_fr
anímico_adjective_es	animique_adjective_fr
tacto_noun_es	tact_noun_fr
entre-la-espada-y-la-pared_adverb_es	entre-l'épée-et-le-mur_adverb_fr
hilo_noun_es	fil_noun_fr
electoralista_adjective_es	électoraliste_adjective_fr
desoír_verb_es	faire-la-sourde-oreille_verb_fr
buitre_noun_es	vautour_noun_fr
cobro_noun_es	encaissement_noun_fr
búlgaro_adjective_es	bulgare_adjective_fr
noja_propernoun_es	noja_propernoun_fr
pipa_noun_es	pipe_noun_fr
goma_noun_es	gomme_noun_fr
amainar_verb_es	faiblir_verb_fr
emulación_noun_es	émulation_noun_fr
ochoa_propernoun_es	ochoa_propernoun_fr
jema_propernoun_es	jema_propernoun_fr
nancy_propernoun_es	nancy_propernoun_fr
visio_propernoun_es	visio_propernoun_fr
de-pago_adjective_es	payant_adjective_fr
ciro_propernoun_es	cyrus_propernoun_fr
inyección_noun_es	injection_noun_fr
xenofobia_noun_es	xénophobie_noun_fr
miniatura_noun_es	miniature_noun_fr
sancionar_verb_es	sanctionner_verb_fr
medida-cautelar_noun_es	mesure-préventive_noun_fr
préstamo-con-avales_noun_es	prêt-avec-aval_noun_fr
godella_propernoun_es	godella_propernoun_fr
hijazo_propernoun_es	hijazo_propernoun_fr
filipinas_propernoun_es	philippines_propernoun_fr
impune_adjective_es	impuni_adjective_fr
agirretxe_propernoun_es	agirretxe_propernoun_fr
afirmativo_adjective_es	affirmatif_adjective_fr
comercialización_noun_es	commercialisation_noun_fr
villanueva_propernoun_es	villanueva_propernoun_fr
limitar_verb_es	borner_verb_fr
asunto_noun_es	affaire_noun_fr
músculo_noun_es	muscle_noun_fr
ezquerro_propernoun_es	ezquerro_propernoun_fr
adicae_noun_es	adicae_noun_fr
proglio_propernoun_es	proglio_propernoun_fr
centésimo_adjective_es	centième_adjective_fr
cr_noun_es	cr_noun_fr
wu-chen_propernoun_es	wou-tchen_propernoun_fr
moralización_noun_es	moralisation_noun_fr
enfermedad_noun_es	maladie_noun_fr
picasso_propernoun_es	picasso_propernoun_fr
compensar_verb_es	compenser_verb_fr
burocrático_adjective_es	bureaucratique_adjective_fr
iniquidad_noun_es	iniquité_noun_fr
acciari_propernoun_es	acciari_propernoun_fr
golem_propernoun_es	golem_propernoun_fr
alcatel-lucent_propernoun_es	alcatel-lucent_propernoun_fr
incendiar_verb_es	incendier_verb_fr
prebostes_propernoun_es	prebostes_propernoun_fr
tratamiento_noun_es	traitement_noun_fr
parís_propernoun_es	paris_propernoun_fr
singularidad_noun_es	singularité_noun_fr
que_subordinatingconjunction_es	que_subordinatingconjunction_fr
medieval_adjective_es	médiéval_adjective_fr
argaitz_propernoun_es	argaitz_propernoun_fr
resfriado_noun_es	rhume_noun_fr
noviembre_noun_es	novembre_noun_fr
holcim_propernoun_es	holcim_propernoun_fr
coleccionista_noun_es	collectionneur_noun_fr
mutualidad_noun_es	mutualité_noun_fr
adherencia_noun_es	adhérence_noun_fr
esforzar_verb_es	efforcer_verb_fr
charleville-mézières_propernoun_es	charleville-mézières_propernoun_fr
bernard_propernoun_es	bernard_propernoun_fr
serio_adjective_es	serieux_adjective_fr
predecesor_noun_es	prédécesseur_noun_fr
endeble_adjective_es	frêle_adjective_fr
descifrar_verb_es	déchiffrer_verb_fr
mediar_verb_es	intervenir_verb_fr
bajo-rin_propernoun_es	bas-rhin_propernoun_fr
philip_propernoun_es	philip_propernoun_fr
escuela_noun_es	école_noun_fr
gallimard_propernoun_es	gallimard_propernoun_fr
galo_noun_es	français_noun_fr
greater-london_propernoun_es	greater-london_propernoun_fr
amoratar_verb_es	rendre-violacé_verb_fr
marqués_noun_es	marquis_noun_fr
tutankamón_propernoun_es	toutankhamon_propernoun_fr
injustamente_adverb_es	injustement_adverb_fr
máximo_adjective_es	maximal_adjective_fr
san-vicente-y-las-granadinas_propernoun_es	saint-vincent-et-les-grenadines_propernoun_fr
potencialidad_noun_es	potentialité_noun_fr
maza_propernoun_es	maza_propernoun_fr
mío_adjective_es	mon_adjective_fr
mío_pronoun_es	mon_pronoun_fr
mío_determiner_es	mon_determiner_fr
mío_possessivepronoun_es	mon_possessivepronoun_fr
mío_adjective_es	mon_adjective_fr
mío_possessivepronoun_es	mon_possessivepronoun_fr
mío_determiner_es	mon_determiner_fr
mío_possessivepronoun_es	mon_possessivepronoun_fr
mío_determiner_es	mon_determiner_fr
relevar_verb_es	prendre-la-relève-de_verb_fr
sorprender_verb_es	surprendre_verb_fr
pureza_noun_es	pureté_noun_fr
confraternidad_noun_es	confraternité_noun_fr
albertini_propernoun_es	albertini_propernoun_fr
historial_noun_es	historique_noun_fr
supuesto_adjective_es	présumé_adjective_fr
todoterreno_adjective_es	tout-terrain_adjective_fr
grigory-yevseyevich-radómislski_propernoun_es	grigori-ievseïevitch-radomylski_propernoun_fr
día-festivo_noun_es	jour-férié_noun_fr
élysée_propernoun_es	élysée_propernoun_fr
latinoamérica_propernoun_es	amérique-latine_propernoun_fr
mathias_propernoun_es	mathias_propernoun_fr
factura_noun_es	facture_noun_fr
alenia_propernoun_es	alenia_propernoun_fr
zhang_propernoun_es	zhang_propernoun_fr
streep_propernoun_es	streep_propernoun_fr
extremista_noun_es	extrémiste_noun_fr
derecho-objetivo_noun_es	droit-objectif_noun_fr
vii_numeral_es	vii_numeral_fr
centímetro_noun_es	centimètre_noun_fr
anwar_propernoun_es	anwar_propernoun_fr
monnerais_propernoun_es	monnerais_propernoun_fr
estar-hecho-polvo_verb_es	être-sur-les-genoux_verb_fr
prinicipado-de-asturias_propernoun_es	principauté-des-asturies_propernoun_fr
gara_propernoun_es	gara_propernoun_fr
kilo_noun_es	kilo_noun_fr
terranova_propernoun_es	terre-neuve_propernoun_fr
menudo_adjective_es	menu_adjective_fr
menudo_interrogativepronoun_es	menu_interrogativepronoun_fr
ganar_verb_es	gagner_verb_fr
amute_propernoun_es	amute_propernoun_fr
dénia_propernoun_es	dénia_propernoun_fr
idoneidad_noun_es	pertinence_noun_fr
oficio_noun_es	métier_noun_fr
rastrear_verb_es	pister_verb_fr
cavar_verb_es	terrasser_verb_fr
alojar_verb_es	loger_verb_fr
solicitud-de-autorización_noun_es	demande-d'autorisation_noun_fr
conferencia_noun_es	conférence_noun_fr
andreu_propernoun_es	andreu_propernoun_fr
lenguaje_noun_es	langage_noun_fr
afm_noun_es	afm_noun_fr
depuración_noun_es	dépuration_noun_fr
remesa-de-cheques_noun_es	livraison-de-chèques_noun_fr
repercusión_noun_es	répercussion_noun_fr
presunción_noun_es	présomption_noun_fr
sincronismo_noun_es	synchronisme_noun_fr
satisfactorio_adjective_es	satisfaisant_adjective_fr
sueño_noun_es	rêve_noun_fr
manera_noun_es	manière_noun_fr
vendaval_noun_es	vent-de-tempête_noun_fr
cubo_noun_es	seau_noun_fr
palpable_adjective_es	palpable_adjective_fr
david_propernoun_es	david_propernoun_fr
vivir_verb_es	habiter_verb_fr
ffii_noun_es	ffii_noun_fr
accésit_noun_es	accessit_noun_fr
almacén_noun_es	magasin_noun_fr
irresponsabilidad_noun_es	irresponsabilité_noun_fr
geremek_propernoun_es	geremek_propernoun_fr
elebila_propernoun_es	elebila_propernoun_fr
honorario_adjective_es	honoraire_adjective_fr
khamenei_propernoun_es	khamenei_propernoun_fr
bici_noun_es	vélo_noun_fr
d'anvers_propernoun_es	d'anvers_propernoun_fr
si-fuera-necesario_adverb_es	le-cas-échéant_adverb_fr
briz_propernoun_es	briz_propernoun_fr
plus_noun_es	plus_noun_fr
asta_noun_es	hampe_noun_fr
herodoto_propernoun_es	hérodote_propernoun_fr
kilimanjaro_propernoun_es	kilimandjaro_propernoun_fr
plástico_noun_es	plastique_noun_fr
torras_propernoun_es	torras_propernoun_fr
lamikiz_propernoun_es	lamikiz_propernoun_fr
adelardo_propernoun_es	adélard_propernoun_fr
aplazamiento_noun_es	report_noun_fr
basora_propernoun_es	bassorah_propernoun_fr
entronización_noun_es	intronisation_noun_fr
entrar_verb_es	entrer_verb_fr
reconocer_verb_es	reconnaître_verb_fr
versificación_noun_es	versification_noun_fr
caro_adjective_es	cher_adjective_fr
condenable_adjective_es	condamnable_adjective_fr
silúrico_adjective_es	silurien_adjective_fr
akbar_propernoun_es	akbar_propernoun_fr
akranes_propernoun_es	akranes_propernoun_fr
raúl_propernoun_es	raúl_propernoun_fr
sinfín_noun_es	infinité_noun_fr
psn_noun_es	psn_noun_fr
abogacía_noun_es	barreau_noun_fr
alí_propernoun_es	ali_propernoun_fr
sebastopol_propernoun_es	sébastopol_propernoun_fr
reír-a-mandíbula-batiente_verb_es	rire-à-gorge-déployée_verb_fr
a-bombo-y-platillo_adverb_es	à-son-de-grosse-caisse-et-platerets_adverb_fr
en-frente-de_preposition_es	devant_preposition_fr
argemi_propernoun_es	argemi_propernoun_fr
cena_noun_es	dîner_noun_fr
usabilidad_noun_es	usabilité_noun_fr
adulterar_verb_es	dénaturer_verb_fr
ypsilon_propernoun_es	ypsilon_propernoun_fr
medible_adjective_es	mesurable_adjective_fr
deshacer_verb_es	défaire_verb_fr
a380_propernoun_es	a380_propernoun_fr
sierra_noun_es	scie_noun_fr
desafortunado_adjective_es	malheureux_adjective_fr
arabia_propernoun_es	arabie_propernoun_fr
poner-en-el-ajo_verb_es	mettre-au-parfum_verb_fr
aguirrezabalaga_propernoun_es	aguirrezabalaga_propernoun_fr
jean-baptiste_propernoun_es	jean-baptiste_propernoun_fr
aparisi_propernoun_es	aparisi_propernoun_fr
wellington_propernoun_es	wellington_propernoun_fr
ferroviario_adjective_es	ferroviaire_adjective_fr
inmunización_noun_es	immunisation_noun_fr
bnp_propernoun_es	bnp_propernoun_fr
steria_propernoun_es	steria_propernoun_fr
legal_adjective_es	légal_adjective_fr
mudo_adjective_es	muet_adjective_fr
agirrezabal_propernoun_es	agirrezabal_propernoun_fr
william_propernoun_es	william_propernoun_fr
arrastrar_verb_es	traîner_verb_fr
chileno_noun_es	chilien_noun_fr
península-ibérica_propernoun_es	péninsule-ibérique_propernoun_fr
depositante_noun_es	déposant_noun_fr
asturiano_noun_es	asturien_noun_fr
mínimo_adjective_es	minime_adjective_fr
aranzubía_propernoun_es	aranzubía_propernoun_fr
abdelhadi_propernoun_es	abdelhadi_propernoun_fr
desasemblage_noun_es	désarchivage_noun_fr
supermercado_noun_es	supermarché_noun_fr
