decano_noun	doyen_noun
logoroño_propernoun	logoroño_propernoun
causalidad_noun	causalité_noun
cabizbajo_adjective	tête-basse_adjective
aridificación_noun	aridification_noun
alférez_noun	sous-lieutenant_noun
unicornio_noun	licorne_noun
noventa-y-seis_numeral	quatre-vingt-seize_numeral
adecuado_adjective	approprié_adjective
carlos-de-linneo_propernoun	carl-von-linné_propernoun
ainars_propernoun	ainars_propernoun
cuenta-de-resultados_noun	compte-de-résultat_noun
gaizka_propernoun	gaizka_propernoun
tóxico_adjective	toxique_adjective
holocausto_noun	holocauste_noun
invalidez_noun	invalidité_noun
toxicómano_noun	toxicomane_noun
decente_adjective	décent_adjective
camino_noun	chemin_noun
timanfaya_propernoun	timanfaya_propernoun
beneficiario_adjective	bénéficiaire_adjective
precisar_verb	préciser_verb
altamira_propernoun	altamira_propernoun
analfabetismo_noun	analphabétisme_noun
alberto-durero_propernoun	albrecht-dürer_propernoun
presente_adjective	présent_adjective
aviso-legal_noun	notification-légale_noun
obviamente_adverb	évidemment_adverb
optar_verb	opter_verb
usar_verb	user_verb
atemporal_adjective	intemporel_adjective
esplá_propernoun	esplá_propernoun
ya-compilar_verb	précompiler_verb
rubor_noun	rougeur_noun
atrevimiento_noun	audace_noun
katmandú_propernoun	katmandu_propernoun
carole_propernoun	carole_propernoun
ambulancia_noun	ambulance_noun
pretemporada_noun	avant-saison_noun
andamio_noun	échafaudage_noun
traumatismo-craneal_noun	traumatisme-crânien_noun
balboa_propernoun	balboa_propernoun
relación-nominal_noun	rapport-nominal_noun
abdullah-ahmad-badawi_propernoun	abdullah-ahmad-badawi_propernoun
zabriskie_propernoun	zabriskie_propernoun
especulación_noun	spéculation_noun
almuedo_propernoun	almuedo_propernoun
puntual_adjective	ponctuel_adjective
subprime_adjective	subprime_adjective
nueva-jersey_propernoun	new-jersey_propernoun
kuluxka_propernoun	kuluxka_propernoun
viudez_noun	veuvage_noun
piratear_verb	pirater_verb
andiján_propernoun	andijan_propernoun
georgia_propernoun	géorgie_propernoun
evidencia_noun	évidence_noun
adarra_propernoun	adarra_propernoun
teñir_verb	chiner_verb
renania_propernoun	rhénanie_propernoun
antuco_propernoun	antuco_propernoun
mafioso_noun	mafieux_noun
postmodernidad_noun	postmodernité_noun
pequeño-belt_propernoun	petit-belt_propernoun
lima_noun	lime_noun
emiliano_propernoun	emiliano_propernoun
granollers_propernoun	granollers_propernoun
pagar-al-vencimiento_verb	payer-à-l'échéance_verb
destacar_verb	exceller_verb
referenciar_verb	référencer_verb
treveris_propernoun	tréves_propernoun
ingmar_propernoun	ingmar_propernoun
submarino_noun	sous-marin_noun
párpado_noun	paupière_noun
precedente_noun	précédent_noun
alavaro_propernoun	alavaro_propernoun
arretxe_propernoun	arretxe_propernoun
abismo_noun	abîme_noun
fallecimiento_noun	décès_noun
certificado-de-cargas_noun	certificat-de-charge_noun
saludar_verb	saluer_verb
apedrear_verb	lapider_verb
asimilación_noun	assimilation_noun
encontrar-siempre-una-salida_verb	avoir-plus-d'un-tour-dans-son-sac_verb
sida_noun	sida_noun
infantil_adjective	enfantin_adjective
tú_pronoun	tu_pronoun
vencimiento_noun	échéance_noun
exceptuando-a_preposition	à-l'exception-de_preposition
catastrófico_adjective	catastrophique_adjective
trampa_noun	piège_noun
vosotros_pronoun	vous_pronoun
llenar_verb	remplir_verb
homero_propernoun	homère_propernoun
foto_noun	photo_noun
se_pronoun	on_pronoun
se_reflexivepersonalpronoun	on_reflexivepersonalpronoun
monetario_adjective	monétaire_adjective
deudor_noun	débiteur_noun
exilio_noun	exil_noun
seis_adjective	six_adjective
vía_noun	voie_noun
hsbc_noun	hsbc_noun
sabiduría_noun	sagesse_noun
celebrar_verb	célébrer_verb
caucho_noun	caoutchouc_noun
senegambia_propernoun	sénégambie_propernoun
incentivo_noun	stimulant_noun
vuelo-de-prueba_noun	vol-test_noun
como-si_subordinatingconjunction	comme-si_subordinatingconjunction
fuera_adverb	en-dehors_adverb
andanza_noun	aventure_noun
mesias_propernoun	messie_propernoun
jáuregui_propernoun	jáuregui_propernoun
interrogante_noun	question_noun
agropecuario_adjective	agropastoral_adjective
escipión_propernoun	scipion_propernoun
titín_propernoun	titín_propernoun
brillante_adjective	brillant_adjective
continuo_adjective	continuel_adjective
apoyo_noun	soutien_noun
tinte_noun	teinture_noun
comunitario_adjective	communautaire_adjective
inversión_noun	investissement_noun
chumacera-de-remo_noun	dame-de-nage_noun
bruyneel_propernoun	bruyneel_propernoun
sylvester-stallone_propernoun	sylvester-stallone_propernoun
beitialarrangoitia_propernoun	beitialarrangoitia_propernoun
adicional_adjective	supplémentaire_adjective
desde-hace-tiempo_adverb	depuis-longtemps_adverb
gregal_propernoun	gregal_propernoun
jugador_adjective	joueur_adjective
cantidad_noun	quantité_noun
islas-vírgenes_propernoun	îles-vierges_propernoun
fotocopia_noun	photocopie_noun
individualizar_verb	individualiser_verb
ardatza_propernoun	ardatza_propernoun
tokio_propernoun	tokyo_propernoun
lawrence-de-arabia_propernoun	lawrence-d'arabie_propernoun
aferrar_verb	crocher_verb
desarchivar_verb	désarchiver_verb
acosar_verb	harceler_verb
aberración_noun	aberration_noun
mallorca_propernoun	majorque_propernoun
médula_noun	moelle_noun
turkmenistán_propernoun	turkménistan_propernoun
pérdida_noun	déchet_noun
carencia_noun	manque_noun
saltillo_propernoun	saltillo_propernoun
estados-unidos_propernoun	les-états-unis_propernoun
más-de-la-cuenta_adverb	outre-mesure_adverb
desastroso_adjective	désastreux_adjective
alpiste_noun	alpiste_noun
emiratos-árabes-unidos_propernoun	émirats-arabes-unis_propernoun
a-cielo-abierto_adverb	à-ciel-ouvert_adverb
hispano_adjective	hispanique_adjective
virgen_adjective	vierge_adjective
para-su-trámite_subordinatingconjunction	pour-sa-démarche_subordinatingconjunction
saint-etienne_propernoun	saint-etienne_propernoun
urweider_propernoun	urweider_propernoun
vacaciones_noun	vacance_noun
senegal_propernoun	sénégal_propernoun
flexibilidad_noun	flexibilité_noun
icaro_propernoun	icare_propernoun
arriesgar_verb	risquer_verb
telefónica_propernoun	telefónica_propernoun
adolescente_noun	adolescent_noun
empresa_noun	entreprise_noun
concepción_noun	conception_noun
habitación_noun	chambre_noun
alessandra_propernoun	alessandra_propernoun
son_noun	son_noun
asustar_verb	effaroucher_verb
bonificación_noun	prime_noun
noventa-y-nueve_numeral	quatre-vingt-dix-neuf_numeral
entidad-privada_noun	société-privée_noun
ancestral_adjective	ancestral_adjective
cabo-de-buena-esperanza_propernoun	cap-de-bonne-espérance_propernoun
g8_noun	g8_noun
bruesa_propernoun	bruesa_propernoun
cuajar_verb	cailler_verb
l_adjective	lème_adjective
omt_noun	omt_noun
bengala_noun	fusée_noun
manceba_noun	jeune-fille_noun
bourg-en-bresse_propernoun	bourg-en-bresse_propernoun
navarro_noun	navarrais_noun
disturbio_noun	trouble_noun
karl_propernoun	karl_propernoun
aena_propernoun	aena_propernoun
incorporación_noun	incorporation_noun
guidan_propernoun	guydansk_propernoun
descansar_verb	reposer_verb
rotundidad_noun	rotondité_noun
aritmética_noun	arithmétique_noun
elortza_propernoun	elortza_propernoun
reciclado_adjective	recyclé_adjective
régimen_noun	régime_noun
peregrinaje_noun	pèlerinage_noun
following_propernoun	following_propernoun
aldo_propernoun	aldo_propernoun
dinamitar_verb	dynamiter_verb
torrent_propernoun	torrent_propernoun
autoregeneración_noun	autorégénération_noun
visión_noun	vision_noun
desasimiento_noun	dessaisissement_noun
poner-énfasis-en_verb	mettre-l'accent-sur_verb
jobs_propernoun	jobs_propernoun
assab_propernoun	assab_propernoun
integral_noun	intégrale_noun
familiar_adjective	familier_adjective
noche_noun	nuit_noun
pasar-una-página_verb	tourner-une-page_verb
irresponsablemente_adverb	irresponsablement_adverb
en-pleno-apogeo_adverb	en-plein-essor_adverb
precariedad_noun	précarité_noun
en-el-momento-en-que_subordinatingconjunction	au-moment-où_subordinatingconjunction
yuste_propernoun	yuste_propernoun
kim-ki-duk_propernoun	kim-ki-duk_propernoun
sardina_noun	sardine_noun
camps_propernoun	camps_propernoun
organización_noun	organisation_noun
guante_noun	gant_noun
sargento_noun	sergent_noun
marisol_propernoun	marisol_propernoun
representatividad_noun	représentativité_noun
salivar_verb	saliver_verb
once_numeral	onze_numeral
daimler_propernoun	daimler_propernoun
agua_noun	eau_noun
fruncir_verb	froncer_verb
valor-de-cambio_noun	valeur-d'échange_noun
filosofar_verb	philosopher_verb
murcia_propernoun	murcia_propernoun
acumulación_noun	accumulation_noun
acuñar_verb	frapper_verb
contrato-de-compraventa_noun	contrat-de-vente_noun
quilla_noun	quille_noun
esquife_noun	skiff_noun
pinchar_verb	piquer_verb
fecha_noun	date_noun
nuevamente_adverb	de-nouveau_adverb
burkina-faso_propernoun	burkina-faso_propernoun
desagradable_adjective	maussade_adjective
cincuenta-y-ocho_numeral	cinquante-huit_numeral
lluch_propernoun	lluch_propernoun
merecer_verb	mériter_verb
afincar_verb	établir_verb
ninguno_pronoun	aucun_pronoun
fluido_noun	fluide_noun
cuenta-comercial_noun	compte-commercial_noun
radio-euskadi_propernoun	radio-euskadi_propernoun
noche_noun	soirée_noun
intercomunicación_noun	intercommunication_noun
comportamiento_noun	comportement_noun
despolitización_noun	dépolitisation_noun
microcadena_noun	microchaîne_noun
cabo-cañaveral_propernoun	cap-canaveral_propernoun
martín_propernoun	martín_propernoun
pasarela_noun	passerelle_noun
mena_propernoun	mena_propernoun
setenta-y-ocho_numeral	soixante-dix-huit_numeral
milicia_noun	milice_noun
akarregi_propernoun	akarregi_propernoun
cristiano_adjective	chrétien_adjective
astana_propernoun	astana_propernoun
injusto_adjective	injuste_adjective
reafirmar_verb	réaffirmer_verb
conde_propernoun	conde_propernoun
conjuntamente_adverb	de-concert_adverb
norteamericano_adjective	nord-américain_adjective
correccional_adjective	correctionnel_adjective
borde_noun	bord_noun
ancic_propernoun	ancic_propernoun
faz_noun	face_noun
vallejo_propernoun	vallejo_propernoun
osadía_noun	hardiesse_noun
caucchioli_propernoun	caucchioli_propernoun
delincuencia_noun	délinquance_noun
greenpeace_propernoun	greenpeace_propernoun
arganda_propernoun	arganda_propernoun
rock_noun	rock_noun
digitalizado_adjective	numérisé_adjective
a-pesar-de-que_subordinatingconjunction	lors-même-que_subordinatingconjunction
urtxegi_propernoun	urtxegi_propernoun
mapa_noun	carte_noun
rodear_verb	contourner_verb
altavoz_noun	haut-parleur_noun
anne_propernoun	anne_propernoun
algarada_noun	brouhaha_noun
inmortalidad_noun	immortalité_noun
miguel-ángel-revilla-roiz_propernoun	miguel-ángel-revilla-roiz_propernoun
arriba_adverb	en-haut_adverb
ademola_propernoun	ademola_propernoun
recientemente_adverb	naguère_adverb
ahmadinejad_propernoun	ahmadinejad_propernoun
liguria_propernoun	ligurie_propernoun
agujero_noun	trou_noun
juzgado-de-lo-social_noun	conseil-des-prud'hommes_noun
domesticación_noun	domestication_noun
aureliano_propernoun	aureliano_propernoun
higiene_noun	hygiène_noun
querer-sacar-tajada_verb	vouloir-sa-part-du-gâteau_verb
casi-siempre_adverb	la-plupart-du-temps_adverb
docena_noun	douzaine_noun
brian_propernoun	brian_propernoun
acústicamente_adverb	acoustiquement_adverb
depiladora_noun	épilateur_noun
personal_noun	personnel_noun
afolabi_propernoun	afolabi_propernoun
vaticinar_verb	vaticiner_verb
salir_verb	sortir_verb
pena_noun	peine_noun
cos_noun	cos_noun
lancaster_propernoun	lancaster_propernoun
falta_noun	faute_noun
considerándolo-todo_adverb	tout-bien-considéré_adverb
contracepción_noun	contraception_noun
verano_noun	été_noun
muchamiel_propernoun	muchamiel_propernoun
eligibilidad_noun	éligibilité_noun
jamón_noun	jambon_noun
complicación_noun	complication_noun
puerto-príncipe_propernoun	port-au-prince_propernoun
irún_propernoun	irun_propernoun
asimismo_adverb	également_adverb
coleman_propernoun	coleman_propernoun
bilbo_propernoun	bilbao_propernoun
contratación_noun	embauche_noun
con-el-fin-de_preposition	dans-le-but-de_preposition
complementario_adjective	complémentaire_adjective
proa_noun	proue_noun
benoît_propernoun	benoît_propernoun
autoridad_noun	autorité_noun
ese_determiner	celui-là_determiner
ese_demonstrativepronoun	celui-là_demonstrativepronoun
facturar_verb	facturer_verb
asia_propernoun	asie_propernoun
alquitrán_noun	goudron_noun
emancipación_noun	émancipation_noun
judicialmente_adverb	judiciairement_adverb
compresión_noun	compression_noun
árabe_noun	arabe_noun
salines_propernoun	salinas_propernoun
en_preposition	dans_preposition
ahogar_verb	noyer_verb
l'express_propernoun	l'express_propernoun
rennes_propernoun	rennes_propernoun
oscurecer_verb	foncer_verb
pirineos-atlánticos_propernoun	pyrénées-atlantiques_propernoun
comer_verb	manger_verb
lieberman_propernoun	lieberman_propernoun
prescripción_noun	prescription_noun
abrumador_adjective	accablant_adjective
stanford_propernoun	stanford_propernoun
estructurado_adjective	structuré_adjective
yard_propernoun	yard_propernoun
santiago_propernoun	santiago_propernoun
romero_noun	romarin_noun
agarrar_verb	saisir_verb
ailanto_propernoun	ailanto_propernoun
cano_propernoun	cano_propernoun
antitabaco_adjective	antitabac_adjective
variable_noun	variable_noun
cd_noun	cd_noun
loco_adjective	fou_adjective
markel_propernoun	markell_propernoun
arrojar_verb	lancer_verb
encabezado_adjective	commencé_adjective
bastidor_noun	châssis_noun
talaiberri_propernoun	talaiberri_propernoun
tutelar_verb	protéger_verb
muñeca_noun	poignet_noun
ginebra_propernoun	genève_propernoun
copar_verb	accaparer_verb
esnowboard_noun	snowboard_noun
vicio_noun	vice_noun
iter_propernoun	iter_propernoun
sexismo_noun	sexisme_noun
a-destiempo_adverb	après-coup_adverb
recoletos_propernoun	recoletos_propernoun
autoritarismo_noun	autoritarisme_noun
perfil_noun	profil_noun
calentar_verb	échauffer_verb
radiación_noun	radiation_noun
nepal_propernoun	népal_propernoun
santurtzi_propernoun	santurtzi_propernoun
planeamiento-urbanístico_noun	aménagement-urbain_noun
matrícula_noun	plaque_noun
asamblea-plenaria_noun	assemblée-plénière_noun
venancio_propernoun	venancio_propernoun
por-miedo-a-que_subordinatingconjunction	de-crainte-que_subordinatingconjunction
conchi_propernoun	conchi_propernoun
debe_noun	doit_noun
hrant_propernoun	hrant_propernoun
en-caso-de-urgencia_adverb	en-cas-d'urgence_adverb
gordon-brown_propernoun	gordon-brown_propernoun
kilogramo_noun	kilogramme_noun
mesina_propernoun	messine_propernoun
fiesta_noun	fête_noun
exitoso_adjective	réussi_adjective
mejillón_noun	moule_noun
competir_verb	concourir_verb
urbanización_noun	urbanisation_noun
epidermolisis_noun	épidermolyse_noun
moletta_propernoun	moletta_propernoun
cuenta-transitoria_noun	compte-transitoire_noun
autodefinido_noun	mots-fléchés_noun
shinzo_propernoun	shinzo_propernoun
separatista_noun	séparatiste_noun
alzola_propernoun	alzola_propernoun
agnew_propernoun	agnew_propernoun
disociación_noun	dissociation_noun
saber-nadar-y-guardar-la-ropa_verb	ménager-la-chèvre-et-le-chou_verb
vasco_adjective	basque_adjective
echar-pulso_verb	faire-un-bras-de-fer_verb
nudo_noun	noeud_noun
agatón_propernoun	agathon_propernoun
crónico_adjective	chronique_adjective
inconveniente_adjective	inconvenant_adjective
escritor_noun	écrivain_noun
de-otro-modo_adverb	autrement_adverb
real_adjective	réel_adjective
virginia_propernoun	virginia_propernoun
maxi_propernoun	maxi_propernoun
estadísticamente_adverb	statistiquement_adverb
molino_noun	moulin_noun
preciar_verb	estimer_verb
amortización-del-principal_noun	amortissement-du-principal_noun
mar-de-china-meridional_propernoun	mer-de-chine-méridionale_propernoun
aconsejar_verb	conseiller_verb
cambio_noun	changement_noun
acrobatico_adjective	acrobatique_adjective
olmert_propernoun	olmert_propernoun
exigente_adjective	exigeant_adjective
teriyaki_propernoun	teriyaki_propernoun
kostas-karamanlis_propernoun	kóstas-karamanlís_propernoun
amutxastegi_propernoun	amutxastegi_propernoun
táctica_noun	tactique_noun
ascendente_adjective	ascendant_adjective
indexación_noun	indexation_noun
tramitar_verb	étudier_verb
ola_noun	vague_noun
rango_noun	rang_noun
locomotora_noun	locomotive_noun
nicholson_propernoun	nicholson_propernoun
jim-marurai_propernoun	jim-marurai_propernoun
eventualidad_noun	éventualité_noun
sprint_noun	sprint_noun
conductividad_noun	conductivité_noun
imponible_adjective	imposable_adjective
guerra-y-paz_propernoun	guerre-et-paix_propernoun
notoriamente_adverb	notoirement_adverb
recuperación_noun	reprise_noun
equilibrio_noun	équilibre_noun
frescor_noun	fraîcheur_noun
adulto_noun	adulte_noun
gavà_propernoun	gavà_propernoun
ameztoi_propernoun	ameztoi_propernoun
carlomagno_propernoun	carloman_propernoun
malestar_noun	malaise_noun
coll_propernoun	coll_propernoun
benedicto-xvi_propernoun	benoît-xvi_propernoun
importar-un-bledo_verb	moquer-comme-de-l'an-quarante_verb
deneuve_propernoun	deneuve_propernoun
en-todas-partes_adverb	partout_adverb
bordar_verb	broder_verb
blanco_noun	cible_noun
euskaltzaindia_propernoun	euskaltzaindia_propernoun
frustración_noun	frustration_noun
journal_propernoun	journal_propernoun
rubio_adjective	blond_adjective
aguardar_verb	espérer_verb
forster_propernoun	forster_propernoun
mendizabal_propernoun	mendizabal_propernoun
protestante_adjective	protestant_adjective
áfrica_propernoun	afrique_propernoun
golfo-de-aden_propernoun	golfe-d'aden_propernoun
amistad_noun	amitié_noun
iraq_propernoun	iraq_propernoun
kutxasocial_propernoun	kutxasocial_propernoun
chiíta_adjective	chiite_adjective
asegurador_noun	assureur_noun
hasta-nueva-orden_subordinatingconjunction	jusqu'à-nouvel-ordre_subordinatingconjunction
experto_adjective	expert_adjective
aleandro_propernoun	aleandro_propernoun
oponer_verb	opposer_verb
envergadura_noun	envergure_noun
favorecedor_adjective	favorable_adjective
setenta-y-siete_numeral	soixante-dix-sept_numeral
negroponte_propernoun	negroponte_propernoun
bacalao_noun	morue_noun
decimoquinto_adjective	quinzième_adjective
fer_noun	fer_noun
gipuzkoa_propernoun	guipuscoa_propernoun
benjamín-netanyahu_propernoun	benyamin-netanyahou_propernoun
gerard_propernoun	gerard_propernoun
agustina_propernoun	agustina_propernoun
treinta-y-tres_numeral	trente-trois_numeral
afganistán_propernoun	afghanistan_propernoun
base_noun	base_noun
describir_verb	décrire_verb
debré_propernoun	debré_propernoun
rogar_verb	supplier_verb
dar-de-baja_verb	désabonner_verb
funafuti_propernoun	funafuti_propernoun
mar-del-este_propernoun	mer-de-l'est_propernoun
acercamiento_noun	rapprochement_noun
interactivo_adjective	interactif_adjective
tempranillo_noun	tempranillo_noun
patinar_verb	patiner_verb
reeves_propernoun	reeves_propernoun
amonestar_verb	admonester_verb
indiferamente_adverb	indifféremment_adverb
acorde-con_preposition	en-accord-avec_preposition
arakistain_propernoun	arakistain_propernoun
lee-hsien-loong_propernoun	lee-hsien-loong_propernoun
exageración_noun	exagération_noun
extracontractual_adjective	extracontractuel_adjective
glaciar_noun	glacier_noun
thuram_propernoun	thuram_propernoun
desforestación_noun	déforestation_noun
según_subordinatingconjunction	d'après_subordinatingconjunction
constatar_verb	constater_verb
ilustrador_adjective	illustratif_adjective
amanda_propernoun	amanda_propernoun
uganda_propernoun	ouganda_propernoun
marco_propernoun	marco_propernoun
cepillo_noun	brosse_noun
alá_propernoun	alá_propernoun
gratamente_adverb	agréablement_adverb
destrozar_verb	ravager_verb
entidad-benéfica_noun	association-caritative_noun
socialismo_noun	socialisme_noun
luisa_propernoun	luisa_propernoun
vertido_noun	rejet_noun
menéndez_propernoun	menéndez_propernoun
nestlé_propernoun	nestlé_propernoun
tele_noun	télé_noun
damasco_propernoun	damas_propernoun
respetable_adjective	respectable_adjective
distrito-postal_noun	bureau-distributeur_noun
revista_noun	revue_noun
válvula_noun	soupape_noun
inundar_verb	inonder_verb
anfitrión_adjective	amphitryon_adjective
sheraton_propernoun	sheraton_propernoun
islas-norfolk_propernoun	île-norfolk_propernoun
servir_verb	servir_verb
residual_adjective	résiduel_adjective
gráfico_noun	graphique_noun
golfo-de-león_propernoun	golfe-du-lion_propernoun
thaksin_propernoun	thaksin_propernoun
beaskoetxea_propernoun	beaskoetxea_propernoun
mariana_propernoun	mariana_propernoun
gurpegi_propernoun	gurpegi_propernoun
sumamente_adverb	extrêmement_adverb
phnom-penh_propernoun	phnom-penh_propernoun
nochevieja_noun	saint-sylvestre_noun
clase-de-operación_noun	type-d'opération_noun
ibaeta_propernoun	ibaeta_propernoun
ingeniería_noun	ingénierie_noun
alaksi_propernoun	alaksi_propernoun
reiterado_adjective	réitéré_adjective
celebración_noun	célébration_noun
prefecto_noun	préfet_noun
soplar_verb	souffler_verb
fácilmente_adverb	aisément_adverb
feudo_noun	fief_noun
stéphanie_propernoun	stéphanie_propernoun
masivo_adjective	massif_adjective
broche-de-oro_noun	couronement_noun
iris_propernoun	iris_propernoun
rrhh_noun	rh_noun
abornikano_propernoun	abornikano_propernoun
habladuría_noun	bavardage_noun
conducta_noun	conduite_noun
cuando_relativepronoun	quand_relativepronoun
gambia_propernoun	gambie_propernoun
apostante_noun	parieur_noun
polémica_noun	polémique_noun
tormo_propernoun	tormo_propernoun
imposible_adjective	impossible_adjective
notable_adjective	notable_adjective
generoso_adjective	généreux_adjective
financiero_adjective	financier_adjective
setenta-y-seis_numeral	soixante-seize_numeral
seguro_adverb	sûr_adverb
ugt_noun	ugt_noun
gana_noun	faim_noun
ikurriña_noun	drapeau-du-pays-basque_noun
redistribución_noun	redistribution_noun
lógica_noun	logique_noun
natixis_propernoun	natixis_propernoun
arreglar_verb	arranger_verb
sexista_adjective	sexiste_adjective
profesional_adjective	professionnel_adjective
est_noun	est_noun
abascal_propernoun	abascal_propernoun
asamblea-constituyente_propernoun	assemblèe-constituante_propernoun
realista_adjective	réaliste_adjective
bartomeu_propernoun	bartomeu_propernoun
dorsal_adjective	dorsal_adjective
endurecimiento_noun	durcissement_noun
xenófobo_adjective	xénophobe_adjective
inhabitabilidad_noun	inhabitabilité_noun
línea_noun	ligne_noun
plaza_noun	poste_noun
tinharé_propernoun	tinharé_propernoun
likud_propernoun	likoud_propernoun
chayanne_propernoun	chayanne_propernoun
considerar_verb	envisager_verb
afgano_noun	afghan_noun
en-lo-relativo-a_preposition	au-sujet-de_preposition
tirar-un-córner_verb	tirer-un-corner_verb
gerry_propernoun	gerry_propernoun
puerto-españa_propernoun	port-d'espagne_propernoun
selecto_adjective	sélect_adjective
hortícola_adjective	horticole_adjective
dar-una-vuelta_verb	faire-un-tour_verb
encina_noun	yeuse_noun
interviniente_adjective	intervenant_adjective
inglaterra_propernoun	angleterre_propernoun
englobar_verb	englober_verb
fofonov_propernoun	fofonov_propernoun
lanzamiento_noun	lancement_noun
pizarro_propernoun	pizarro_propernoun
caronte_propernoun	charon_propernoun
l_noun	l_noun
proceso-de-datos_noun	traitement-de-données_noun
aranburu_propernoun	aranburu_propernoun
datar_verb	dater_verb
embaldosar_verb	daller_verb
josé-luis-rodríguez-zapatero_propernoun	josé-luis-rodríguez-zapatero_propernoun
indebido_adjective	indu_adjective
aborto_noun	avortement_noun
señor_noun	monsieur_noun
a-partir-de-ahora_adverb	désormais_adverb
acebuche_propernoun	acebuche_propernoun
inadecuado_adjective	inapproprié_adjective
anciano_noun	ancien_noun
sascha_propernoun	sascha_propernoun
caramelo_noun	bonbon_noun
casting_noun	casting_noun
arraigar_verb	enraciner_verb
aloña_propernoun	aloña_propernoun
en-el-transcurso-de_preposition	au-cours-de_preposition
presentación_noun	présentation_noun
insistencia_noun	insistance_noun
freno_noun	frein_noun
molestia_noun	gêne_noun
alteza_noun	altesse_noun
este_determiner	ce_determiner
este_pronoun	ce_pronoun
este_determiner	ce_determiner
este_demonstrativepronoun	ce_demonstrativepronoun
este_demonstrativepronoun	ce_demonstrativepronoun
este_pronoun	ce_pronoun
este_determiner	ce_determiner
este_demonstrativepronoun	ce_demonstrativepronoun
cronometraje_noun	chronométrage_noun
blanco_noun	blanc_noun
tratar-a-cuerpo-de-rey_verb	traiter-aux-petits-oignons_verb
accidentalmente_adverb	accidentellement_adverb
anesvad_noun	anesvad_noun
costumbre_noun	coutume_noun
aar_propernoun	aar_propernoun
ángela_propernoun	ángela_propernoun
anton_propernoun	anton_propernoun
bianchi_propernoun	bianchi_propernoun
base-imponible-minorada_noun	base-d'imposition-diminué_noun
jerjes_propernoun	xerxès_propernoun
preocupado_adjective	soucieux_adjective
encarnación_noun	incarnation_noun
radio_noun	radio_noun
casandro_propernoun	cassandre_propernoun
insulindia_propernoun	insulinde_propernoun
combatir_verb	combattre_verb
localidad-de-expedición_noun	lieu-d'expédition_noun
solicitud_noun	sollicitude_noun
guerras-púnicas_propernoun	guerres-puniques_propernoun
dulce_noun	sucrerie_noun
nuevo_adjective	neuf_adjective
chalé_noun	pavillon_noun
en-el-transcurso-de_preposition	en-cours-de_preposition
recaer_verb	retomber_verb
betty_propernoun	betty_propernoun
bourges_propernoun	bourges_propernoun
cuello_noun	encolure_noun
innovar_verb	innover_verb
frecuentar_verb	hanter_verb
anti-edad_adjective	anti-âge_adjective
contribuyente_adjective	contribuable_adjective
hedge-fund_noun	hedge-fund_noun
herrador_noun	maréchal-ferrant_noun
ministerio_noun	ministère_noun
alconchel_propernoun	alconchel_propernoun
representativo_adjective	représentatif_adjective
upn_noun	upn_noun
yúschenko_propernoun	iouchtchenko_propernoun
trópico-de-capricornio_propernoun	tropique-du-capricorne_propernoun
conductor_adjective	conducteur_adjective
monopolio_noun	monopole_noun
obtener_verb	obtenir_verb
pyongyang_propernoun	pyongyang_propernoun
acnc_noun	acnc_noun
mortal_adjective	mortel_adjective
gracioso_adjective	drôle_adjective
eta_propernoun	eta_propernoun
kortezubi_propernoun	kortezubi_propernoun
head_propernoun	head_propernoun
diferenciación_noun	différenciation_noun
instauración_noun	instauration_noun
mar-negro_propernoun	mer-noire_propernoun
hermes_propernoun	hermes_propernoun
costarricense_adjective	costaricien_adjective
acobardar_verb	intimider_verb
nacionalista_noun	nationaliste_noun
misión_noun	mission_noun
registro-de-la-propiedad_noun	registre-foncier_noun
villalonga_propernoun	villalonga_propernoun
denuncia_noun	dénonciation_noun
dar-el-visto-bueno_verb	donner-son-accord_verb
el-día-siguiente_noun	lendemain_noun
al-parecer_adverb	apparemment_adverb
atacar-los-nervios_verb	taper-sur-les-nerfs_verb
día-de-vencimiento_noun	jour-d'échéance_noun
mijaíl-gorbachov_propernoun	mikhaïl-gorbatchev_propernoun
concertación_noun	concertation_noun
larraun_propernoun	larraun_propernoun
insalubridad_noun	insalubrité_noun
alaitz_propernoun	alaitz_propernoun
trinidad_propernoun	trinité_propernoun
reagrupación_noun	regroupement_noun
saunier_propernoun	saunier_propernoun
bilbao-basket_propernoun	bilbao-basket_propernoun
injerto_noun	greffe_noun
espino_propernoun	espino_propernoun
sucrerie-de-bourbon-tay-ninh_propernoun	sucrerie-de-bourbon-tay-ninh_propernoun
mortero_noun	mortier_noun
procter_propernoun	procter_propernoun
eibar_propernoun	eibar_propernoun
roma_propernoun	rome_propernoun
hélène_propernoun	hélène_propernoun
anochecer_verb	commencer-à-faire-nuit_verb
santo-tomás-de-aquino_propernoun	saint-thomas-d'aquin_propernoun
territorio-británico-en-el-océano-índico_propernoun	territoire-britannique-de-l'océan-indien_propernoun
bernadette_propernoun	bernadette_propernoun
andikoetxea_propernoun	andikoetxea_propernoun
barbanza_propernoun	barbanza_propernoun
fontaine_propernoun	fontaine_propernoun
peruano_noun	péruvien_noun
lámina-a-plazo_noun	tranche-à-terme_noun
ventanal_noun	baie-vitrée_noun
macizo-central_propernoun	massif-central_propernoun
baltasar_propernoun	baltasar_propernoun
contención_noun	contention_noun
asepeyo_propernoun	asepeyo_propernoun
llegar-a-la-suela-del-zapato_verb	arriver-à-la-cheville_verb
anchoa_noun	anchois_noun
