positioner_noun	posicionador_noun
hornos_propernoun	hornos_propernoun
confusion_noun	confusió_noun
bois-de-boulogne_propernoun	bois-de-boulogne_propernoun
in-general-terms_adverb	en-termes-generals_adverb
autoagglutination_noun	autoaglutinació_noun
bitterness_noun	amargor_noun
mold_verb	emmotllar_verb
melinda_propernoun	melinda_propernoun
resonant_adjective	ressonant_adjective
nebulizer_noun	nebulitzador_noun
guiliano_propernoun	guiliano_propernoun
untiringly_adverb	incansablement_adverb
be-born_verb	néixer_verb
divisive_adjective	divisiu_adjective
scratch_noun	rascada_noun
flood_verb	inundar_verb
alexiana_propernoun	alexiana_propernoun
granularity_noun	granularitat_noun
notoriously_adverb	notòriament_adverb
keira_propernoun	keira_propernoun
flavanthrene_noun	flavantrona_noun
poncho_noun	ponxo_noun
somewhere_adverb	en-algun-lloc_adverb
simple_adjective	senzill_adjective
cyrille_propernoun	cyrille_propernoun
commonwealth_propernoun	commonwealth_propernoun
cardiel_propernoun	cardiel_propernoun
question-mark_noun	signe-d'interrogació_noun
bioclimatic_adjective	bioclimàtic_adjective
de-facto_adjective	de-facto_adjective
kaylie_propernoun	kaylie_propernoun
wedding_noun	casament_noun
daigneault_propernoun	daigneault_propernoun
falsity_noun	falsedat_noun
honorine_propernoun	honorine_propernoun
suckle_verb	alletar_verb
anorthite_noun	anortita_noun
french_noun	francès_noun
too-much_adjective	massa_adjective
coutu_propernoun	coutu_propernoun
aumatell_propernoun	aumatell_propernoun
andreu-nin_propernoun	andreu-nin_propernoun
agree_verb	estar-d'acord_verb
squirrel_noun	esquirol_noun
condenser_noun	condensador_noun
intermittent_adjective	intermitent_adjective
asian_adjective	asiàtic_adjective
next-sunday_adverb	el-proper-diumenge_adverb
carding_noun	cardatge_noun
emmalee_propernoun	emmalee_propernoun
evelin_propernoun	evelin_propernoun
doping_noun	dopatge_noun
citrine_noun	citrina_noun
crete_propernoun	creta_propernoun
elijah_propernoun	elijah_propernoun
diamond_noun	diamant_noun
time-trial_noun	prova-contrarellotge_noun
longevity_noun	longevitat_noun
disconcerting_adjective	desconcertant_adjective
s&p-tsx_propernoun	s&p-tsx_propernoun
sailor_noun	mariner_noun
polemical_adjective	polèmic_adjective
rescue_noun	rescat_noun
breakfast_noun	desdejuni_noun
jorge-mas-canosa_propernoun	jorge-mas-canosa_propernoun
owen_propernoun	owen_propernoun
neuronal_adjective	neuronal_adjective
steel_verb	acerar_verb
atiyah_propernoun	atiyah_propernoun
monk_propernoun	monk_propernoun
lacombe_propernoun	lacombe_propernoun
creak_verb	grinyolar_verb
incontestable_adjective	incontestable_adjective
cayman-islands_propernoun	illes-caiman_propernoun
graphite_noun	grafit_noun
permit_verb	permetre_verb
small_adjective	menut_adjective
below-cost_adverb	per-sota-del-cost-establert_adverb
nitrate_noun	nitrat_noun
anti-doping-control_noun	control-antidopatge_noun
pen_noun	bolígraf_noun
hermit_noun	ermità_noun
taleb_propernoun	taleb_propernoun
bolivian_adjective	bolivià_adjective
gédéon_propernoun	gédéon_propernoun
surplus_noun	excedent_noun
umbel_noun	umbel·la_noun
spinet_noun	espineta_noun
myopathy_noun	miopatia_noun
jean-michel_propernoun	jean-michel_propernoun
awan_propernoun	awan_propernoun
afonso_propernoun	afonso_propernoun
scepticism_noun	escepticisme_noun
else_adverb	més_adverb
affluent_adjective	ric_adjective
perineum_noun	perineu_noun
cajuste_propernoun	cajuste_propernoun
indecisive_adjective	indecisiu_adjective
stain_verb	tacar_verb
morera_propernoun	morera_propernoun
travelling-saleswoman_noun	viatjant_noun
redenta_propernoun	redenta_propernoun
aupin_propernoun	aupin_propernoun
fail_verb	fallir_verb
potter_propernoun	potter_propernoun
jamaican_adjective	jamaicà_adjective
frattini_propernoun	frattini_propernoun
strontium_noun	estronci_noun
withdrawal_noun	retirada_noun
lepitre_propernoun	lepitre_propernoun
fifi_propernoun	fifi_propernoun
melomaniac_noun	melòman_noun
dederika_propernoun	dederika_propernoun
pontbriand_propernoun	pontbriand_propernoun
delasablonnière_propernoun	delasablonnière_propernoun
hornblende_noun	hornblenda_noun
overly_adverb	massa_adverb
ken_verb	conèixer_verb
undervoltage_noun	subtensió_noun
best-regards_interjection	salutacions-cordials_interjection
atrocity_noun	barbaritat_noun
stub_noun	burilla_noun
beautifully_adverb	bellament_adverb
mole_noun	mol_noun
lay-off_verb	acomiadar_verb
pass_noun	passada_noun
hoyos_propernoun	hoyos_propernoun
spectacularly_adverb	espectacularment_adverb
donovan_propernoun	donovan_propernoun
mckenzie_propernoun	mckenzie_propernoun
firmament_noun	firmament_noun
indigestible_adjective	indigerible_adjective
primitiva_propernoun	primitiva_propernoun
lavoie_propernoun	lavoie_propernoun
brigitte_propernoun	brigitte_propernoun
ship_noun	nau_noun
misconception_noun	confusió_noun
abuse_noun	abús_noun
agrometeorology_noun	agrometeorologia_noun
jefferson_propernoun	jefferson_propernoun
ods_noun	ods_noun
palaentologist_noun	paleontòleg_noun
nonviolence_noun	no-violència_noun
investiture_noun	investidura_noun
marketing_noun	màrqueting_noun
overdose_noun	sobredosi_noun
pistil_noun	pistil_noun
plane_noun	pla_noun
batallion_noun	batalló_noun
collate_verb	acarar_verb
phoenix_propernoun	phoenix_propernoun
sergei_propernoun	sergei_propernoun
compound_noun	compost_noun
at-the-crack-of-dawn_adverb	a-trenc-d'alba_adverb
aureliano_propernoun	aureliano_propernoun
telfort_propernoun	telfort_propernoun
uniformed_adjective	desinformat_adjective
ellyn_propernoun	ellyn_propernoun
south-african_adjective	sud-africà_adjective
search-for_verb	cercar_verb
thematic_adjective	temàtic_adjective
stressed_adjective	accentuat_adjective
vesical_adjective	vesical_adjective
hypnotherapy_noun	hipnoteràpia_noun
amelie_propernoun	amelie_propernoun
scrapping_noun	desballestament_noun
geronimo_propernoun	geronimo_propernoun
carolyne-mas_propernoun	carolyne-mas_propernoun
hostess_noun	hoste_noun
gahariet_propernoun	gahariet_propernoun
song_noun	cant_noun
geographer_noun	geògraf_noun
mérida_propernoun	mèrida_propernoun
beppe_propernoun	beppe_propernoun
capacity_noun	aforament_noun
cónsul_propernoun	cónsul_propernoun
agave_noun	agave_noun
preamble_noun	preàmbul_noun
iruela_propernoun	iruela_propernoun
hillside_noun	vessant_noun
electrotechnics_noun	electrotècnia_noun
oddly-enough_adverb	de-manera-força-estranya_adverb
nicely_adverb	amablement_adverb
give-off_verb	emetre_verb
fiola_propernoun	fiola_propernoun
schizophrenic_adjective	esquizofrènic_adjective
flamethrower_noun	llançaflames_noun
kenny_propernoun	kenny_propernoun
interpose_verb	interposar_verb
manquel_propernoun	manquel_propernoun
half_adverb	mig_adverb
continentality_noun	continentalitat_noun
dialectalism_noun	dialectalisme_noun
pedreña_propernoun	pedreña_propernoun
profoundly_adverb	profundament_adverb
residential_adjective	residencial_adjective
bell_noun	campana_noun
karyology_noun	cariologia_noun
christie_propernoun	christie_propernoun
arantxa_propernoun	arantxa_propernoun
albesa_propernoun	albesa_propernoun
rotafriction_noun	rotofricció_noun
ally_propernoun	ally_propernoun
adapt_verb	adequar_verb
fishplate_noun	eclissa_noun
llopart_propernoun	llopart_propernoun
dance_noun	ball_noun
by-the-week_adverb	a-la-setmana_adverb
stagnate_verb	estancar_verb
skilled_adjective	especialitzat_adjective
bernadó_propernoun	bernadó_propernoun
jeanette_propernoun	jeanette_propernoun
ferraz_propernoun	ferraz_propernoun
rise_verb	augmentar_verb
dartmoor_propernoun	dartmoor_propernoun
villalobos_propernoun	villalobos_propernoun
supported_adjective	suportat_adjective
maverick_adjective	inconformista_adjective
inaugurate_verb	inaugurar_verb
lagimonière_propernoun	lagimonière_propernoun
basophile_adjective	basòfil_adjective
beaudoin_propernoun	beaudoin_propernoun
hail_verb	pedregar_verb
mountain-range_noun	serralada_noun
marquess_noun	marquès_noun
illustration_noun	il·lustració_noun
unitary_adjective	unitari_adjective
penelope_propernoun	penelope_propernoun
isadora_propernoun	isadora_propernoun
first-of-all_adverb	abans-de-res_adverb
supersaturation_noun	sobresaturació_noun
imprison_verb	empresonar_verb
prolong_verb	prolongar_verb
xuclá_propernoun	xuclá_propernoun
fancy_verb	agradar_verb
jagger_propernoun	jagger_propernoun
henri_propernoun	henri_propernoun
rué_propernoun	rué_propernoun
barbeau_propernoun	barbeau_propernoun
adroit_adjective	hàbil_adjective
one_pronoun	hom_pronoun
taxi-driver_noun	taxista_noun
bessette_propernoun	bessette_propernoun
share_noun	acció_noun
wainwright_propernoun	wainwright_propernoun
ejection_noun	expulsió_noun
teaspoon_noun	cullereta_noun
pacific_propernoun	pacífic_propernoun
synaptic_adjective	sinàptic_adjective
flanders_propernoun	flanders_propernoun
widely_adverb	amplament_adverb
fioralba_propernoun	fioralba_propernoun
gasa_propernoun	gasa_propernoun
co-owner_noun	copropietari_noun
spend_verb	dedicar_verb
half_noun	meitat_noun
mitsubishi_propernoun	mitsubishi_propernoun
diesel_noun	dièsel_noun
proctor_propernoun	proctor_propernoun
august_noun	agost_noun
bay-of-biscay_propernoun	cantàbric_propernoun
reynaldo_propernoun	reynaldo_propernoun
annihilate_verb	aniquilar_verb
denote_verb	denotar_verb
fuchs_propernoun	fuchs_propernoun
thus_subordinatingconjunction	per-això_subordinatingconjunction
workday_noun	dia-de-treball_noun
lawsuit_noun	plet_noun
phacomatosis_noun	facomatosi_noun
feature_verb	presentar_verb
fruit_noun	fruit_noun
marijuana_noun	marihuana_noun
ardour_noun	cremor_noun
firmin_propernoun	firmin_propernoun
kenia_propernoun	kenia_propernoun
acanthocyte_noun	acantòcit_noun
paresis_noun	parèsia_noun
by-chance_adverb	per-casualitat_adverb
meira_propernoun	meira_propernoun
pantry_noun	rebost_noun
ruest_propernoun	ruest_propernoun
sayago_propernoun	sayago_propernoun
bois-de-vincennes_propernoun	bois-de-vincennes_propernoun
ten_noun	desena_noun
into-position_adverb	a-lloc_adverb
stutter_noun	quequeig_noun
smectite_noun	esmectita_noun
earn_verb	guanyar_verb
sand_propernoun	sand_propernoun
mandator_noun	mandatari_noun
gou_propernoun	gou_propernoun
olivencia_propernoun	olivencia_propernoun
repress_verb	reprimir_verb
sidonio_propernoun	sidonio_propernoun
colophon_noun	colofó_noun
quintiliano_propernoun	quintiliano_propernoun
award_verb	guardonar_verb
mujal_propernoun	mujal_propernoun
enquiry_noun	consulta_noun
familiar_adjective	familiar_adjective
from-overseas_adverb	des-de-l'estranger_adverb
breaststroke_noun	braça_noun
masa_propernoun	masa_propernoun
psychodiagnosis_noun	psicodiagnòstic_noun
oviedo_propernoun	oviedo_propernoun
stringer_propernoun	stringer_propernoun
kameron_propernoun	kameron_propernoun
aurelien_propernoun	aurelien_propernoun
protectionism_noun	proteccionisme_noun
fadwa_propernoun	fadwa_propernoun
borneo_propernoun	borneo_propernoun
sanabra_propernoun	sanabra_propernoun
lane_noun	camí_noun
nepomucena_propernoun	nepomucena_propernoun
moscato_propernoun	moscato_propernoun
involuntarily_adverb	involuntàriament_adverb
sonny_propernoun	sonny_propernoun
careful_adjective	prudent_adjective
reverse_verb	fer-marxa-enrere_verb
city-council_noun	alcaldia_noun
push_noun	espenta_noun
attendant_noun	encarregat_noun
many_pronoun	molts_pronoun
porridge_noun	farinetes_noun
rice_noun	arròs_noun
back_adjective	posterior_adjective
saw_verb	serrar_verb
percolation_noun	percolació_noun
architrave_noun	arquitrau_noun
alena_propernoun	alena_propernoun
distrust_noun	desconfiança_noun
dealing_noun	tràfic_noun
start_noun	inici_noun
vézina_propernoun	vézina_propernoun
etymologically_adverb	etimològicament_adverb
apology_noun	disculpa_noun
parathyroidectomy_noun	paratiroïdectomia_noun
sennett_propernoun	sennett_propernoun
child_noun	xiquet_noun
pipe_noun	tub_noun
paris_propernoun	parís_propernoun
immune_adjective	immunitari_adjective
madilyn_propernoun	madilyn_propernoun
facility_noun	instal·lació_noun
calibrate_verb	calibrar_verb
panic_noun	pànic_noun
stack_noun	pila_noun
pan_noun	casserola_noun
obradors_propernoun	obradors_propernoun
godofredo_propernoun	godofredo_propernoun
galactopoiesis_noun	galactopoesi_noun
yearn_verb	anhelar_verb
nobody_pronoun	ningú_pronoun
moorcock_propernoun	moorcock_propernoun
fahrenheit_propernoun	fahrenheit_propernoun
in-the-dead-of-winter_adverb	a-ple-hivern_adverb
grow_verb	cultivar_verb
darryl_propernoun	darryl_propernoun
intrusion_noun	intrusió_noun
justifiable_adjective	justificable_adjective
be-hungry_verb	tenir-fam_verb
egidio_propernoun	egidio_propernoun
cebele_propernoun	cebele_propernoun
coat_noun	capa_noun
coulombe_propernoun	coulombe_propernoun
deploy_verb	desplegar_verb
nottingham_propernoun	nottingham_propernoun
sanscartier_propernoun	sanscartier_propernoun
genover-mas_propernoun	genover-mas_propernoun
bribery_noun	suborn_noun
osama_propernoun	osama_propernoun
homer_propernoun	homer_propernoun
deceitfully_adverb	amb-falsedat_adverb
freixa_propernoun	freixa_propernoun
pirate_noun	pirata_noun
chuck_propernoun	chuck_propernoun
taper_verb	afuar_verb
in-the-least_adverb	en-absolut_adverb
bolometer_noun	bolòmetre_noun
alaminos_propernoun	alaminos_propernoun
plumage_noun	plomatge_noun
firmly_adverb	fermament_adverb
drain_verb	desguassar_verb
rawalpindi_propernoun	rawalpindi_propernoun
the_pronoun	el_pronoun
the_determiner	el_determiner
the_pronoun	el_pronoun
the_determiner	el_determiner
the_determiner	el_determiner
the_pronoun	el_pronoun
the_determiner	el_determiner
suit_verb	adaptar_verb
battlefront_noun	front-de-batalla_noun
glumly_adverb	amb-tristesa_adverb
eusko-label_propernoun	eusko-label_propernoun
rinse_noun	esbandida_noun
nathanial_propernoun	nathanial_propernoun
ainsley_propernoun	ainsley_propernoun
cripple_verb	paralitzar_verb
exit_noun	eixida_noun
de-andrés_propernoun	de-andrés_propernoun
sporadically_adverb	esporàdicament_adverb
iridescence_noun	iridescència_noun
lintel_noun	llinda_noun
hutchence_propernoun	hutchence_propernoun
mine_adjective	meu_adjective
mine_possessivepronoun	meu_possessivepronoun
mine_possessivepronoun	meu_possessivepronoun
mine_possessivepronoun	meu_possessivepronoun
groundhog_noun	marmota_noun
symmetry_noun	simetria_noun
short-story_noun	conte_noun
royalty_noun	dret_noun
olivio_propernoun	olivio_propernoun
plasmid_noun	plasmidi_noun
fiberglass_noun	fibra-de-vidre_noun
comerma_propernoun	comerma_propernoun
correlate_verb	correlacionar_verb
auburn_propernoun	auburn_propernoun
robustiana_propernoun	robustiana_propernoun
zeballos_propernoun	zeballos_propernoun
inextricably_adverb	inextricablement_adverb
he_propernoun	he_propernoun
obsessive_adjective	obsessiu_adjective
perla_propernoun	perla_propernoun
naturhouse-castro_propernoun	naturhouse-castro_propernoun
ideally_adverb	idealment_adverb
paper_noun	paper_noun
rastrojo_propernoun	rastrojo_propernoun
malta_propernoun	malta_propernoun
berzosa_propernoun	berzosa_propernoun
sovereign_adjective	sobirà_adjective
see-the-joke_verb	veure-la-gràcia_verb
stiffen_verb	enrigidir_verb
aneurism_noun	aneurisma_noun
amenable_adjective	dòcil_adjective
stove_noun	estufa_noun
hers_adjective	seu_adjective
hers_possessivepronoun	seu_possessivepronoun
hers_adjective	seu_adjective
hers_possessivepronoun	seu_possessivepronoun
hers_possessivepronoun	seu_possessivepronoun
precedent_noun	precedent_noun
secretly_adverb	en-secret_adverb
self-determination_noun	autodeterminació_noun
mesothorium_noun	mesotori_noun
cuadras_propernoun	cuadras_propernoun
abu-dhabi_propernoun	abu-dhabi_propernoun
pyrite_noun	pirita_noun
culinary_adjective	culinari_adjective
subsume_verb	subsumir_verb
concord_noun	concòrdia_noun
hispanicism_noun	hispanisme_noun
welburn_propernoun	welburn_propernoun
replenish_verb	reomplir_verb
luciliano_propernoun	luciliano_propernoun
quantise_verb	quantificar_verb
synchronisation_noun	sincronització_noun
cologarithm_noun	cologaritme_noun
manifest_verb	manifestar_verb
than_subordinatingconjunction	que_subordinatingconjunction
plurality_noun	pluralitat_noun
meza_propernoun	meza_propernoun
inconceivable_adjective	inconcebible_adjective
venule_noun	vènula_noun
late-in-the-night_adverb	tard-a-la-nit_adverb
sms_noun	sms_noun
halum_propernoun	halum_propernoun
daragon_propernoun	daragon_propernoun
françois_propernoun	françois_propernoun
hypopituitarism_noun	hipopituïtarisme_noun
uranus_propernoun	urà_propernoun
above_adverb	dalt_adverb
essex_propernoun	essex_propernoun
roquefort_noun	rocafort_noun
cruelly_adverb	cruelment_adverb
marcelina_propernoun	marcelina_propernoun
ribosomal_adjective	ribosòmic_adjective
love_verb	voler_verb
trismus_noun	trisme_noun
matilla_propernoun	matilla_propernoun
at-the-time-of_preposition	a-l'hora-de_preposition
recognizably_adverb	reconeixiblement_adverb
grönfeldt-bergman_propernoun	grönfeldt-bergman_propernoun
selby_propernoun	selby_propernoun
downtown_adjective	cèntric_adjective
conoid_noun	conoide_noun
signature_noun	firma_noun
judgement_noun	sentència_noun
turkmenistan_propernoun	turkmenistan_propernoun
laurens_propernoun	laurens_propernoun
soma_noun	soma_noun
brewster_propernoun	brewster_propernoun
facetiously_adverb	irònicament_adverb
oriol_propernoun	oriol_propernoun
fifty-ninth_adjective	cinquanta-novè_adjective
thirteen-thousand_numeral	tretze-mil_numeral
shot_noun	tir_noun
resorting_noun	reordenació_noun
rosella_propernoun	rosella_propernoun
simplicity_noun	senzillesa_noun
raffaele_propernoun	raffaele_propernoun
anissa_propernoun	anissa_propernoun
sorites_noun	sorites_noun
francoeur_propernoun	francoeur_propernoun
talleyrand-périgord_propernoun	talleyrand-périgord_propernoun
felting_noun	enfeltrament_noun
agora_noun	àgora_noun
polytheist_noun	politeista_noun
marine_noun	marina_noun
venne_propernoun	venne_propernoun
bazan_propernoun	bazan_propernoun
mixture_noun	mescla_noun
ethnocide_noun	etnocidi_noun
businesswoman_noun	dona-de-negocis_noun
adorno_propernoun	adorno_propernoun
sorcery_noun	fetilleria_noun
idealism_noun	idealisme_noun
enumerate_verb	enumerar_verb
ergonomical_adjective	ergonòmic_adjective
drug-addiction_noun	drogoaddicció_noun
gianpaolo_propernoun	gianpaolo_propernoun
into-disgrace_adverb	en-desgràcia_adverb
phylogenesis_noun	filogènesi_noun
velocipede_noun	velocípede_noun
bucket_noun	catúfol_noun
tenth_adjective	desè_adjective
jerry_propernoun	jerry_propernoun
barycenter_noun	baricentre_noun
commerce_noun	comerç_noun
equivalent_noun	equivalent_noun
miravete_propernoun	miravete_propernoun
hominid_noun	homínid_noun
galvanometer_noun	galvanòmetre_noun
follow_verb	seguir_verb
asencio_propernoun	asencio_propernoun
incorporation_noun	incorporació_noun
dalessandro_propernoun	dalessandro_propernoun
retting_noun	enriuatge_noun
calvillo_propernoun	calvillo_propernoun
auger_propernoun	auger_propernoun
cantata_noun	cantata_noun
nudist_adjective	nudista_adjective
céré_propernoun	céré_propernoun
fivefold_adjective	quíntuple_adjective
collard_propernoun	collard_propernoun
gallifrey_propernoun	gallifrey_propernoun
robin_noun	pit-roig_noun
nathaniel_propernoun	nathaniel_propernoun
hen_noun	gallina_noun
conduction_noun	conducció_noun
south-dakota_propernoun	dakota-del-sud_propernoun
spirit_noun	esperit_noun
pickle_noun	decapant_noun
irénée_propernoun	irénée_propernoun
nature_noun	caràcter_noun
healing_noun	guariment_noun
calico_noun	calicó_noun
debian-lenny_propernoun	debian-lenny_propernoun
caruana_propernoun	caruana_propernoun
bidirectional_adjective	bidireccional_adjective
marcus_propernoun	marcus_propernoun
busquets_propernoun	busquets_propernoun
pneumatomediastinum_noun	pneumatomediastí_noun
honor_verb	honrar_verb
abel_propernoun	abel_propernoun
rollin_propernoun	rollin_propernoun
marlés_propernoun	marlés_propernoun
abdulla_propernoun	abdulla_propernoun
falangist_noun	falangista_noun
less_adjective	menys_adjective
recruitment_noun	reclutament_noun
welch_propernoun	welch_propernoun
ascent_noun	ascens_noun
product_noun	producte_noun
nereo_propernoun	nereo_propernoun
soutière_propernoun	soutière_propernoun
macrocephaly_noun	macrocefàlia_noun
sanz_propernoun	sanz_propernoun
brook_noun	rierol_noun
bastille_propernoun	bastille_propernoun
systematisation_noun	sistematització_noun
stroke_noun	colp_noun
phenomenal_adjective	fenomenal_adjective
damás_propernoun	damás_propernoun
cutter_noun	tallador_noun
rupture_noun	ruptura_noun
degrading_adjective	degradant_adjective
cueva_propernoun	cueva_propernoun
taxonomist_noun	taxonomista_noun
blush_verb	enrogir_verb
divorce_verb	divorciar_verb
nichol_propernoun	nichol_propernoun
samedy_propernoun	samedy_propernoun
nurit_propernoun	nurit_propernoun
pejoratively_adverb	pejorativament_adverb
bernd_propernoun	bernd_propernoun
anesthesia_noun	anestèsia_noun
limit_verb	limitar_verb
facile_adjective	simple_adjective
antheridium_noun	anteridi_noun
del-águila_propernoun	del-águila_propernoun
exasperate_verb	desesperar_verb
loom_verb	amenaçar_verb
fail_verb	fallar_verb
ebacher_propernoun	ebacher_propernoun
palate_noun	paladar_noun
sculptural_adjective	escultòric_adjective
carretero-i-grau_propernoun	carretero-i-grau_propernoun
jaquelina_propernoun	jaquelina_propernoun
inhaler_noun	inhalador_noun
with-good-intent_adverb	amb-bones-intencions_adverb
museum_noun	museu_noun
layer_noun	capa_noun
gregorio_propernoun	gregorio_propernoun
capellas_propernoun	capellas_propernoun
judgment_noun	judici_noun
intestate_adverb	abintestat_adverb
brodeur_propernoun	brodeur_propernoun
publishing_adjective	editorial_adjective
silvestre_propernoun	silvestre_propernoun
voter_noun	votant_noun
influx_noun	afluència_noun
late-on-in-the-afternoon_adverb	a-mitja-vesprada_adverb
radiometeorology_noun	radiometeorologia_noun
zila_propernoun	zila_propernoun
wayca_propernoun	wayca_propernoun
browning_propernoun	browning_propernoun
adobe-photoshop_propernoun	adobe-photoshop_propernoun
exploit_noun	proesa_noun
hammoud_propernoun	hammoud_propernoun
piña_propernoun	piña_propernoun
fashion_noun	moda_noun
galilean_adjective	de-galileu_adjective
range_verb	oscil·lar_verb
administer_verb	administrar_verb
cécilia_propernoun	cécilia_propernoun
isaïe_propernoun	isaïe_propernoun
tigris_propernoun	tigris_propernoun
leeward_noun	sotavent_noun
docker_noun	estibador_noun
chrome_verb	cromar_verb
jenlyns_propernoun	jenlyns_propernoun
corvette_noun	corbeta_noun
thrust_verb	empènyer_verb
viera_propernoun	viera_propernoun
serially_adverb	en-sèrie_adverb
discontinue_verb	discontinuar_verb
deblois_propernoun	deblois_propernoun
borough_noun	burg_noun
communism_noun	comunisme_noun
within-seconds_adverb	en-segons_adverb
rodolfo_propernoun	rodolfo_propernoun
borna_propernoun	borna_propernoun
concur_verb	coincidir_verb
spread_verb	untar_verb
performance_noun	actuació_noun
bertomeu_propernoun	bertomeu_propernoun
industry_noun	indústria_noun
deodorant_noun	desodorant_noun
pajares_propernoun	pajares_propernoun
coca_propernoun	coca_propernoun
mitigate_verb	mitigar_verb
abramo_propernoun	abramo_propernoun
editorial-staff_noun	redacció_noun
scorbutus_noun	escorbut_noun
audit_verb	auditar_verb
bakarne_propernoun	bakarne_propernoun
refinance_noun	refinançament_noun
luo_propernoun	luo_propernoun
construe_verb	analitzar-sintàcticament_verb
bartomeu_propernoun	bartomeu_propernoun
bird_noun	ocell_noun
rhombohedron_noun	romboedre_noun
crisp_noun	patata-fregida_noun
hydronephrosis_noun	hidronefrosi_noun
cupidon_propernoun	cupidon_propernoun
invisible_adjective	invisible_adjective
chevanel_propernoun	chevanel_propernoun
kournikova_propernoun	kúrnikova_propernoun
hermelindo_propernoun	hermelindo_propernoun
zenga_propernoun	zenga_propernoun
ortiz_propernoun	ortiz_propernoun
solenoid_noun	solenoide_noun
unemployed-person_noun	parat_noun
step-into_verb	entrar_verb
panther_noun	pantera_noun
dragon_propernoun	dragon_propernoun
intelligibility_noun	intel·ligibilitat_noun
wage_noun	salari_noun
obedient_adjective	obedient_adjective
protestantism_noun	protestantisme_noun
myopia_noun	miopia_noun
fetter_noun	entrebanc_noun
tita_propernoun	tita_propernoun
valcourt_propernoun	valcourt_propernoun
centeno_propernoun	centeno_propernoun
alepio_propernoun	alepio_propernoun
disadvantaged_adjective	desavantatjat_adjective
diario-montañés_propernoun	diario-montañés_propernoun
diet_noun	dieta_noun
transformation_noun	transformació_noun
explosion_noun	explosió_noun
cryptography_noun	criptografia_noun
interestingly-enough_adverb	curiosament_adverb
alessandra_propernoun	alessandra_propernoun
adonay_propernoun	adonay_propernoun
el-alamein_propernoun	el-alamein_propernoun
monserrat_propernoun	monserrat_propernoun
salmerón_propernoun	salmerón_propernoun
grammatically_adverb	gramaticalment_adverb
tungsten_noun	tungstè_noun
outrage_noun	ultratge_noun
glycocoll_noun	glicocol·la_noun
concello-de-moaña_propernoun	concello-de-moaña_propernoun
odessa_propernoun	odessa_propernoun
tardà_propernoun	tardà_propernoun
kamel_propernoun	kamel_propernoun
tyshawn_propernoun	tyshawn_propernoun
deguise_propernoun	deguise_propernoun
mutually_adverb	mútuament_adverb
espona_propernoun	espona_propernoun
in-a-straight-line_adverb	en-línia-recta_adverb
monstrosity_noun	monstruositat_noun
canonically_adverb	canònicament_adverb
magina_propernoun	magina_propernoun
atm_noun	caixer-automàtic_noun
useless_adjective	inútil_adjective
perfectionist_adjective	perfeccionista_adjective
organicism_noun	organicisme_noun
squabble_verb	renyir_verb
carey_propernoun	carey_propernoun
macroglia_noun	macròglia_noun
hegemonic_adjective	hegemònic_adjective
incessant_adjective	incessant_adjective
pious_adjective	piadós_adjective
comeau_propernoun	comeau_propernoun
exile_verb	exiliar_verb
composition_noun	composició_noun
semiannual_adjective	semestral_adjective
machine-gun_verb	metrallar_verb
honorific_adjective	honorífic_adjective
neurochemistry_noun	neuroquímica_noun
brandt_propernoun	brandt_propernoun
vibrograph_noun	vibrògraf_noun
landolfo_propernoun	landolfo_propernoun
thistle_noun	card_noun
orivé_propernoun	orivé_propernoun
walquiria_propernoun	walquiria_propernoun
grower_noun	productor_noun
hypoparathyroidism_noun	hipoparatiroïdisme_noun
internalism_noun	internalisme_noun
anduela_propernoun	anduela_propernoun
flotats_propernoun	flotats_propernoun
champion_noun	campió_noun
beas_propernoun	beas_propernoun
figo_propernoun	figo_propernoun
police_adjective	policíac_adjective
fork_noun	bifurcació_noun
womb_noun	úter_noun
farrán_propernoun	farrán_propernoun
regardless_adverb	costi-el-que-costi_adverb
marsupialisation_noun	marsupialització_noun
rhys_propernoun	rhys_propernoun
electromagnetic_adjective	electromagnètic_adjective
replacement_noun	substitució_noun
&_coordinatingconjunction	i_coordinatingconjunction
eurozone_propernoun	zona-euro_propernoun
finnish_adjective	finlandès_adjective
catalda_propernoun	catalda_propernoun
gorilla_noun	goril·la_noun
bargain_noun	ganga_noun
jordana_propernoun	jordana_propernoun
brooks_propernoun	brooks_propernoun
getaria_propernoun	getaria_propernoun
octagon_noun	octògon_noun
felguera_propernoun	felguera_propernoun
usually_adverb	correntment_adverb
díaz_propernoun	díaz_propernoun
in-part_adverb	en-part_adverb
salina_propernoun	salina_propernoun
vanish_verb	desaparèixer_verb
human-being_noun	ésser-humà_noun
celestial_adjective	celestial_adjective
fair-haired_adjective	ros_adjective
carnivore_noun	carnívor_noun
emerico_propernoun	emerico_propernoun
leprologist_noun	lepròleg_noun
timetable_noun	horari_noun
ophthalmometer_noun	oftalmòmetre_noun
someplace_adverb	en-algun-lloc_adverb
cronier_propernoun	cronier_propernoun
ritualism_noun	ritualisme_noun
beggar_noun	captaire_noun
depreciation_noun	depreciació_noun
press_verb	prémer_verb
thrive_verb	prosperar_verb
stephen_propernoun	stephen_propernoun
at-the-point_adverb	al-punt_adverb
agilberto_propernoun	agilberto_propernoun
closas_propernoun	closas_propernoun
ditch_noun	cuneta_noun
jerónimo_propernoun	jerónimo_propernoun
köppen_propernoun	köppen_propernoun
cabin_noun	cabana_noun
bouquet_noun	toia_noun
