il·legítimament_adverb	ilegitimamente_adverb
empassar_verb	engolir_verb
terral_adjective	terral_adjective
prou_adverb	bastante_adverb
beira-litoral_propernoun	beira-litoral_propernoun
miracle_propernoun	miracle_propernoun
toubon_propernoun	toubon_propernoun
fronteddu_propernoun	fronteddu_propernoun
gálvez_propernoun	gálvez_propernoun
bonnette_propernoun	bonnette_propernoun
blues_noun	blues_noun
musmeci_propernoun	musmeci_propernoun
fistulització_noun	fistulização_noun
intussuscepció_noun	intussusceção_noun
urànic_adjective	urânico_adjective
lanzetta_propernoun	lanzetta_propernoun
creangă_propernoun	creangă_propernoun
langis_propernoun	langis_propernoun
urgell_propernoun	urgell_propernoun
bastidor_noun	bastidor_noun
malthusià_adjective	malthusiano_adjective
ruiz-de-villa_propernoun	ruiz-de-villa_propernoun
característic_adjective	caraterístico_adjective
bassi_propernoun	bassi_propernoun
al-nord-est-de_preposition	a-nordeste-de_preposition
amavisca_propernoun	amavisca_propernoun
vignali_propernoun	vignali_propernoun
pierino_propernoun	pierino_propernoun
plenilunar_adjective	plenilunar_adjective
punició_noun	punição_noun
canalitzar_verb	canalizar_verb
silúric_adjective	silúrico_adjective
mantell_noun	manto_noun
fratte_propernoun	fratte_propernoun
rússia_propernoun	rússia_propernoun
tintori_adjective	tintório_adjective
lauren_propernoun	lauren_propernoun
senzillesa_noun	singeleza_noun
lideratge_noun	liderança_noun
alacant_propernoun	alicante_propernoun
aquiescent_adjective	aquiescente_adjective
confiscar_verb	apreender_verb
virtuosament_adverb	virtuosamente_adverb
tubella_propernoun	tubella_propernoun
von-haller_propernoun	von-haller_propernoun
fatalment_adverb	fatalmente_adverb
esparza_propernoun	esparza_propernoun
marer_adjective	mareiro_adjective
carla_propernoun	carla_propernoun
baccini_propernoun	baccini_propernoun
auscultador_adjective	auscultador_adjective
optimisme_noun	optimismo_noun
anchundia_propernoun	anchundia_propernoun
glucosa_noun	glicose_noun
fiorillo_propernoun	fiorillo_propernoun
laplaine_propernoun	laplaine_propernoun
inauguralment_adverb	inauguralmente_adverb
pomés_propernoun	pomés_propernoun
equiparació_noun	equiparação_noun
vanàdic_adjective	vanádico_adjective
infermeria_noun	enfermagem_noun
raïl_noun	carril_noun
simulador_noun	simulador_noun
il·liberal_adjective	iliberal_adjective
admonició_noun	admonição_noun
témer_verb	temer_verb
eduard_propernoun	eduard_propernoun
munic_propernoun	munique_propernoun
sarrià_propernoun	sarrià_propernoun
furtado_propernoun	furtado_propernoun
jekyll_propernoun	jekyll_propernoun
massie_propernoun	massie_propernoun
numerador_adjective	numerador_adjective
especiació_noun	especiação_noun
sis-cents_numeral	seiscentos_numeral
galdamez_propernoun	galdamez_propernoun
mas-castellane_propernoun	mas-castellane_propernoun
permach_propernoun	permach_propernoun
prototròfic_adjective	prototrófico_adjective
adipós_adjective	adiposo_adjective
trigeminat_adjective	trigeminado_adjective
escoriza_propernoun	escoriza_propernoun
polipós_adjective	poliposo_adjective
hunyadi_propernoun	hunyadi_propernoun
naum_propernoun	naum_propernoun
copil_propernoun	copil_propernoun
ingovernable_adjective	ingovernável_adjective
osanz_propernoun	osanz_propernoun
alberti_propernoun	alberti_propernoun
apositiu_adjective	apositivo_adjective
micologia_noun	micologia_noun
intransigent_adjective	intransigente_adjective
terrazas_propernoun	terrazas_propernoun
lisandro_propernoun	lisandro_propernoun
sabbah_propernoun	sabbah_propernoun
leonte_propernoun	leonte_propernoun
discursiu_adjective	discursivo_adjective
amativitat_noun	amatividade_noun
duplicar_verb	duplicar_verb
mdb_propernoun	mdb_propernoun
elegant_adjective	elegante_adjective
vituperació_noun	vituperação_noun
zanini_propernoun	zanini_propernoun
redefinició_noun	redefinição_noun
giannattasio_propernoun	giannattasio_propernoun
touchette_propernoun	touchette_propernoun
gillis_propernoun	gillis_propernoun
casà_propernoun	casà_propernoun
neuròleg_noun	neurólogo_noun
giselle_propernoun	giselle_propernoun
arcà_adjective	arcano_adjective
sperantia_propernoun	sperantia_propernoun
parmaliana_propernoun	parmaliana_propernoun
mediador_noun	mediador_noun
guipúscoa_propernoun	guipúscoa_propernoun
faringotomia_noun	faringotomia_noun
ors_propernoun	ors_propernoun
decorador_adjective	decorador_adjective
caspós_adjective	casposo_adjective
com-a-prova-de_preposition	como-prova-de_preposition
instrumentar_verb	instrumentar_verb
calzolaio_propernoun	calzolaio_propernoun
dsouza_propernoun	dsouza_propernoun
hall_propernoun	hall_propernoun
panificable_adjective	panificável_adjective
declinatori_adjective	declinatório_adjective
armament_noun	armamento_noun
sauret_propernoun	sauret_propernoun
sirvent_propernoun	sirvent_propernoun
inexorable_adjective	inexorável_adjective
almohade_noun	almóada_noun
reabsorció_noun	reabsorção_noun
zugasti_propernoun	zugasti_propernoun
parar_verb	parar_verb
ametller_propernoun	ametller_propernoun
afectivament_adverb	afectivamente_adverb
benestar_noun	bem-estar_noun
irrespirable_adjective	irrespirável_adjective
preferir_verb	preferir_verb
pessoa_propernoun	pessoa_propernoun
cristiano_propernoun	cristiano_propernoun
valeriànic_adjective	valeriânico_adjective
aerotransportat_adjective	aerotransportado_adjective
mordenti_propernoun	mordenti_propernoun
campillo_propernoun	campillo_propernoun
parlato_propernoun	parlato_propernoun
moruno_propernoun	moruno_propernoun
antonelli_propernoun	antonelli_propernoun
pisolític_adjective	pisolítico_adjective
barbu_propernoun	barbu_propernoun
real_propernoun	real_propernoun
portela_propernoun	portela_propernoun
llenya_noun	lenha_noun
aleixandre_propernoun	aleixandre_propernoun
fraternitzar_verb	fraternizar_verb
simulació_noun	simulação_noun
tsarista_adjective	czarista_adjective
vímet_noun	vime_noun
scipio_propernoun	scipio_propernoun
cancerós_adjective	canceroso_adjective
corrupció_noun	corrução_noun
realçable_adjective	realçável_adjective
insubornablement_adverb	insubornavelmente_adverb
paleolític_adjective	paleolítico_adjective
amigot_propernoun	amigot_propernoun
repatriat_adjective	repatriado_adjective
ordinari_noun	ordinário_noun
blaise_propernoun	blaise_propernoun
elorza_propernoun	elorza_propernoun
perjudicial_adjective	prejudicial_adjective
finuoli_propernoun	finuoli_propernoun
redescobriment_noun	redescobrimento_noun
erika_propernoun	erika_propernoun
gravitant_adjective	gravitante_adjective
secció_noun	secção_noun
saint-exupery_propernoun	saint-exupery_propernoun
roboratiu_adjective	roborativo_adjective
azem_propernoun	azem_propernoun
toga_propernoun	toga_propernoun
groc_adjective	amarelo_adjective
piezoelectricitat_noun	piezoeletricidade_noun
taquigràficament_adverb	taquigraficamente_adverb
barba_noun	barba_noun
huygens_propernoun	huygens_propernoun
caruso_propernoun	caruso_propernoun
fátima_propernoun	fátima_propernoun
shink_propernoun	shink_propernoun
afegir_verb	acrescentar_verb
politècnic_adjective	politécnico_adjective
vargiu_propernoun	vargiu_propernoun
anormalitat_noun	anormalidade_noun
anul·lació_noun	anulação_noun
rossa_propernoun	rossa_propernoun
renània-palatinat_propernoun	renânia-palatinado_propernoun
gastrovascular_adjective	gastrovascular_adjective
foa_propernoun	foa_propernoun
visiedo_propernoun	visiedo_propernoun
couvrette_propernoun	couvrette_propernoun
violet-le-duc_propernoun	violet-le-duc_propernoun
cobrador_adjective	cobrador_adjective
sirià_noun	sírio_noun
guillot_propernoun	guillot_propernoun
de-broglie_propernoun	de-broglie_propernoun
pedunculat_adjective	pedunculado_adjective
aníbal_propernoun	aníbal_propernoun
marca_noun	marca_noun
coherent_adjective	coerente_adjective
hidroteràpic_adjective	hidroterápico_adjective
zuccherini_propernoun	zuccherini_propernoun
macián_propernoun	macián_propernoun
metodista_noun	metodista_noun
gerhard_propernoun	gerhard_propernoun
atrapar_verb	atrapar_verb
ridiculitzable_adjective	ridiculizável_adjective
macedoni_adjective	macedônio_adjective
postal_propernoun	postal_propernoun
rowling_propernoun	rowling_propernoun
papallona_noun	borboleta_noun
xirivella_propernoun	xirivella_propernoun
trías_propernoun	trías_propernoun
espinet_propernoun	espinet_propernoun
reimpressió_noun	reimpressão_noun
incloure_verb	incluir_verb
òdena_propernoun	òdena_propernoun
cholette_propernoun	cholette_propernoun
inanitat_noun	inanidade_noun
von-hohenems_propernoun	von-hohenems_propernoun
irlandès_noun	irlandês_noun
mair_propernoun	mair_propernoun
helvètic_adjective	helvético_adjective
jess_propernoun	jess_propernoun
contrari_noun	contrário_noun
saitta_propernoun	saitta_propernoun
escala_propernoun	escala_propernoun
potočnik_propernoun	potočnik_propernoun
mundial_adjective	mundial_adjective
descalçat_adjective	descalçado_adjective
monoclí_adjective	monoclino_adjective
saravia_propernoun	saravia_propernoun
coronella_propernoun	coronella_propernoun
trump_propernoun	trump_propernoun
ajust_noun	ajuste_noun
contundència_noun	contundência_noun
gust_noun	gosto_noun
bañó_propernoun	bañó_propernoun
lleó_propernoun	leão_propernoun
advocatori_adjective	advocatório_adjective
reculada_noun	retrocesso_noun
escriva_propernoun	escriva_propernoun
figueroles_propernoun	figueroles_propernoun
concepció_noun	conceição_noun
més-enllà_adverb	além_adverb
hart_propernoun	hart_propernoun
gozzadini_propernoun	gozzadini_propernoun
cossiga_propernoun	cossiga_propernoun
desarmat_adjective	desarmado_adjective
lubrificació_noun	lubrificação_noun
ovidi_propernoun	ovidi_propernoun
significativament_adverb	significativamente_adverb
jurat_noun	júri_noun
anghelescu_propernoun	anghelescu_propernoun
christine_propernoun	christine_propernoun
algebrista_noun	algebrista_noun
froment_propernoun	froment_propernoun
fotogrametria_noun	fotogrametria_noun
nocivitat_noun	nocividade_noun
constitucionalitzar_verb	constitucionalizar_verb
vidu_noun	viúvo_noun
activitat_noun	actividade_noun
puig_noun	monte_noun
digital_adjective	digital_adjective
abelardo_propernoun	abelardo_propernoun
humanitzar_verb	humanizar_verb
motte_propernoun	motte_propernoun
deslandes_propernoun	deslandes_propernoun
tanasa_propernoun	tanasa_propernoun
reformatòriament_adverb	reformatoriamente_adverb
cai_propernoun	cai_propernoun
weberià_adjective	weberiano_adjective
confirmant_adjective	confirmante_adjective
lectivament_adverb	letivamente_adverb
calzado_propernoun	calzado_propernoun
juazeiro_propernoun	juazeiro_propernoun
gualdani_propernoun	gualdani_propernoun
assaig_noun	ensaio_noun
revivificació_noun	revivificação_noun
palpitant_adjective	palpitante_adjective
regatejar_verb	regatear_verb
bouazza_propernoun	bouazza_propernoun
apalantza_propernoun	apalantza_propernoun
borri_propernoun	borri_propernoun
xerxes_propernoun	xerxes_propernoun
noranta-set_numeral	noventa-e-sete_numeral
altayo_propernoun	altayo_propernoun
contradicció_noun	contradição_noun
llucena_propernoun	llucena_propernoun
antagonista_noun	antagonista_noun
ablació_noun	ablação_noun
introjecció_noun	introjecção_noun
pronominalització_noun	pronominalização_noun
drăghici_propernoun	drăghici_propernoun
rimador_adjective	rimador_adjective
louissaint_propernoun	louissaint_propernoun
fatal_adjective	fatal_adjective
queralbs_propernoun	queralbs_propernoun
constatació_noun	constatação_noun
ornitologia_noun	ornitologia_noun
psicològicament_adverb	psicologicamente_adverb
imparcialment_adverb	imparcialmente_adverb
hatoyama_propernoun	hatoyama_propernoun
vicéns_propernoun	vicéns_propernoun
herir_verb	herir_verb
kassab_propernoun	kassab_propernoun
iritale_propernoun	iritale_propernoun
corruptament_adverb	corruptamente_adverb
deledda_propernoun	deledda_propernoun
flux_noun	fluxo_noun
ornamentació_noun	ornamentação_noun
iowa_propernoun	iowa_propernoun
batedora_noun	liquidificador_noun
vencedor_noun	vencedor_noun
antinoro_propernoun	antinoro_propernoun
strasbourg_propernoun	strasbourg_propernoun
bort_propernoun	bort_propernoun
doncs_subordinatingconjunction	pois-então_subordinatingconjunction
sadaoui_propernoun	sadaoui_propernoun
exhaustivitat_noun	meticulosidade_noun
paravia_propernoun	paravia_propernoun
pedant_adjective	pedante_adjective
ernesto_propernoun	ernesto_propernoun
vaccarezza_propernoun	vaccarezza_propernoun
berlinguette_propernoun	berlinguette_propernoun
trioic_adjective	trioico_adjective
grieg_propernoun	grieg_propernoun
farras_propernoun	farras_propernoun
uròleg_noun	urologista_noun
aspre_adjective	áspero_adjective
del-campo_propernoun	del-campo_propernoun
hola_interjection	olá_interjection
giovinazzi_propernoun	giovinazzi_propernoun
vegetant_adjective	vegetante_adjective
faltar_verb	faltar_verb
botella_noun	garrafa_noun
allan_propernoun	allan_propernoun
ostwald_propernoun	ostwald_propernoun
hess_propernoun	hess_propernoun
von-heidenstam_propernoun	von-heidenstam_propernoun
pachón_propernoun	pachón_propernoun
definició_noun	definição_noun
clavar_verb	fincar_verb
sykes_propernoun	sykes_propernoun
artesià_adjective	artesiano_adjective
pasturar_verb	pastar_verb
compatibilitzar_verb	compatibilizar_verb
aranès_noun	aranês_noun
estivació_noun	estivação_noun
eufòric_adjective	eufórico_adjective
bellafiore_propernoun	bellafiore_propernoun
ferrarese_propernoun	ferrarese_propernoun
ceccanti_propernoun	ceccanti_propernoun
desobedient_adjective	desobediente_adjective
supervisió_noun	supervisão_noun
côrtes_propernoun	côrtes_propernoun
huité_adjective	oitavo_adjective
o'connell_propernoun	o'connell_propernoun
primogènit_noun	primogênito_noun
flac_adjective	magro_adjective
conjecturable_adjective	conjeturável_adjective
jawad_propernoun	jawad_propernoun
allotjament_noun	alojamento_noun
finalment_adverb	finalmente_adverb
penalització_noun	penalização_noun
rao_propernoun	rao_propernoun
estigmatització_noun	estigmatização_noun
confortació_noun	confortação_noun
giancola_propernoun	giancola_propernoun
bertolín_propernoun	bertolín_propernoun
péloquin_propernoun	péloquin_propernoun
síria_propernoun	síria_propernoun
desacreditar_verb	desacreditar_verb
honda_propernoun	honda_propernoun
frontera_propernoun	frontera_propernoun
parella_noun	par_noun
subdesenrotllat_adjective	subdesenvolvido_adjective
sublimació_noun	sublimação_noun
salàs-de-pallars_propernoun	salàs-de-pallars_propernoun
nàuticament_adverb	nauticamente_adverb
exterminable_adjective	exterminável_adjective
provocable_adjective	provocável_adjective
benlloch_propernoun	benlloch_propernoun
esquerra_propernoun	esquerra_propernoun
genna_propernoun	genna_propernoun
torregrossa_propernoun	torregrossa_propernoun
marines_propernoun	marines_propernoun
laminador_noun	laminador_noun
psicofísic_adjective	psicofísico_adjective
afaadas_propernoun	afaadas_propernoun
conjecturable_adjective	conjecturável_adjective
sensor_noun	sensor_noun
nutricionalment_adverb	nutricionalmente_adverb
esternutatori_adjective	esternutatório_adjective
lacedemoni_adjective	lacedemônio_adjective
espeleòleg_noun	espeleólogo_noun
comas_propernoun	comas_propernoun
zambézia_propernoun	zambézia_propernoun
domenech_propernoun	domenech_propernoun
higuero_propernoun	higuero_propernoun
àxel_propernoun	àxel_propernoun
qüestionat_adjective	questionado_adjective
inadmissiblement_adverb	inadmissivelmente_adverb
lobianco_propernoun	lobianco_propernoun
vouligny_propernoun	vouligny_propernoun
bazzaro_propernoun	bazzaro_propernoun
xerografia_noun	xerografia_noun
febvre_propernoun	febvre_propernoun
indici_noun	indício_noun
alternativament_adverb	alternativamente_adverb
tenebrositat_noun	tenebrosidade_noun
vertemati_propernoun	vertemati_propernoun
polimerització_noun	polimerização_noun
boulez_propernoun	boulez_propernoun
copiositat_noun	copiosidade_noun
de-la-hoz_propernoun	de-la-hoz_propernoun
hipnòtic_adjective	hipnótico_adjective
menysprear_verb	desprezar_verb
governamentalment_adverb	governamentalmente_adverb
quattrone_propernoun	quattrone_propernoun
fabulós_adjective	fabuloso_adjective
angèlic_adjective	angélico_adjective
inkel_propernoun	inkel_propernoun
fragata_noun	fragata_noun
lidon_propernoun	lidon_propernoun
balasingam_propernoun	balasingam_propernoun
gastronomia_noun	gastronomia_noun
eleonor_propernoun	eleonor_propernoun
groffier_propernoun	groffier_propernoun
mercantilista_noun	mercantilista_noun
expressar_verb	expressar_verb
primordialment_adverb	primordialmente_adverb
duguay_propernoun	duguay_propernoun
deliberat_adjective	deliberado_adjective
surinamès_noun	surinamês_noun
paraigua_noun	guarda-chuva_noun
geològic_adjective	geológico_adjective
autòpsia_noun	autópsia_noun
trinque_propernoun	trinque_propernoun
sobretensió_noun	sobretensão_noun
embargament_noun	embargo_noun
l'estany_propernoun	l'estany_propernoun
còrdova_propernoun	córdova_propernoun
rebello_propernoun	rebello_propernoun
ruggirello_propernoun	ruggirello_propernoun
magnolfi_propernoun	magnolfi_propernoun
portaveu_noun	porta-voz_noun
vinicius_propernoun	vinicius_propernoun
ornamental_adjective	ornamental_adjective
clavar_verb	cravar_verb
rosique_propernoun	rosique_propernoun
bigas_propernoun	bigas_propernoun
irrogació_noun	irrogação_noun
confluir_verb	confluir_verb
garaud_propernoun	garaud_propernoun
d_numeral	d_numeral
setmanal_adjective	semanal_adjective
biomètric_adjective	biométrico_adjective
exacció_noun	exação_noun
brugada_propernoun	brugada_propernoun
thouin_propernoun	thouin_propernoun
granera_propernoun	granera_propernoun
cutinització_noun	cutinização_noun
nodulós_adjective	noduloso_adjective
grilló_noun	manilha_noun
maquinació_noun	maquinação_noun
idíl·lic_adjective	idílico_adjective
torrevella_propernoun	torrevieja_propernoun
beauchamp_propernoun	beauchamp_propernoun
beneficial_adjective	beneficial_adjective
cegament_adverb	cegamente_adverb
sinatra_propernoun	sinatra_propernoun
al-voltant_adverb	arredor_adverb
cojocariu_propernoun	cojocariu_propernoun
incomplet_adjective	incompleto_adjective
isozaki_propernoun	isozaki_propernoun
contrareforma_noun	contra-reforma_noun
acte_noun	acto_noun
migdia_noun	meio-dia_noun
vuitanta-quatrè_adjective	octogésimo-quarto_adjective
violència_noun	violência_noun
dugré_propernoun	dugré_propernoun
tetraplègic_adjective	tetraplégico_adjective
agònic_adjective	agônico_adjective
mineral_adjective	mineral_adjective
holografia_noun	holografia_noun
erdős_propernoun	erdős_propernoun
sovint_adverb	com-freqüência_adverb
informalment_adverb	informalmente_adverb
liquidar_verb	liquidar_verb
palencia_propernoun	palencia_propernoun
añon_propernoun	añon_propernoun
linxar_verb	linchar_verb
clara_propernoun	clara_propernoun
tedeschi_propernoun	tedeschi_propernoun
grafològic_adjective	grafológico_adjective
indi_adjective	indiano_adjective
exterminador_adjective	exterminador_adjective
boël_propernoun	boël_propernoun
landièr_propernoun	landièr_propernoun
comprovant_noun	comprovativo_noun
usón_propernoun	usón_propernoun
sela_propernoun	sela_propernoun
maccarthisme_noun	macartismo_noun
garces_propernoun	garces_propernoun
zolea_propernoun	zolea_propernoun
anarcosindicalisme_noun	anarco-sindicalismo_noun
violinista_noun	violinista_noun
jurado_propernoun	jurado_propernoun
topològic_adjective	topológico_adjective
dodge_propernoun	dodge_propernoun
viscarro_propernoun	viscarro_propernoun
anit_adverb	ontem-à-noite_adverb
isostàtic_adjective	isostático_adjective
luxuriós_adjective	luxurioso_adjective
omniscient_adjective	omnisciente_adjective
condicionament_noun	condicionamento_noun
carolis_propernoun	carolis_propernoun
filtrable_adjective	filtrável_adjective
hogg_propernoun	hogg_propernoun
electrolític_adjective	electrolítico_adjective
țiriac_propernoun	țiriac_propernoun
tommy-hilfiger_propernoun	tommy-hilfiger_propernoun
gradual_adjective	gradual_adjective
traumatisme_noun	traumatismo_noun
argueta_propernoun	argueta_propernoun
temor_noun	temor_noun
monjo_propernoun	monjo_propernoun
numerador_noun	numerador_noun
grec_adjective	grego_adjective
passoni_propernoun	passoni_propernoun
ostiguy_propernoun	ostiguy_propernoun
heringer_propernoun	heringer_propernoun
servi_propernoun	servi_propernoun
sheppard_propernoun	sheppard_propernoun
stahl_propernoun	stahl_propernoun
brillar_verb	brilhar_verb
confessional_adjective	confessional_adjective
binuclear_adjective	binuclear_adjective
monti_propernoun	monti_propernoun
captaire_noun	pedinte_noun
enríquez_propernoun	enríquez_propernoun
com_coordinatingconjunction	quer_coordinatingconjunction
spinelli_propernoun	spinelli_propernoun
voluntariós_adjective	voluntarioso_adjective
juquin_propernoun	juquin_propernoun
adequació_noun	adequação_noun
murata_propernoun	murata_propernoun
inferiorment_adverb	inferiormente_adverb
escalante_propernoun	escalante_propernoun
aigé_propernoun	aigé_propernoun
deslières_propernoun	deslières_propernoun
abraçada_noun	abraço_noun
conciliatori_adjective	conciliatório_adjective
museòleg_noun	museólogo_noun
mazzaracchio_propernoun	mazzaracchio_propernoun
zacchera_propernoun	zacchera_propernoun
abstracte_adjective	abstracto_adjective
avícola_adjective	avícola_adjective
optar_verb	optar_verb
botello_propernoun	botello_propernoun
cuisià_adjective	cuisiano_adjective
cesar_verb	cesar_verb
ponderar_verb	ponderar_verb
tiurana_propernoun	tiurana_propernoun
tu_pronoun	você_pronoun
odèn_propernoun	odèn_propernoun
antirevolucionari_adjective	antirrevolucionário_adjective
perfeccionista_noun	perfeccionista_noun
legació_noun	legação_noun
gualta_propernoun	gualta_propernoun
stuart_propernoun	stuart_propernoun
novè_adjective	nono_adjective
petroli_noun	petróleo_noun
sanfeliu_propernoun	sanfeliu_propernoun
aroca_propernoun	aroca_propernoun
penalment_adverb	penalmente_adverb
dimissió_noun	demissão_noun
pentàgon_noun	pentágono_noun
bugoslávskaia_propernoun	bugoslávskaia_propernoun
morejón_propernoun	morejón_propernoun
acomodació_noun	acomodação_noun
meditar_verb	meditar_verb
vaporització_noun	vaporização_noun
camisa_noun	camisa_noun
tunisenc_noun	tunisiano_noun
estirat_adjective	estirado_adjective
lecina_propernoun	lecina_propernoun
assentar_verb	assentar_verb
mas-i-ros_propernoun	mas-i-ros_propernoun
céleste_propernoun	céleste_propernoun
fresquet_propernoun	fresquet_propernoun
battistini_propernoun	battistini_propernoun
batallé_propernoun	batallé_propernoun
cultiu_noun	cultivo_noun
iberisme_noun	iberismo_noun
twitter_propernoun	twitter_propernoun
malheiros_propernoun	malheiros_propernoun
acostament_noun	acostamento_noun
foniatria_noun	foniatria_noun
revuelta_noun	revuelta_noun
novak_propernoun	novak_propernoun
actuació_noun	atuação_noun
varilla_noun	varilla_noun
parell_noun	par_noun
rodotà_propernoun	rodotà_propernoun
quincuncial_adjective	quincuncial_adjective
agullent_propernoun	agullent_propernoun
demurtas_propernoun	demurtas_propernoun
síl·laba_noun	sílaba_noun
abreviar_verb	abreviar_verb
rothon_propernoun	rothon_propernoun
atta_propernoun	atta_propernoun
indiscutiblement_adverb	indiscutivelmente_adverb
garmendia_propernoun	garmendia_propernoun
electrodomèstic_noun	electrodoméstico_noun
inexpiable_adjective	inexpiável_adjective
poulenc_propernoun	poulenc_propernoun
nuckle_propernoun	nuckle_propernoun
insularitat_noun	insularidade_noun
xix_numeral	xix_numeral
trulls_propernoun	trulls_propernoun
schmitz_propernoun	schmitz_propernoun
agredano_propernoun	agredano_propernoun
sionisme_noun	sionismo_noun
plămădeală_propernoun	plămădeală_propernoun
ribagorça_propernoun	ribagorça_propernoun
amenós_propernoun	amenós_propernoun
mol·lificació_noun	molificação_noun
merenga_noun	merengue_noun
conte_propernoun	conte_propernoun
lévenard_propernoun	lévenard_propernoun
congolès_noun	congolês_noun
bucci_propernoun	bucci_propernoun
epitèlic_adjective	epitélico_adjective
celebrat_adjective	celebrado_adjective
fortugno_propernoun	fortugno_propernoun
imbibició_noun	imbibição_noun
intel·ligent_adjective	inteligente_adjective
caòtic_adjective	caótico_adjective
pajuelo_propernoun	pajuelo_propernoun
swift_propernoun	swift_propernoun
mathis_propernoun	mathis_propernoun
baretta_propernoun	baretta_propernoun
trenta-cinc_numeral	trinta-e-cinco_numeral
beneficiari_adjective	beneficiário_adjective
galicia_propernoun	galicia_propernoun
garai_propernoun	garai_propernoun
nanotecnologia_noun	nanotecnologia_noun
ministerial_adjective	ministerial_adjective
regalia_noun	regalia_noun
idiocromàtic_adjective	idiocromático_adjective
sylla_propernoun	sylla_propernoun
spitaleri_propernoun	spitaleri_propernoun
quimioteràpia_noun	quimioterapia_noun
weapenicappo_propernoun	weapenicappo_propernoun
codicil·lar_adjective	codicilar_adjective
machiko_propernoun	machiko_propernoun
logaritme_noun	logaritmo_noun
hivernal_adjective	invernal_adjective
contador_propernoun	contador_propernoun
declaratori_adjective	declaratório_adjective
historicista_adjective	historicista_adjective
ociositat_noun	ociosidade_noun
marri_propernoun	marri_propernoun
mestria_noun	mestria_noun
mameanskum_propernoun	mameanskum_propernoun
euroescepticisme_noun	euroceticismo_noun
iotti_propernoun	iotti_propernoun
fecalment_adverb	fecalmente_adverb
avinyó_propernoun	avinyó_propernoun
envasat_adjective	envasado_adjective
suahili_adjective	suaíli_adjective
dino_propernoun	dino_propernoun
dissuasiu_adjective	dissuasivo_adjective
sacre-imperi_propernoun	sacro-império_propernoun
mafai_propernoun	mafai_propernoun
l'espluga-calba_propernoun	l'espluga-calba_propernoun
cirugia_noun	cirugia_noun
dame_propernoun	dame_propernoun
tirotomia_noun	tirotomia_noun
mcneil_propernoun	mcneil_propernoun
provincianisme_noun	provincianismo_noun
antúnez_propernoun	antúnez_propernoun
motivador_adjective	motivador_adjective
actuació_noun	actuação_noun
fuente-la-reina_propernoun	fuente-la-reina_propernoun
picant_adjective	picante_adjective
honsell_propernoun	honsell_propernoun
instructor_noun	instrutor_noun
karenina_propernoun	karenina_propernoun
imputrescibilitat_noun	imputrescibilidade_noun
entenimentat_adjective	sensato_adjective
apostòlic_adjective	apostólico_adjective
angnatuk_propernoun	angnatuk_propernoun
informàticament_adverb	informaticamente_adverb
pulice_propernoun	pulice_propernoun
devoció_noun	devoção_noun
emprenyador_adjective	emprenhador_adjective
quilez_propernoun	quilez_propernoun
subirana_propernoun	subirana_propernoun
barcelona_propernoun	barcelona_propernoun
atomització_noun	atomização_noun
tismăneanu_propernoun	tismăneanu_propernoun
motilitat_noun	motilidade_noun
degenerar_verb	degenerar_verb
corçà_propernoun	corçà_propernoun
confecció_noun	confecção_noun
refractat_adjective	refractado_adjective
gentili_propernoun	gentili_propernoun
tamponament_noun	tamponamento_noun
falsificable_adjective	falsificável_adjective
serrani_propernoun	serrani_propernoun
apertium_propernoun	apertium_propernoun
huitanta-setè_adjective	octogésimo-sétimo_adjective
papa_propernoun	papa_propernoun
desestimable_adjective	desestimável_adjective
scermino_propernoun	scermino_propernoun
pezão_propernoun	pezão_propernoun
holder_propernoun	holder_propernoun
terminant_adjective	terminante_adjective
sobredotació_noun	sobredotação_noun
unitari_adjective	unitário_adjective
lliçà-de-vall_propernoun	lliçà-de-vall_propernoun
les-alqueries_propernoun	les-alqueries_propernoun
al-pacino_propernoun	al-pacino_propernoun
perceptibilitat_noun	percetibilidade_noun
manufacturar_verb	manufacturar_verb
missió_noun	missão_noun
raurell_propernoun	raurell_propernoun
sirera_propernoun	sirera_propernoun
acròstic_adjective	acróstico_adjective
alfarrasí_propernoun	alfarrasí_propernoun
mentre_adverb	enquanto_adverb
bogart_propernoun	bogart_propernoun
exhortació_noun	exortação_noun
prolixitat_noun	prolixidade_noun
dizazzo_propernoun	dizazzo_propernoun
aster_propernoun	aster_propernoun
capverdià_adjective	cabo-verdiano_adjective
dentició_noun	dentição_noun
inquisitiu_adjective	inquisitivo_adjective
xxxix_numeral	xxxix_numeral
aldeguer_propernoun	aldeguer_propernoun
bilodeau_propernoun	bilodeau_propernoun
martucci_propernoun	martucci_propernoun
antineutrí_noun	antineutrino_noun
magnan_propernoun	magnan_propernoun
becattini_propernoun	becattini_propernoun
collar_noun	colete_noun
buron_propernoun	buron_propernoun
invasor_noun	invasor_noun
belo-horizonte_propernoun	belo-horizonte_propernoun
thackeray_propernoun	thackeray_propernoun
laborisme_noun	trabalhismo_noun
emmagatzemament_noun	armazenagem_noun
impenitent_adjective	impenitente_adjective
elocutiu_adjective	elocutivo_adjective
muntal_propernoun	muntal_propernoun
laudicina_propernoun	laudicina_propernoun
remetre_verb	remeter_verb
circ_noun	circo_noun
vilaginés_propernoun	vilaginés_propernoun
incardinació_noun	incardinação_noun
distingir_verb	distinguir_verb
khalaf_propernoun	khalaf_propernoun
desafiant_adjective	desafiante_adjective
lliberal_adjective	liberal_adjective
famèlic_adjective	famélico_adjective
