decano_noun_en	doyen_noun_es
ingreso_noun_en	revenu_noun_es
ferrari_propernoun_en	ferrari_propernoun_es
chupinazo_noun_en	coup_de_feu_noun_es
saddam_propernoun_en	saddam_propernoun_es
balcanización_noun_en	balkanisation_noun_es
informático_noun_en	informaticien_noun_es
república_de_sudáfrica_propernoun_en	afrique_du_sud_propernoun_es
volante_adjective_en	volant_adjective_es
margen_noun_en	marge_noun_es
por_preposition_en	par_preposition_es
victoria_propernoun_en	victoria_propernoun_es
disfrute_noun_en	plaisir_noun_es
revuelto_adjective_en	troublé_adjective_es
apreciación_noun_en	appréciation_noun_es
dominar_verb_en	dominer_verb_es
capecchi_propernoun_en	capecchi_propernoun_es
en_beneficio_de_preposition_en	au_profit_de_preposition_es
aguobo_propernoun_en	aguobo_propernoun_es
lam_noun_en	lam_noun_es
tuvalu_propernoun_en	tuvalu_propernoun_es
amansar_verb_en	dompter_verb_es
cgpj_noun_en	cgpj_noun_es
cécile_propernoun_en	cécile_propernoun_es
margen_noun_en	rive_noun_es
pineda_noun_en	pinède_noun_es
congelación_noun_en	congélation_noun_es
marie_propernoun_en	marie_propernoun_es
schiavo_propernoun_en	schiavo_propernoun_es
enaitz_propernoun_en	enaitz_propernoun_es
restituir_verb_en	restituer_verb_es
siempre_y_cuando_subordinatingconjunction_en	dans_la_mesure_où_subordinatingconjunction_es
antropológico_adjective_en	anthropologique_adjective_es
perennidad_noun_en	pérennité_noun_es
intervención_noun_en	intervention_noun_es
convencer_verb_en	convaincre_verb_es
decimoctavo_adjective_en	dix-huitième_adjective_es
polifacético_adjective_en	polyvalent_adjective_es
doble_noun_en	double_noun_es
bolsa_noun_en	bourse_noun_es
intención_noun_en	intention_noun_es
variación_noun_en	variation_noun_es
biharko_propernoun_en	biharko_propernoun_es
amazonia_propernoun_en	amazonie_propernoun_es
aurélie_propernoun_en	aurélie_propernoun_es
lépido_propernoun_en	lépide_propernoun_es
bandolero_noun_en	brigand_noun_es
aperturar_verb_en	ouvrir_verb_es
anual_adjective_en	annal_adjective_es
mecanización_noun_en	mécanisation_noun_es
vienne_propernoun_en	vienne_propernoun_es
convincente_adjective_en	convaincant_adjective_es
didier_propernoun_en	didier_propernoun_es
pensilvania_propernoun_en	pennsylvanie_propernoun_es
pánico_noun_en	panique_noun_es
retratar_verb_en	portraiturer_verb_es
acomodar_verb_en	accommoder_verb_es
apagar_verb_en	éteindre_verb_es
adegi_noun_en	adegi_noun_es
meter_verb_en	mettre_verb_es
e-mail_noun_en	e-mail_noun_es
ali_propernoun_en	ali_propernoun_es
saint-germain_propernoun_en	saint-germain_propernoun_es
d_numeral_en	d_numeral_es
nîmes_propernoun_en	nîmes_propernoun_es
colgante_propernoun_en	colgante_propernoun_es
tetuán_propernoun_en	tétouan_propernoun_es
baglieto_propernoun_en	baglieto_propernoun_es
fulminante_adjective_en	foudroyant_adjective_es
schffrath_propernoun_en	schffrath_propernoun_es
caja_de_alquiler_noun_en	caisse_de_location_noun_es
inherente_adjective_en	inhérent_adjective_es
noemí_propernoun_en	noemí_propernoun_es
pili_propernoun_en	pili_propernoun_es
preacuerdo_noun_en	accord_de_principe_noun_es
costa_azul_propernoun_en	côte_d'azur_propernoun_es
brassens_propernoun_en	brassens_propernoun_es
aquel_del_que_relativepronoun_en	celui_dont_relativepronoun_es
christian_propernoun_en	christian_propernoun_es
reciprocidad_noun_en	réciprocité_noun_es
salvaje_adjective_en	sauvage_adjective_es
volver_a_ver_verb_en	revoir_verb_es
george_town_propernoun_en	george_town_propernoun_es
trivial_adjective_en	trivial_adjective_es
despensa_noun_en	garde-manger_noun_es
albatera_propernoun_en	albatera_propernoun_es
parásito_adjective_en	parasite_adjective_es
rescate_noun_en	rachat_noun_es
concierto_noun_en	concert_noun_es
artziniega_propernoun_en	artziniega_propernoun_es
michelle_propernoun_en	michelle_propernoun_es
citroen_propernoun_en	citroen_propernoun_es
pender_de_un_pelo_verb_en	tenir_à_un_cheveu_verb_es
verticalmente_adverb_en	verticalement_adverb_es
al_yazira_propernoun_en	al-jezira_propernoun_es
peral_propernoun_en	peral_propernoun_es
acetre_propernoun_en	acetre_propernoun_es
obrero_profesional_noun_en	op_noun_es
volar_verb_en	voler_verb_es
amersham_propernoun_en	amersham_propernoun_es
estímulo_noun_en	stimulation_noun_es
abenjaldún_propernoun_en	ibn_khaldoun_propernoun_es
pentágono_propernoun_en	pentagone_propernoun_es
sheriff_noun_en	shérif_noun_es
panel_noun_en	panneau_noun_es
llorar_verb_en	pleurer_verb_es
comarca_noun_en	région_noun_es
legado_noun_en	legs_noun_es
desesperación_noun_en	désespoir_noun_es
asombroso_adjective_en	étonnant_adjective_es
acribillar_verb_en	cribler_verb_es
sumar_verb_en	ajouter_verb_es
castigo_noun_en	punition_noun_es
pasivo_fijo_noun_en	passif_fixe_noun_es
mismísimo_adjective_en	même_adjective_es
ue_noun_en	ue_noun_es
allegar_verb_en	réunir_verb_es
financiación_noun_en	financement_noun_es
rústico_adjective_en	rustique_adjective_es
fuster_propernoun_en	fuster_propernoun_es
anterior_adjective_en	antérieur_adjective_es
presente_noun_en	présent_noun_es
silbido_noun_en	sifflement_noun_es
luxación_noun_en	luxation_noun_es
hurtado_propernoun_en	hurtado_propernoun_es
repetir_verb_en	répéter_verb_es
justificante_noun_en	justificatif_noun_es
tren_de_alta_velocidad_noun_en	train_à_grande_vitesse_noun_es
precio_de_venta_al_público_noun_en	prix_de_vente_au_public_noun_es
logo_noun_en	logo_noun_es
endoso_noun_en	endossement_noun_es
jurídicamente_adverb_en	juridiquement_adverb_es
ocultación_noun_en	occultation_noun_es
anari_propernoun_en	anari_propernoun_es
alarmista_noun_en	alarmiste_noun_es
sobreproducción_noun_en	surproduction_noun_es
habitual_adjective_en	habituel_adjective_es
característico_adjective_en	caractéristique_adjective_es
espónsor_noun_en	sponsor_noun_es
aberrante_adjective_en	aberrant_adjective_es
fuera_adverb_en	à_dehors_adverb_es
ambulatorio_noun_en	dispensaire_noun_es
a_raíz_de_preposition_en	à_la_suite_de_preposition_es
acertado_adjective_en	bon_adjective_es
cid_propernoun_en	cid_propernoun_es
nobel_propernoun_en	nobel_propernoun_es
alkiza_propernoun_en	alkiza_propernoun_es
bobo_adjective_en	bête_adjective_es
mélanie_propernoun_en	mélanie_propernoun_es
desestabilización_noun_en	déstabilisation_noun_es
samotracia_propernoun_en	samothrace_propernoun_es
fecha_de_formalización_noun_en	date_de_régularisation_noun_es
vendée_propernoun_en	vendée_propernoun_es
interrogación_noun_en	interrogation_noun_es
literal_adjective_en	littéral_adjective_es
medioambiente_noun_en	environnement_noun_es
asambleario_adjective_en	parlementaire_adjective_es
interactividad_noun_en	interactivité_noun_es
filiatreau_propernoun_en	filiatreau_propernoun_es
soterrar_verb_en	enfouir_verb_es
notar_verb_en	remarquer_verb_es
dar_un_rodeo_verb_en	prendre_un_biais_verb_es
chapa_noun_en	tôle_noun_es
xest_propernoun_en	cheste_propernoun_es
crear_verb_en	créer_verb_es
en_resumen_adverb_en	en_résumé_adverb_es
decepción_noun_en	deception_noun_es
ahí_adverb_en	ici_adverb_es
montauban_propernoun_en	montauban_propernoun_es
liébana_propernoun_en	liébana_propernoun_es
lozoya_propernoun_en	lozoya_propernoun_es
freetown_propernoun_en	freetown_propernoun_es
dentro_de_poco_adverb_en	dans_peu_de_temps_adverb_es
en_lo_sucesivo_adverb_en	par_la_suite_adverb_es
castejón_propernoun_en	castejón_propernoun_es
moño_noun_en	chignon_noun_es
notario_noun_en	notaire_noun_es
juego_noun_en	jeu_noun_es
atender_verb_en	répondre_verb_es
lucha_noun_en	lutte_noun_es
irremediablemente_adverb_en	irrémédiablement_adverb_es
lombardía_propernoun_en	lombardie_propernoun_es
retraso_noun_en	délai_noun_es
africano_adjective_en	africain_adjective_es
ampliación_noun_en	agrandissement_noun_es
cebolla_noun_en	oignon_noun_es
pasivo_circulante_noun_en	passif_circulant_noun_es
abdalá_propernoun_en	abdallah_propernoun_es
alfa_propernoun_en	alfa_propernoun_es
nihat_propernoun_en	nihat_propernoun_es
asociado_adjective_en	associé_adjective_es
sumisión_noun_en	soumission_noun_es
zalgiris_propernoun_en	zalgiris_propernoun_es
penélope_propernoun_en	pénélope_propernoun_es
macizo_de_las_guayanas_propernoun_en	plateau_des_guyanes_propernoun_es
fronterizo_adjective_en	frontalier_adjective_es
dar_un_susto_de_muerte_verb_en	faire_une_peur_bleue_verb_es
ejemplar_noun_en	exemplaire_noun_es
arruabarrena_propernoun_en	arruabarrena_propernoun_es
telepizza_propernoun_en	telepizza_propernoun_es
observar_verb_en	observer_verb_es
equilibrar_verb_en	équilibrer_verb_es
sebastián_propernoun_en	sebastián_propernoun_es
tendón_de_aquiles_noun_en	tendon_d'achille_noun_es
entidad_financiera_noun_en	société_financière_noun_es
coherencia_noun_en	cohérence_noun_es
adolfo_propernoun_en	adolfo_propernoun_es
enfocado_adjective_en	dirigé_adjective_es
lluís_propernoun_en	lluís_propernoun_es
centauro_propernoun_en	centaure_propernoun_es
diecinueve_numeral_en	dix-neuf_numeral_es
de_suerte_que_subordinatingconjunction_en	de_sorte_que_subordinatingconjunction_es
autodisolución_noun_en	autodissolution_noun_es
estrosi_propernoun_en	estrosi_propernoun_es
leonor_propernoun_en	leonor_propernoun_es
detector_noun_en	détecteur_noun_es
numeroso_adjective_en	nombreux_adjective_es
hembra_noun_en	femelle_noun_es
lufthansa_propernoun_en	lufthansa_propernoun_es
noble_adjective_en	noble_adjective_es
amán_propernoun_en	amman_propernoun_es
ansorena_propernoun_en	ansorena_propernoun_es
preinscripción_noun_en	pré-inscription_noun_es
the_valley_propernoun_en	the_valley_propernoun_es
península_somalí_propernoun_en	péninsule_des_somalis_propernoun_es
arcén_noun_en	accotement_noun_es
barsa_propernoun_en	barça_propernoun_es
christophe_propernoun_en	christophe_propernoun_es
acusación_noun_en	accusation_noun_es
portada_noun_en	couverture_noun_es
tostar_verb_en	griller_verb_es
fondo_de_previsión_noun_en	caisse_de_prévoyance_noun_es
ferocidad_noun_en	férocité_noun_es
suicidio_noun_en	suicide_noun_es
injuria_noun_en	injure_noun_es
apalantza_propernoun_en	apalantza_propernoun_es
elisabeth_propernoun_en	elisabeth_propernoun_es
alta_normandía_propernoun_en	haute_normandie_propernoun_es
ressous_propernoun_en	ressous_propernoun_es
lafarge_propernoun_en	lafarge_propernoun_es
pretensión_noun_en	prétention_noun_es
guardia_civil_noun_en	garde_civile_noun_es
mantener_verb_en	maintenir_verb_es
bancario_adjective_en	bancaire_adjective_es
ahurti_propernoun_en	urt_propernoun_es
konstantín_ustínovich_propernoun_en	konstantine_oustinovitch_propernoun_es
nicotina_noun_en	nicotine_noun_es
achile_propernoun_en	achile_propernoun_es
meditar_verb_en	méditer_verb_es
broadway_propernoun_en	broadway_propernoun_es
discreción_noun_en	discrétion_noun_es
sgs_noun_en	sgs_noun_es
yahvé_propernoun_en	iahvé_propernoun_es
hillary_propernoun_en	hillary_propernoun_es
aneto_propernoun_en	aneto_propernoun_es
expedir_verb_en	router_verb_es
mural_noun_en	peinture_murale_noun_es
en_régimen_contractual_adverb_en	en_régime_contractuel_adverb_es
pacífico_adjective_en	pacifique_adjective_es
aquel_pronoun_en	ce_pronoun_es
aquel_determiner_en	ce_determiner_es
aquel_demonstrativepronoun_en	ce_demonstrativepronoun_es
aquel_determiner_en	ce_determiner_es
aquel_demonstrativepronoun_en	ce_demonstrativepronoun_es
aquel_pronoun_en	ce_pronoun_es
aquel_determiner_en	ce_determiner_es
aquel_demonstrativepronoun_en	ce_demonstrativepronoun_es
aquel_determiner_en	ce_determiner_es
aquel_demonstrativepronoun_en	ce_demonstrativepronoun_es
pont_propernoun_en	pont_propernoun_es
perfecto_adjective_en	parfait_adjective_es
spe_noun_en	spe_noun_es
físicamente_adverb_en	physiquement_adverb_es
astro_noun_en	astre_noun_es
saint_kitts_y_nevis_propernoun_en	saint-kitts-et-nevis_propernoun_es
harare_propernoun_en	harare_propernoun_es
sujeción_noun_en	assujettissement_noun_es
achacar_verb_en	attribuer_verb_es
superviviente_adjective_en	survivant_adjective_es
galiana_propernoun_en	galiana_propernoun_es
combatiente_adjective_en	combattant_adjective_es
adecuación_noun_en	adéquation_noun_es
por_duplicado_subordinatingconjunction_en	en_double_exemplaire_subordinatingconjunction_es
laboral_adjective_en	de_travail_adjective_es
reykjavík_propernoun_en	reykjavík_propernoun_es
amplificación_noun_en	amplification_noun_es
magisterio_noun_en	enseignement_noun_es
prohibir_verb_en	interdire_verb_es
tomás_moro_propernoun_en	thomas_more_propernoun_es
lnt_noun_en	lnt_noun_es
abf_noun_en	abf_noun_es
salvajemente_adverb_en	sauvagement_adverb_es
polar_adjective_en	polaire_adjective_es
muguruza_propernoun_en	muguruza_propernoun_es
seo_noun_en	siège_noun_es
ibon_propernoun_en	ibon_propernoun_es
sébastien_propernoun_en	sébastien_propernoun_es
por_si_acaso_adverb_en	au_cas_où_adverb_es
amarrar_verb_en	amarrer_verb_es
aeroplano_noun_en	aéroplane_noun_es
periodista_noun_en	journaliste_noun_es
parquetista_noun_en	parquettiste_noun_es
birmano_noun_en	birman_noun_es
hacer_el_tonto_verb_en	faire_l'innocent_verb_es
aluminio_noun_en	aluminium_noun_es
maximo_propernoun_en	maximo_propernoun_es
refundición_noun_en	refondation_noun_es
magnate_noun_en	magnat_noun_es
matiz_noun_en	nuance_noun_es
interior_adjective_en	intérieur_adjective_es
anacabe_propernoun_en	anacabe_propernoun_es
emilia_propernoun_en	emilia_propernoun_es
pin_noun_en	pin_noun_es
radiante_adjective_en	radieux_adjective_es
de_carretera_adjective_en	routier_adjective_es
doctoral_adjective_en	doctoral_adjective_es
ficoba_propernoun_en	ficoba_propernoun_es
army_wives_propernoun_en	army_wives_propernoun_es
bétera_propernoun_en	bétera_propernoun_es
inopia_noun_en	indigence_noun_es
secuestro_noun_en	séquestration_noun_es
conserje_noun_en	concierge_noun_es
suspiro_noun_en	soupir_noun_es
rendimiento_noun_en	rendement_noun_es
europa_propernoun_en	europe_propernoun_es
evolutivo_adjective_en	évolutif_adjective_es
uriarte_propernoun_en	uriarte_propernoun_es
emilia_romaña_propernoun_en	emilie_romagne_propernoun_es
buque_noun_en	bateau_noun_es
gandia_propernoun_en	gandia_propernoun_es
encanto_noun_en	charme_noun_es
debate_noun_en	débat_noun_es
virtuoso_adjective_en	virtuose_adjective_es
bisexualidad_noun_en	bisexualité_noun_es
estupendo_adjective_en	magnifique_adjective_es
negro_noun_en	noir_noun_es
magullar_verb_en	meurtrir_verb_es
creer_el_ombligo_del_mundo_verb_en	prendre_pour_le_nombril_du_monde_verb_es
ir_como_una_seda_verb_en	marcher_comme_sur_des_roulettes_verb_es
gandía_propernoun_en	gandía_propernoun_es
parcialidad_noun_en	partialité_noun_es
labrador_noun_en	laboureur_noun_es
chasis_noun_en	châssis_noun_es
en_firme_adjective_en	ferme_adjective_es
cobijo_noun_en	protection_noun_es
bronner_propernoun_en	bronner_propernoun_es
grado_noun_en	degré_noun_es
proveniente_de_preposition_en	remontant_à_preposition_es
acontecer_verb_en	devenir_verb_es
dieta_noun_en	régime_noun_es
truncar_verb_en	tronquer_verb_es
guayana_francesa_propernoun_en	guyane_française_propernoun_es
velódromo_noun_en	vélodrome_noun_es
indigente_noun_en	indigent_noun_es
am_propernoun_en	am_propernoun_es
charca_noun_en	mare_noun_es
anomalía_noun_en	anomalie_noun_es
inclinación_noun_en	inclination_noun_es
beca_noun_en	bourse_noun_es
ayllón_propernoun_en	ayllón_propernoun_es
edgar_propernoun_en	edgar_propernoun_es
celedón_propernoun_en	celedón_propernoun_es
de_preposition_en	de_preposition_es
espeso_adjective_en	épais_adjective_es
pipino_el_breve_propernoun_en	pépin_le_bref_propernoun_es
peaje_noun_en	péage_noun_es
alternativa_noun_en	alternative_noun_es
más_adverb_en	plus_adverb_es
gana_noun_en	appétit_noun_es
adhesivo_adjective_en	adhésif_adjective_es
abiyán_propernoun_en	abidjan_propernoun_es
mafia_noun_en	mafia_noun_es
desorden_noun_en	désordre_noun_es
tv_propernoun_en	tv_propernoun_es
ampudia_propernoun_en	ampudia_propernoun_es
el_aaiún_propernoun_en	el_aaiun_propernoun_es
milímetro_noun_en	millimètre_noun_es
desventura_noun_en	mésaventure_noun_es
percepción_noun_en	aperçu_noun_es
paralelo_adjective_en	parallèle_adjective_es
puesta_a_punto_noun_en	mise_au_point_noun_es
abe_propernoun_en	abe_propernoun_es
proporcionalmente_adverb_en	proportionnellement_adverb_es
euskal_herria_propernoun_en	euskal_herria_propernoun_es
buscador_noun_en	moteur_de_recherche_noun_es
messi_propernoun_en	messi_propernoun_es
milagroso_adjective_en	miraculeux_adjective_es
west_island_propernoun_en	west_island_propernoun_es
bjoern_propernoun_en	bjoern_propernoun_es
obligación_noun_en	obligation_noun_es
dusambé_propernoun_en	douchanbé_propernoun_es
eliminación_noun_en	élimination_noun_es
adana_propernoun_en	adana_propernoun_es
psa_propernoun_en	psa_propernoun_es
luque_propernoun_en	luque_propernoun_es
gran_londres_propernoun_en	greater_london_propernoun_es
embriagar_verb_en	enivrer_verb_es
fabuloso_adjective_en	fabuleux_adjective_es
providencia_noun_en	ordonnance_noun_es
agúndez_propernoun_en	agúndez_propernoun_es
óptimo_adjective_en	optimal_adjective_es
alguien_pronoun_en	quelqu'un_pronoun_es
valjavec_propernoun_en	valjavec_propernoun_es
así_y_todo_adverb_en	malgré_tout_adverb_es
ee_noun_en	ee_noun_es
duplicidad_noun_en	duplicité_noun_es
humildad_noun_en	humilité_noun_es
setenta_y_tres_numeral_en	soixante-treize_numeral_es
década_noun_en	décennie_noun_es
ajuste_noun_en	ajustage_noun_es
mar_de_timor_propernoun_en	mer_de_timor_propernoun_es
estado_libre_de_orange_propernoun_en	etat_libre_d'orange_propernoun_es
a_plazos_adverb_en	à_terme_adverb_es
en_fila_india_adverb_en	en_file_indienne_adverb_es
más_allá_de_preposition_en	au-delà_de_preposition_es
perplejo_adjective_en	perplexe_adjective_es
negrillo_propernoun_en	negrillo_propernoun_es
éfeso_propernoun_en	éphèse_propernoun_es
blog_noun_en	blog_noun_es
freire_propernoun_en	freire_propernoun_es
internacionalización_noun_en	internationalisation_noun_es
aldunza_propernoun_en	aldunza_propernoun_es
argaiz_propernoun_en	argaiz_propernoun_es
médico_adjective_en	médical_adjective_es
exención_fiscal_noun_en	exemption_d'impôts_noun_es
sanear_verb_en	assainir_verb_es
absolutorio_adjective_en	absolutoire_adjective_es
encerrar_verb_en	renfermer_verb_es
temor_noun_en	crainte_noun_es
etxepare_propernoun_en	etxepare_propernoun_es
costa_blanca_propernoun_en	costa_blanca_propernoun_es
fos-sur-mer_propernoun_en	fos-sur-mer_propernoun_es
refección_noun_en	réfection_noun_es
eltink_propernoun_en	eltink_propernoun_es
la_jolla_propernoun_en	jolla_propernoun_es
poner_el_broche_de_oro_verb_en	être_le_couronement_verb_es
rally_noun_en	rally_noun_es
aquél_pronoun_en	celui-là_pronoun_es
alcorcón_propernoun_en	alcorcón_propernoun_es
hundir_verb_en	affaisser_verb_es
incrementar_verb_en	accroître_verb_es
policía_noun_en	police_noun_es
hoy_por_hoy_subordinatingconjunction_en	à_l'heure_actuelle_subordinatingconjunction_es
oportunista_noun_en	opportuniste_noun_es
pastilla_noun_en	cachet_noun_es
exactamente_adverb_en	exactement_adverb_es
islas_británicas_propernoun_en	îles_britanniques_propernoun_es
peseta_noun_en	peseta_noun_es
blanque_propernoun_en	blanque_propernoun_es
abrigar_verb_en	couvrir_verb_es
altaria_propernoun_en	altaria_propernoun_es
solventar_verb_en	résoudre_verb_es
preferir_verb_en	aimer_bien_verb_es
gamesa_propernoun_en	gamesa_propernoun_es
actuarial_adjective_en	actuariel_adjective_es
cdd_noun_en	cdd_noun_es
sarriko_propernoun_en	sarriko_propernoun_es
decidir_verb_en	statuer_verb_es
koltès_propernoun_en	koltès_propernoun_es
fletar_verb_en	fréter_verb_es
tolerar_verb_en	tolérer_verb_es
organigrama_noun_en	organigramme_noun_es
obliteración_noun_en	oblitération_noun_es
claridad_noun_en	clarté_noun_es
parlamento_noun_en	parlement_noun_es
amable_adjective_en	gentil_adjective_es
crecer_verb_en	croître_verb_es
en_secreto_adverb_en	en_secret_adverb_es
humbert_propernoun_en	humbert_propernoun_es
mostrador_noun_en	comptoir_noun_es
guadalupe_propernoun_en	guadeloupe_propernoun_es
moralidad_noun_en	moralité_noun_es
arrizabalaga_propernoun_en	arrizabalaga_propernoun_es
paciente_noun_en	patient_noun_es
alah_propernoun_en	alah_propernoun_es
barkero_propernoun_en	barkero_propernoun_es
cepyme_noun_en	confédération_nationale_espagnole_des_petites_et_moyennes_entreprises_noun_es
reeditar_verb_en	rééditer_verb_es
descendencia_noun_en	descendance_noun_es
metodología_tractora_noun_en	méthodologie_tractrice_noun_es
atlético_propernoun_en	atlético_propernoun_es
aprovechamiento_noun_en	exploitation_noun_es
romano_prodi_propernoun_en	romano_prodi_propernoun_es
saint-brieuc_propernoun_en	saint-brieuc_propernoun_es
santaliestra_propernoun_en	santaliestra_propernoun_es
miami_propernoun_en	miami_propernoun_es
stephen_propernoun_en	stephen_propernoun_es
tales_propernoun_en	thalès_propernoun_es
pato_noun_en	canard_noun_es
egea_propernoun_en	egea_propernoun_es
peio_propernoun_en	peio_propernoun_es
ochenta_numeral_en	quatre-vingt_numeral_es
isla_norte_propernoun_en	île_du_nord_propernoun_es
merkel_propernoun_en	merkel_propernoun_es
cancha_noun_en	court_noun_es
en_igualdad_de_condiciones_adverb_en	dans_les_mêmes_conditions_adverb_es
existente_adjective_en	existant_adjective_es
excéntrico_adjective_en	excentrique_adjective_es
prenda_noun_en	pièce_noun_es
aldaia_propernoun_en	aldaia_propernoun_es
presencia_noun_en	présence_noun_es
alzira_propernoun_en	alcira_propernoun_es
valiente_adjective_en	brave_adjective_es
besaide_propernoun_en	besaide_propernoun_es
sofía_de_grecia_propernoun_en	sophie_de_grèce_propernoun_es
hasta_preposition_en	jusque_preposition_es
malabo_propernoun_en	malabo_propernoun_es
llamada_noun_en	appel_noun_es
mifid_propernoun_en	mifid_propernoun_es
cohn-bendit_propernoun_en	cohn-bendit_propernoun_es
gran_barrera_propernoun_en	grande_barrière_propernoun_es
ena_propernoun_en	ena_propernoun_es
banco_noun_en	banque_noun_es
godard_propernoun_en	godard_propernoun_es
nasser_propernoun_en	nasser_propernoun_es
negación_noun_en	négation_noun_es
a_título_de_garantía_adverb_en	à_titre_de_garantie_adverb_es
saco_noun_en	sac_noun_es
ang_lee_propernoun_en	ang_lee_propernoun_es
anillo_noun_en	anneau_noun_es
charla_noun_en	bavardage_noun_es
budista_adjective_en	bouddhiste_adjective_es
pasaitarra_adjective_en	de_pasaia_adjective_es
por_la_mañana_adverb_en	le_jour_adverb_es
venezuela_propernoun_en	venezuela_propernoun_es
de_manera_que_subordinatingconjunction_en	si_bien_que_subordinatingconjunction_es
hacer_falta_modal_en	falloir_modal_es
mirada_noun_en	regard_noun_es
traspaso_noun_en	passation_noun_es
adulterio_noun_en	adultère_noun_es
amante_noun_en	amant_noun_es
karakorum_propernoun_en	karakoroum_propernoun_es
saxo_noun_en	saxophone_noun_es
tanque_noun_en	tank_noun_es
lateral_adjective_en	latéral_adjective_es
represivo_adjective_en	répressif_adjective_es
alis_propernoun_en	alis_propernoun_es
seine-et-marne_propernoun_en	seine-et-marne_propernoun_es
pulsar_verb_en	appuyer_sur_verb_es
akira_propernoun_en	akira_propernoun_es
camisa_noun_en	chemise_noun_es
villette_propernoun_en	villette_propernoun_es
liberty_propernoun_en	liberty_propernoun_es
producto_interior_bruto_noun_en	produit_intérieur_brut_noun_es
independientemente_adverb_en	indépendamment_adverb_es
channel_propernoun_en	channel_propernoun_es
abetxuko_propernoun_en	abetxuko_propernoun_es
planetarium_noun_en	planétarium_noun_es
excepto_si_subordinatingconjunction_en	sauf_si_subordinatingconjunction_es
alexei_propernoun_en	alexei_propernoun_es
presidente_noun_en	président_noun_es
ninguno_determiner_en	aucun_determiner_es
informe_noun_en	rapport_noun_es
facturación_noun_en	facturation_noun_es
desfile_noun_en	défilé_noun_es
camerún_propernoun_en	cameroun_propernoun_es
fundamentalista_noun_en	fondamentaliste_noun_es
branque_noun_en	étrave_noun_es
planetario_adjective_en	planétaire_adjective_es
imprevisto_noun_en	imprévu_noun_es
alienación_noun_en	aliénation_noun_es
por_consiguiente_subordinatingconjunction_en	par_conséquent_subordinatingconjunction_es
prats_propernoun_en	prats_propernoun_es
mar_báltico_propernoun_en	mer_baltique_propernoun_es
resbaladizo_adjective_en	glissant_adjective_es
arras_propernoun_en	arras_propernoun_es
acostumbrar_verb_en	accoutumer_verb_es
aveyron_propernoun_en	aveyron_propernoun_es
avance_noun_en	progrès_noun_es
saclay_propernoun_en	saclay_propernoun_es
recalentamiento_noun_en	réchauffement_noun_es
agos_noun_en	agos_noun_es
atado_adjective_en	attaché_adjective_es
alpes-maritimes_propernoun_en	alpes-maritimes_propernoun_es
carballo_propernoun_en	carballo_propernoun_es
riesgo_noun_en	risque_noun_es
gala_noun_en	gala_noun_es
los_vosgos_propernoun_en	les_vosges_propernoun_es
paseante_noun_en	baladeur_noun_es
laos_propernoun_en	laos_propernoun_es
alexa_propernoun_en	alexa_propernoun_es
francesc_antich_oliver_propernoun_en	francesc_antich_oliver_propernoun_es
noe_propernoun_en	noe_propernoun_es
nihous_propernoun_en	nihous_propernoun_es
paternidad_noun_en	paternité_noun_es
endeudamiento_noun_en	endettement_noun_es
terciopelo_noun_en	velours_noun_es
tim_propernoun_en	tim_propernoun_es
raffaele_propernoun_en	raffaele_propernoun_es
fado_noun_en	fado_noun_es
colaborador_noun_en	collaborateur_noun_es
operación_noun_en	opération_noun_es
landaluze_propernoun_en	landaluze_propernoun_es
aislar_verb_en	chambrer_verb_es
suceso_noun_en	événement_noun_es
protestar_verb_en	protester_verb_es
txupinazo_noun_en	chupinazo_noun_es
cuarenta_y_seis_numeral_en	quarante-six_numeral_es
desde_hace_tiempo_adverb_en	de_longue_date_adverb_es
llegar_verb_en	parvenir_verb_es
amel_propernoun_en	amel_propernoun_es
eyaculación_noun_en	éjaculation_noun_es
regocijante_adjective_en	jouissif_adjective_es
ingresar_dinero_verb_en	verser_sur_un_compte_verb_es
carod_propernoun_en	carod_propernoun_es
urbanístico_adjective_en	urbanistique_adjective_es
y_más_si_tenemos_en_cuenta_que_subordinatingconjunction_en	d'autant_plus_que_subordinatingconjunction_es
virtuosismo_noun_en	virtuosité_noun_es
somalí_adjective_en	somalien_adjective_es
evacuación_noun_en	évacuation_noun_es
enfermería_noun_en	infirmerie_noun_es
indoeuropeo_adjective_en	indoeuropéen_adjective_es
bastilla_propernoun_en	bastille_propernoun_es
contingencia_noun_en	contingence_noun_es
ilustrar_verb_en	illustrer_verb_es
aloisi_propernoun_en	aloisi_propernoun_es
limpiar_verb_en	nettoyer_verb_es
poseridad_noun_en	postérité_noun_es
deliberado_adjective_en	délibéré_adjective_es
en_caso_de_que_subordinatingconjunction_en	au_cas_que_subordinatingconjunction_es
consenso_noun_en	consensus_noun_es
variable_adjective_en	variable_adjective_es
embalse_de_añarbe_propernoun_en	réservoir_d'añarbe_propernoun_es
acostar_verb_en	coucher_verb_es
gris_adjective_en	gris_adjective_es
tesália_propernoun_en	thessalie_propernoun_es
higiene_y_seguridad_en_el_trabajo_noun_en	hygiène_et_sécurité_du_travail_noun_es
pivotar_verb_en	pivoter_verb_es
fraude_noun_en	fraude_noun_es
peinar_verb_en	coiffer_verb_es
persa_adjective_en	persan_adjective_es
buenos_aires_propernoun_en	buenos_aires_propernoun_es
cruz_propernoun_en	cruz_propernoun_es
depósito_noun_en	dépôt_noun_es
